mass	age	temperature	gravity	luminosity	Mv	Mr	Mi	Mj	Mh	Mk	metallicity	cloud	y	l_mix
0.4	0.04034	3736	4.676	8.14	9.38	8.48	7.58	6.49	5.92	5.71	-0.5	nc	0.25	1
0.4	0.05095	3742	4.736	8.28	9.51	8.62	7.72	6.64	6.07	5.86	-0.5	nc	0.25	1
0.4	0.0638	3751	4.789	8.41	9.62	8.73	7.84	6.76	6.2	5.98	-0.5	nc	0.25	1
0.4	0.08021	3764	4.837	8.51	9.71	8.82	7.94	6.87	6.31	6.1	-0.5	nc	0.25	1
0.4	0.10069	3777	4.877	8.59	9.77	8.88	8.02	6.96	6.41	6.19	-0.5	nc	0.25	1
0.4	0.12942	3784	4.909	8.67	9.84	8.95	8.09	7.04	6.48	6.27	-0.5	nc	0.25	1
0.4	0.16328	3780	4.928	8.72	9.89	9	8.14	7.09	6.54	6.32	-0.5	nc	0.25	1
0.4	0.21088	3772	4.936	8.75	9.93	9.04	8.17	7.11	6.56	6.35	-0.5	nc	0.25	1
0.4	0.2606	3768	4.936	8.75	9.94	9.05	8.18	7.11	6.57	6.35	-0.5	nc	0.25	1
0.4	0.32398	3764	4.933	8.75	9.94	9.05	8.17	7.11	6.56	6.34	-0.5	nc	0.25	1
0.4	0.41904	3761	4.928	8.74	9.94	9.05	8.17	7.1	6.55	6.33	-0.5	nc	0.25	1
0.4	0.5141	3759	4.925	8.74	9.93	9.04	8.16	7.09	6.54	6.32	-0.5	nc	0.25	1
0.4	0.64086	3758	4.921	8.73	9.93	9.04	8.15	7.09	6.54	6.32	-0.5	nc	0.25	1
0.4	0.7993	3756	4.918	8.72	9.92	9.03	8.15	7.08	6.53	6.31	-0.5	nc	0.25	1
0.4	1.02111	3754	4.915	8.72	9.92	9.03	8.14	7.07	6.52	6.3	-0.5	nc	0.25	1
0.4	1.27462	3754	4.913	8.71	9.92	9.02	8.14	7.07	6.52	6.3	-0.5	nc	0.25	1
0.4	1.5915	3753	4.911	8.71	9.91	9.02	8.14	7.07	6.51	6.29	-0.5	nc	0.25	1
0.4	2.00344	3753	4.91	8.71	9.91	9.02	8.13	7.06	6.51	6.29	-0.5	nc	0.25	1
0.4	2.54214	3754	4.909	8.7	9.91	9.01	8.13	7.06	6.51	6.29	-0.5	nc	0.25	1
0.4	3.1759	3754	4.907	8.7	9.9	9.01	8.12	7.05	6.5	6.28	-0.5	nc	0.25	1
0.4	3.99979	3755	4.905	8.69	9.89	9	8.12	7.05	6.5	6.28	-0.5	nc	0.25	1
0.4	5.01381	3756	4.903	8.69	9.89	9	8.11	7.04	6.49	6.27	-0.5	nc	0.25	1
0.4	6.31302	3757	4.901	8.68	9.88	8.99	8.1	7.04	6.48	6.27	-0.5	nc	0.25	1
0.4	7.9608	3758	4.899	8.67	9.87	8.98	8.1	7.03	6.48	6.26	-0.5	nc	0.25	1
0.4	10.0205	3759	4.895	8.66	9.86	8.97	8.09	7.02	6.47	6.25	-0.5	nc	0.25	1
0.4	12.619	3762	4.893	8.65	9.85	8.96	8.08	7.01	6.46	6.24	-0.5	nc	0.25	1
0.45	0.00201	3776	3.805	5.79	7.14	6.3	5.32	4.13	3.41	3.25	-0.5	nc	0.25	1
0.45	0.00253	3780	3.875	5.96	7.28	6.43	5.48	4.3	3.6	3.44	-0.5	nc	0.25	1
0.45	0.00319	3780	3.944	6.13	7.43	6.57	5.64	4.48	3.8	3.63	-0.5	nc	0.25	1
0.45	0.00403	3777	4.014	6.31	7.59	6.72	5.8	4.67	4	3.82	-0.5	nc	0.25	1
0.45	0.00502	3773	4.078	6.48	7.75	6.87	5.96	4.83	4.17	3.99	-0.5	nc	0.25	1
0.45	0.00636	3766	4.148	6.66	7.92	7.05	6.14	5.01	4.37	4.18	-0.5	nc	0.25	1
0.45	0.00796	3760	4.213	6.83	8.09	7.21	6.3	5.18	4.55	4.36	-0.5	nc	0.25	1
0.45	0.01016	3756	4.283	7.01	8.26	7.38	6.47	5.36	4.74	4.54	-0.5	nc	0.25	1
0.45	0.0128	3756	4.349	7.17	8.42	7.53	6.63	5.53	4.92	4.72	-0.5	nc	0.25	1
0.45	0.01589	3759	4.411	7.32	8.55	7.67	6.78	5.68	5.09	4.88	-0.5	nc	0.25	1
0.45	0.02013	3766	4.477	7.48	8.69	7.8	6.93	5.84	5.26	5.05	-0.5	nc	0.25	1
0.45	0.02537	3771	4.541	7.64	8.83	7.95	7.07	6	5.42	5.21	-0.5	nc	0.25	1
0.45	0.03176	3778	4.601	7.78	8.96	8.08	7.21	6.14	5.57	5.36	-0.5	nc	0.25	1
0.45	0.04018	3790	4.66	7.91	9.08	8.2	7.34	6.28	5.71	5.5	-0.5	nc	0.25	1
0.45	0.05076	3807	4.714	8.03	9.17	8.29	7.45	6.4	5.84	5.63	-0.5	nc	0.25	1
0.45	0.06369	3829	4.76	8.12	9.24	8.36	7.53	6.5	5.94	5.73	-0.5	nc	0.25	1
0.45	0.08046	3857	4.799	8.18	9.27	8.4	7.59	6.57	6.01	5.81	-0.5	nc	0.25	1
0.45	0.10064	3883	4.829	8.23	9.29	8.42	7.63	6.63	6.07	5.87	-0.5	nc	0.25	1
0.45	0.13075	3892	4.859	8.29	9.35	8.48	7.69	6.69	6.14	5.94	-0.5	nc	0.25	1
0.45	0.16115	3881	4.874	8.34	9.41	8.54	7.75	6.74	6.19	5.99	-0.5	nc	0.25	1
0.45	0.21368	3865	4.879	8.37	9.45	8.58	7.78	6.77	6.21	6.01	-0.5	nc	0.25	1
0.45	0.26854	3859	4.877	8.37	9.46	8.59	7.78	6.77	6.21	6.01	-0.5	nc	0.25	1
0.45	0.33192	3855	4.874	8.37	9.46	8.59	7.78	6.76	6.21	6.01	-0.5	nc	0.25	1
0.45	0.42698	3850	4.87	8.37	9.46	8.59	7.78	6.76	6.2	6	-0.5	nc	0.25	1
0.45	0.52205	3849	4.868	8.36	9.46	8.59	7.77	6.75	6.2	6	-0.5	nc	0.25	1
0.45	0.6488	3847	4.866	8.36	9.46	8.59	7.77	6.75	6.19	5.99	-0.5	nc	0.25	1
0.45	0.80724	3845	4.864	8.36	9.46	8.59	7.77	6.75	6.19	5.99	-0.5	nc	0.25	1
0.45	1.02906	3844	4.863	8.35	9.46	8.58	7.77	6.74	6.19	5.98	-0.5	nc	0.25	1
0.45	1.28256	3844	4.861	8.35	9.46	8.58	7.76	6.74	6.18	5.98	-0.5	nc	0.25	1
0.45	1.59944	3844	4.86	8.35	9.45	8.58	7.76	6.74	6.18	5.98	-0.5	nc	0.25	1
0.45	2.01139	3845	4.859	8.34	9.45	8.57	7.76	6.73	6.18	5.97	-0.5	nc	0.25	1
0.45	2.5184	3846	4.857	8.34	9.44	8.57	7.75	6.73	6.17	5.97	-0.5	nc	0.25	1
0.45	3.18385	3846	4.855	8.33	9.44	8.56	7.74	6.72	6.17	5.96	-0.5	nc	0.25	1
0.45	4.00774	3847	4.852	8.33	9.43	8.55	7.74	6.71	6.16	5.96	-0.5	nc	0.25	1
0.45	5.02176	3849	4.85	8.32	9.42	8.55	7.73	6.71	6.15	5.95	-0.5	nc	0.25	1
0.45	6.32097	3850	4.848	8.31	9.41	8.54	7.72	6.7	6.14	5.94	-0.5	nc	0.25	1
0.45	7.96875	3852	4.845	8.3	9.4	8.52	7.71	6.69	6.13	5.93	-0.5	nc	0.25	1
0.45	10.0285	3855	4.841	8.29	9.38	8.51	7.7	6.68	6.12	5.92	-0.5	nc	0.25	1
0.45	12.5952	3858	4.837	8.27	9.37	8.49	7.68	6.67	6.11	5.91	-0.5	nc	0.25	1
0.5	0.00201	3828	3.809	5.63	6.91	6.09	5.15	3.98	3.26	3.11	-0.5	nc	0.25	1
0.5	0.00253	3833	3.879	5.79	7.06	6.22	5.3	4.15	3.45	3.29	-0.5	nc	0.25	1
0.5	0.0032	3834	3.949	5.97	7.21	6.36	5.46	4.33	3.64	3.48	-0.5	nc	0.25	1
0.5	0.00399	3832	4.014	6.13	7.35	6.5	5.62	4.5	3.82	3.66	-0.5	nc	0.25	1
0.5	0.00505	3832	4.083	6.31	7.51	6.66	5.78	4.68	4.01	3.84	-0.5	nc	0.25	1
0.5	0.0064	3826	4.152	6.49	7.69	6.82	5.96	4.86	4.2	4.03	-0.5	nc	0.25	1
0.5	0.008	3817	4.217	6.66	7.86	6.99	6.12	5.03	4.39	4.21	-0.5	nc	0.25	1
0.5	0.01004	3810	4.282	6.83	8.02	7.15	6.29	5.2	4.57	4.39	-0.5	nc	0.25	1
0.5	0.01269	3806	4.347	7	8.18	7.31	6.45	5.37	4.76	4.56	-0.5	nc	0.25	1
0.5	0.01611	3808	4.413	7.16	8.33	7.45	6.6	5.53	4.93	4.74	-0.5	nc	0.25	1
0.5	0.02027	3813	4.475	7.31	8.46	7.58	6.74	5.68	5.1	4.9	-0.5	nc	0.25	1
0.5	0.02525	3819	4.532	7.44	8.59	7.71	6.87	5.82	5.24	5.04	-0.5	nc	0.25	1
0.5	0.03169	3831	4.587	7.57	8.7	7.82	6.99	5.95	5.37	5.17	-0.5	nc	0.25	1
0.5	0.04008	3851	4.639	7.67	8.78	7.91	7.09	6.06	5.49	5.29	-0.5	nc	0.25	1
0.5	0.05057	3883	4.683	7.75	8.82	7.95	7.16	6.15	5.57	5.38	-0.5	nc	0.25	1
0.5	0.0634	3931	4.717	7.78	8.81	7.95	7.19	6.19	5.62	5.44	-0.5	nc	0.25	1
0.5	0.08059	3993	4.744	7.78	8.76	7.91	7.18	6.21	5.63	5.46	-0.5	nc	0.25	1
0.5	0.1026	4033	4.775	7.81	8.76	7.92	7.21	6.25	5.67	5.51	-0.5	nc	0.25	1
0.5	0.12923	4007	4.805	7.92	8.88	8.04	7.31	6.35	5.78	5.61	-0.5	nc	0.25	1
0.5	0.16667	3976	4.816	7.98	8.96	8.12	7.37	6.4	5.84	5.66	-0.5	nc	0.25	1
0.5	0.20577	3967	4.815	7.98	8.98	8.13	7.38	6.41	5.84	5.66	-0.5	nc	0.25	1
0.5	0.26207	3961	4.812	7.98	8.98	8.13	7.38	6.41	5.84	5.66	-0.5	nc	0.25	1
0.5	0.32545	3956	4.81	7.98	8.99	8.13	7.38	6.4	5.84	5.66	-0.5	nc	0.25	1
0.5	0.42051	3952	4.807	7.98	8.99	8.14	7.38	6.4	5.83	5.65	-0.5	nc	0.25	1
0.5	0.51558	3949	4.805	7.98	8.99	8.14	7.38	6.4	5.83	5.65	-0.5	nc	0.25	1
0.5	0.64233	3948	4.804	7.98	8.99	8.13	7.38	6.4	5.83	5.65	-0.5	nc	0.25	1
0.5	0.80077	3947	4.803	7.98	8.99	8.13	7.38	6.39	5.83	5.65	-0.5	nc	0.25	1
0.5	1.02259	3947	4.802	7.97	8.98	8.13	7.37	6.39	5.82	5.64	-0.5	nc	0.25	1
0.5	1.27609	3948	4.8	7.97	8.98	8.13	7.37	6.39	5.82	5.64	-0.5	nc	0.25	1
0.5	1.59297	3949	4.799	7.96	8.97	8.12	7.37	6.38	5.81	5.63	-0.5	nc	0.25	1
0.5	2.00492	3949	4.797	7.96	8.97	8.12	7.36	6.38	5.81	5.63	-0.5	nc	0.25	1
0.5	2.51193	3951	4.795	7.95	8.96	8.11	7.35	6.37	5.8	5.62	-0.5	nc	0.25	1
0.5	3.17738	3952	4.793	7.95	8.95	8.1	7.35	6.36	5.8	5.62	-0.5	nc	0.25	1
0.5	4.00127	3954	4.79	7.94	8.94	8.09	7.34	6.36	5.79	5.61	-0.5	nc	0.25	1
0.5	5.01528	3956	4.788	7.93	8.93	8.08	7.33	6.35	5.78	5.6	-0.5	nc	0.25	1
0.5	6.3145	3959	4.785	7.92	8.92	8.07	7.32	6.34	5.77	5.59	-0.5	nc	0.25	1
0.5	7.96228	3963	4.781	7.9	8.9	8.05	7.3	6.33	5.75	5.58	-0.5	nc	0.25	1
0.5	10.022	3968	4.776	7.89	8.88	8.03	7.29	6.31	5.74	5.56	-0.5	nc	0.25	1
0.5	12.6204	3975	4.77	7.86	8.85	8.01	7.27	6.29	5.72	5.54	-0.5	nc	0.25	1
0.6	0.00203	3921	3.82	5.35	6.53	5.73	4.85	3.73	3.01	2.88	-0.5	nc	0.25	1
0.6	0.00253	3927	3.885	5.51	6.66	5.85	5	3.89	3.18	3.04	-0.5	nc	0.25	1
0.6	0.0032	3928	3.955	5.68	6.82	6	5.16	4.07	3.36	3.23	-0.5	nc	0.25	1
0.6	0.004	3928	4.02	5.84	6.97	6.14	5.32	4.24	3.54	3.4	-0.5	nc	0.25	1
0.6	0.00507	3932	4.09	6.01	7.12	6.29	5.48	4.41	3.72	3.58	-0.5	nc	0.25	1
0.6	0.00635	3931	4.155	6.18	7.28	6.44	5.64	4.58	3.9	3.76	-0.5	nc	0.25	1
0.6	0.00799	3926	4.22	6.34	7.44	6.6	5.8	4.74	4.09	3.93	-0.5	nc	0.25	1
0.6	0.0101	3920	4.284	6.51	7.6	6.75	5.96	4.91	4.27	4.11	-0.5	nc	0.25	1
0.6	0.01268	3917	4.345	6.67	7.75	6.9	6.11	5.07	4.44	4.27	-0.5	nc	0.25	1
0.6	0.016	3919	4.403	6.81	7.88	7.03	6.24	5.22	4.6	4.43	-0.5	nc	0.25	1
0.6	0.02023	3932	4.458	6.93	7.98	7.13	6.36	5.34	4.73	4.56	-0.5	nc	0.25	1
0.6	0.02524	3957	4.505	7.02	8.04	7.2	6.44	5.44	4.83	4.67	-0.5	nc	0.25	1
0.6	0.03189	4009	4.546	7.07	8.05	7.21	6.48	5.5	4.89	4.74	-0.5	nc	0.25	1
0.6	0.04028	4111	4.577	7.04	7.93	7.12	6.45	5.5	4.87	4.74	-0.5	nc	0.25	1
0.6	0.05021	4276	4.601	6.93	7.7	6.94	6.33	5.43	4.81	4.7	-0.5	nc	0.25	1
0.6	0.06372	4480	4.64	6.82	7.44	6.75	6.21	5.37	4.79	4.71	-0.5	nc	0.25	1
0.6	0.08104	4475	4.704	6.99	7.61	6.91	6.37	5.54	4.95	4.87	-0.5	nc	0.25	1
0.6	0.10683	4357	4.727	7.16	7.87	7.13	6.55	5.68	5.08	4.98	-0.5	nc	0.25	1
0.6	0.12875	4342	4.723	7.16	7.88	7.14	6.55	5.68	5.08	4.98	-0.5	nc	0.25	1
0.6	0.16031	4334	4.719	7.16	7.88	7.14	6.55	5.68	5.07	4.97	-0.5	nc	0.25	1
0.6	0.20576	4325	4.716	7.16	7.89	7.15	6.55	5.68	5.07	4.97	-0.5	nc	0.25	1
0.6	0.2672	4316	4.713	7.17	7.9	7.15	6.56	5.68	5.07	4.97	-0.5	nc	0.25	1
0.6	0.33057	4313	4.712	7.16	7.9	7.15	6.56	5.67	5.07	4.97	-0.5	nc	0.25	1
0.6	0.42563	4311	4.71	7.16	7.9	7.15	6.55	5.67	5.06	4.96	-0.5	nc	0.25	1
0.6	0.5207	4312	4.709	7.16	7.9	7.15	6.55	5.67	5.06	4.96	-0.5	nc	0.25	1
0.6	0.64745	4315	4.708	7.15	7.89	7.14	6.55	5.66	5.06	4.96	-0.5	nc	0.25	1
0.6	0.80589	4318	4.707	7.15	7.88	7.13	6.54	5.66	5.05	4.95	-0.5	nc	0.25	1
0.6	1.02771	4321	4.706	7.14	7.87	7.13	6.53	5.65	5.05	4.95	-0.5	nc	0.25	1
0.6	1.28121	4322	4.704	7.14	7.87	7.12	6.53	5.65	5.04	4.94	-0.5	nc	0.25	1
0.6	1.59809	4329	4.702	7.13	7.85	7.11	6.52	5.64	5.03	4.93	-0.5	nc	0.25	1
0.6	2.01004	4333	4.701	7.12	7.84	7.1	6.51	5.63	5.03	4.93	-0.5	nc	0.25	1
0.6	2.51705	4337	4.699	7.11	7.83	7.09	6.5	5.62	5.02	4.92	-0.5	nc	0.25	1
0.6	3.1825	4343	4.697	7.1	7.81	7.07	6.49	5.61	5.01	4.91	-0.5	nc	0.25	1
0.6	4.00639	4350	4.694	7.08	7.79	7.06	6.47	5.6	5	4.9	-0.5	nc	0.25	1
0.6	5.02041	4359	4.69	7.07	7.77	7.04	6.46	5.58	4.98	4.89	-0.5	nc	0.25	1
0.6	6.31962	4371	4.686	7.04	7.74	7.01	6.43	5.57	4.96	4.87	-0.5	nc	0.25	1
0.6	7.9674	4386	4.681	7.01	7.7	6.97	6.4	5.54	4.94	4.85	-0.5	nc	0.25	1
0.6	10.0271	4406	4.673	6.98	7.65	6.93	6.37	5.51	4.91	4.82	-0.5	nc	0.25	1
0.6	12.5939	4433	4.665	6.93	7.58	6.87	6.32	5.47	4.87	4.79	-0.5	nc	0.25	1
0.7	0.00203	4007	3.826	5.1	6.18	5.41	4.59	3.5	2.79	2.67	-0.5	nc	0.25	1
0.7	0.00253	4013	3.891	5.26	6.32	5.53	4.74	3.67	2.95	2.84	-0.5	nc	0.25	1
0.7	0.00317	4018	3.957	5.42	6.46	5.67	4.89	3.83	3.12	3	-0.5	nc	0.25	1
0.7	0.00403	4022	4.027	5.59	6.62	5.82	5.06	4.01	3.31	3.18	-0.5	nc	0.25	1
0.7	0.00505	4026	4.092	5.75	6.77	5.96	5.21	4.17	3.48	3.35	-0.5	nc	0.25	1
0.7	0.00636	4029	4.157	5.91	6.91	6.11	5.36	4.33	3.65	3.52	-0.5	nc	0.25	1
0.7	0.00799	4033	4.219	6.06	7.05	6.24	5.5	4.49	3.82	3.69	-0.5	nc	0.25	1
0.7	0.01007	4039	4.279	6.2	7.19	6.37	5.64	4.63	3.97	3.84	-0.5	nc	0.25	1
0.7	0.01272	4054	4.336	6.33	7.29	6.48	5.76	4.77	4.11	3.98	-0.5	nc	0.25	1
0.7	0.01604	4082	4.387	6.43	7.36	6.55	5.85	4.87	4.23	4.1	-0.5	nc	0.25	1
0.7	0.02012	4138	4.43	6.47	7.36	6.56	5.89	4.94	4.29	4.17	-0.5	nc	0.25	1
0.7	0.02532	4243	4.464	6.45	7.25	6.48	5.86	4.94	4.3	4.2	-0.5	nc	0.25	1
0.7	0.03168	4435	4.486	6.31	6.96	6.26	5.71	4.85	4.24	4.16	-0.5	nc	0.25	1
0.7	0.03995	4742	4.514	6.09	6.53	5.94	5.46	4.73	4.21	4.15	-0.5	nc	0.25	1
0.7	0.05074	4996	4.579	6.03	6.34	5.82	5.39	4.74	4.29	4.24	-0.5	nc	0.25	1
0.7	0.06687	4842	4.666	6.38	6.77	6.2	5.74	5.05	4.56	4.5	-0.5	nc	0.25	1
0.7	0.08445	4812	4.663	6.4	6.8	6.23	5.77	5.06	4.56	4.5	-0.5	nc	0.25	1
0.7	0.10282	4804	4.66	6.4	6.81	6.23	5.76	5.05	4.55	4.5	-0.5	nc	0.25	1
0.7	0.12927	4798	4.657	6.4	6.81	6.23	5.76	5.05	4.55	4.49	-0.5	nc	0.25	1
0.7	0.16735	4793	4.655	6.4	6.81	6.23	5.76	5.05	4.55	4.49	-0.5	nc	0.25	1
0.7	0.22219	4790	4.653	6.4	6.81	6.23	5.76	5.04	4.54	4.48	-0.5	nc	0.25	1
0.7	0.25388	4790	4.652	6.39	6.81	6.23	5.76	5.04	4.54	4.48	-0.5	nc	0.25	1
0.7	0.31726	4786	4.65	6.39	6.81	6.23	5.76	5.04	4.54	4.48	-0.5	nc	0.25	1
0.7	0.41232	4789	4.649	6.39	6.8	6.22	5.75	5.03	4.53	4.47	-0.5	nc	0.25	1
0.7	0.50739	4793	4.648	6.38	6.79	6.21	5.74	5.03	4.53	4.47	-0.5	nc	0.25	1
0.7	0.63414	4797	4.647	6.37	6.78	6.2	5.74	5.02	4.52	4.46	-0.5	nc	0.25	1
0.7	0.82427	4803	4.645	6.36	6.77	6.19	5.73	5.02	4.52	4.46	-0.5	nc	0.25	1
0.7	1.0144	4806	4.644	6.36	6.76	6.19	5.72	5.01	4.51	4.46	-0.5	nc	0.25	1
0.7	1.2679	4810	4.642	6.35	6.75	6.18	5.71	5	4.51	4.45	-0.5	nc	0.25	1
0.7	1.61647	4822	4.639	6.33	6.73	6.16	5.7	4.99	4.5	4.44	-0.5	nc	0.25	1
0.7	1.99673	4829	4.637	6.32	6.71	6.14	5.68	4.98	4.49	4.43	-0.5	nc	0.25	1
0.7	2.53542	4837	4.634	6.3	6.69	6.13	5.67	4.97	4.48	4.42	-0.5	nc	0.25	1
0.7	3.16919	4847	4.63	6.29	6.67	6.11	5.65	4.95	4.47	4.41	-0.5	nc	0.25	1
0.7	3.99308	4860	4.624	6.26	6.64	6.08	5.62	4.93	4.45	4.39	-0.5	nc	0.25	1
0.7	5.03878	4878	4.618	6.23	6.6	6.04	5.59	4.91	4.43	4.37	-0.5	nc	0.25	1
0.7	6.33799	4899	4.609	6.19	6.54	6	5.55	4.87	4.4	4.35	-0.5	nc	0.25	1
0.7	7.95409	4926	4.598	6.14	6.48	5.94	5.5	4.83	4.36	4.31	-0.5	nc	0.25	1
0.7	10.0138	4962	4.582	6.06	6.39	5.86	5.43	4.77	4.31	4.26	-0.5	nc	0.25	1
0.7	12.6122	5010	4.558	5.96	6.27	5.75	5.33	4.68	4.24	4.18	-0.5	nc	0.25	1
0.8	0.00202	4090	3.831	4.87	5.83	5.06	4.34	3.3	2.57	2.48	-0.5	nc	0.25	1
0.8	0.00253	4096	3.896	5.03	5.98	5.21	4.49	3.46	2.75	2.65	-0.5	nc	0.25	1
0.8	0.00317	4103	3.962	5.19	6.14	5.37	4.65	3.63	2.92	2.82	-0.5	nc	0.25	1
0.8	0.00399	4111	4.027	5.35	6.29	5.51	4.8	3.79	3.1	2.99	-0.5	nc	0.25	1
0.8	0.00503	4122	4.091	5.5	6.42	5.65	4.95	3.95	3.26	3.15	-0.5	nc	0.25	1
0.8	0.00636	4134	4.155	5.65	6.55	5.78	5.09	4.1	3.42	3.31	-0.5	nc	0.25	1
0.8	0.00795	4150	4.212	5.77	6.66	5.89	5.21	4.23	3.56	3.45	-0.5	nc	0.25	1
0.8	0.01008	4176	4.269	5.89	6.75	5.97	5.31	4.35	3.69	3.59	-0.5	nc	0.25	1
0.8	0.01272	4225	4.317	5.96	6.78	6.01	5.38	4.44	3.79	3.68	-0.5	nc	0.25	1
0.8	0.01588	4307	4.355	5.97	6.72	5.98	5.38	4.47	3.83	3.74	-0.5	nc	0.25	1
0.8	0.01997	4465	4.383	5.88	6.51	5.83	5.28	4.43	3.83	3.75	-0.5	nc	0.25	1
0.8	0.02527	4754	4.401	5.65	6.08	5.5	5.02	4.29	3.78	3.72	-0.5	nc	0.25	1
0.8	0.03163	5122	4.417	5.37	5.64	5.15	4.74	4.13	3.71	3.66	-0.5	nc	0.25	1
0.8	0.04104	5358	4.537	5.47	5.67	5.23	4.86	4.31	3.94	3.9	-0.5	nc	0.25	1
0.8	0.05051	5231	4.598	5.73	5.96	5.5	5.1	4.52	4.13	4.08	-0.5	nc	0.25	1
0.8	0.06731	5222	4.594	5.73	5.96	5.49	5.1	4.52	4.12	4.07	-0.5	nc	0.25	1
0.8	0.08158	5217	4.591	5.73	5.96	5.49	5.1	4.51	4.11	4.07	-0.5	nc	0.25	1
0.8	0.10212	5217	4.589	5.72	5.96	5.49	5.09	4.51	4.11	4.06	-0.5	nc	0.25	1
0.8	0.13171	5214	4.587	5.72	5.95	5.49	5.09	4.5	4.11	4.06	-0.5	nc	0.25	1
0.8	0.17433	5211	4.585	5.72	5.95	5.48	5.09	4.5	4.1	4.06	-0.5	nc	0.25	1
0.8	0.20222	5213	4.585	5.71	5.95	5.48	5.08	4.5	4.1	4.06	-0.5	nc	0.25	1
0.8	0.26559	5212	4.583	5.71	5.95	5.48	5.08	4.49	4.09	4.05	-0.5	nc	0.25	1
0.8	0.32897	5212	4.582	5.71	5.94	5.47	5.08	4.49	4.09	4.05	-0.5	nc	0.25	1
0.8	0.42403	5211	4.58	5.7	5.94	5.47	5.07	4.49	4.09	4.04	-0.5	nc	0.25	1
0.8	0.5191	5214	4.578	5.7	5.93	5.46	5.07	4.48	4.08	4.04	-0.5	nc	0.25	1
0.8	0.64585	5218	4.576	5.69	5.92	5.45	5.06	4.47	4.08	4.03	-0.5	nc	0.25	1
0.8	0.80429	5222	4.574	5.68	5.91	5.45	5.05	4.47	4.07	4.03	-0.5	nc	0.25	1
0.8	1.02611	5225	4.572	5.67	5.9	5.44	5.04	4.46	4.06	4.02	-0.5	nc	0.25	1
0.8	1.27961	5237	4.569	5.65	5.88	5.42	5.03	4.45	4.05	4.01	-0.5	nc	0.25	1
0.8	1.59649	5248	4.566	5.64	5.86	5.4	5.01	4.43	4.04	4	-0.5	nc	0.25	1
0.8	2.00844	5266	4.561	5.61	5.83	5.37	4.98	4.41	4.02	3.98	-0.5	nc	0.25	1
0.8	2.51545	5280	4.555	5.58	5.8	5.35	4.96	4.39	4.01	3.96	-0.5	nc	0.25	1
0.8	3.1809	5295	4.547	5.55	5.77	5.31	4.93	4.36	3.98	3.94	-0.5	nc	0.25	1
0.8	4.00479	5316	4.537	5.51	5.72	5.27	4.89	4.33	3.95	3.91	-0.5	nc	0.25	1
0.8	5.01881	5342	4.524	5.46	5.66	5.22	4.84	4.29	3.91	3.87	-0.5	nc	0.25	1
0.8	6.31802	5377	4.505	5.38	5.57	5.14	4.76	4.22	3.85	3.82	-0.5	nc	0.25	1
0.8	7.9658	5424	4.478	5.27	5.46	5.03	4.66	4.13	3.77	3.74	-0.5	nc	0.25	1
0.8	10.0255	5490	4.436	5.12	5.29	4.87	4.51	4	3.65	3.62	-0.5	nc	0.25	1
0.8	12.5923	5568	4.354	4.85	5.01	4.61	4.26	3.76	3.43	3.4	-0.5	nc	0.25	1
0.9	0.002	4165	3.832	4.67	5.57	4.83	4.13	3.12	2.42	2.33	-0.5	nc	0.25	1
0.9	0.00252	4177	3.898	4.83	5.71	4.97	4.28	3.28	2.59	2.5	-0.5	nc	0.25	1
0.9	0.00317	4188	3.964	4.98	5.85	5.1	4.43	3.44	2.76	2.66	-0.5	nc	0.25	1
0.9	0.00404	4201	4.031	5.14	5.99	5.24	4.58	3.6	2.93	2.83	-0.5	nc	0.25	1
0.9	0.00501	4219	4.089	5.26	6.1	5.35	4.7	3.74	3.07	2.97	-0.5	nc	0.25	1
0.9	0.00632	4244	4.147	5.38	6.19	5.45	4.81	3.86	3.21	3.11	-0.5	nc	0.25	1
0.9	0.00796	4282	4.201	5.48	6.25	5.52	4.9	3.97	3.32	3.23	-0.5	nc	0.25	1
0.9	0.01007	4345	4.249	5.54	6.26	5.54	4.95	4.04	3.41	3.32	-0.5	nc	0.25	1
0.9	0.01271	4455	4.285	5.52	6.15	5.47	4.91	4.05	3.45	3.37	-0.5	nc	0.25	1
0.9	0.01587	4653	4.305	5.38	5.87	5.26	4.76	3.98	3.43	3.37	-0.5	nc	0.25	1
0.9	0.01999	4966	4.31	5.11	5.43	4.91	4.48	3.81	3.36	3.31	-0.5	nc	0.25	1
0.9	0.02516	5450	4.32	4.73	4.91	4.49	4.12	3.6	3.24	3.21	-0.5	nc	0.25	1
0.9	0.03235	5689	4.483	4.95	5.09	4.71	4.37	3.9	3.59	3.56	-0.5	nc	0.25	1
0.9	0.04074	5617	4.53	5.12	5.27	4.88	4.53	4.05	3.73	3.7	-0.5	nc	0.25	1
0.9	0.05429	5618	4.528	5.12	5.27	4.87	4.53	4.04	3.72	3.69	-0.5	nc	0.25	1
0.9	0.06581	5622	4.526	5.11	5.26	4.86	4.52	4.04	3.71	3.68	-0.5	nc	0.25	1
0.9	0.0824	5621	4.525	5.11	5.26	4.86	4.52	4.04	3.71	3.68	-0.5	nc	0.25	1
0.9	0.10628	5620	4.523	5.11	5.25	4.86	4.51	4.03	3.71	3.68	-0.5	nc	0.25	1
0.9	0.14067	5620	4.521	5.1	5.25	4.85	4.51	4.03	3.7	3.67	-0.5	nc	0.25	1
0.9	0.16317	5625	4.52	5.09	5.24	4.85	4.5	4.02	3.7	3.67	-0.5	nc	0.25	1
