age	mass	temperature	gravity	luminosity	Mv	Mr	Mi	Mj	Mh	Mk	Ml	Mm	metallicity	cloud	y	l_mix
0.199526231	0.3	3436	4.979	-1.97	11.41	10.45	9.18	7.78	7.21	6.96	6.67	6.8	0	nc	0.275	1
0.199526231	0.35	3483	4.955	-1.86	11.05	10.11	8.87	7.51	6.94	6.69	6.42	6.54	0	nc	0.275	1
0.199526231	0.4	3538	4.918	-1.74	10.67	9.75	8.54	7.22	6.65	6.41	6.16	6.28	0	nc	0.275	1
0.199526231	0.45	3607	4.871	-1.6	10.25	9.35	8.19	6.91	6.33	6.11	5.88	6.01	0	nc	0.275	1
0.199526231	0.5	3676	4.82	-1.47	9.85	8.97	7.84	6.6	6.02	5.81	5.6	5.74	0	nc	0.275	1
0.199526231	0.57	3819	4.753	-1.28	9.21	8.37	7.33	6.17	5.56	5.38	5.23	5.38	0	nc	0.275	1
0.199526231	0.6	3897	4.725	-1.2	8.91	8.09	7.11	5.97	5.35	5.19	5.07	5.24	0	nc	0.275	1
0.199526231	0.62	3958	4.708	-1.14	8.7	7.88	6.95	5.85	5.22	5.07	4.97	5.14	0	nc	0.275	1
0.199526231	0.7	4215	4.646	-0.92	7.85	7.09	6.34	5.37	4.74	4.64	4.6	4.78	0	nc	0.275	1
0.199526231	0.75	4419	4.618	-0.78	7.29	6.56	5.96	5.09	4.51	4.42	4.4	4.58	0	nc	0.275	1
0.199526231	0.8	4604	4.586	-0.65	6.8	6.12	5.61	4.83	4.29	4.22	4.2	4.37	0	nc	0.275	1
0.199526231	0.85	4774	4.55	-0.52	6.38	5.76	5.29	4.57	4.08	4.02	4.01	4.16	0	nc	0.275	1
0.199526231	0.9	4951	4.518	-0.4	5.99	5.42	4.98	4.32	3.88	3.83	3.82	3.95	0	nc	0.275	1
0.199526231	0.95	5120	4.487	-0.29	5.63	5.11	4.7	4.09	3.69	3.64	3.64	3.76	0	nc	0.275	1
0.199526231	1	5286	4.454	-0.18	5.3	4.82	4.43	3.87	3.51	3.46	3.46	3.57	0	nc	0.275	1
0.199526231	1.05	5439	4.417	-0.07	4.98	4.54	4.17	3.66	3.32	3.28	3.29	3.38	0	nc	0.275	1
0.199526231	1.1	5586	4.382	0.03	4.7	4.28	3.93	3.45	3.15	3.11	3.12	3.21	0	nc	0.275	1
0.199526231	1.15	5737	4.35	0.13	4.43	4.03	3.71	3.26	2.98	2.95	2.96	3.04	0	nc	0.275	1
0.199526231	1.2	5897	4.322	0.22	4.17	3.8	3.5	3.08	2.83	2.8	2.81	2.88	0	nc	0.275	1
0.251188643	0.04	1844	4.954	-3.9	22.71	19.76	16.83	12.25	11.48	11.23	10.01	10.59	0	nc	0.275	1
0.251188643	0.05	2140	5.03	-3.63	20.45	18.21	15.49	11.52	10.82	10.53	9.61	10.13	0	nc	0.275	1
0.251188643	0.055	2262	5.06	-3.52	19.55	17.55	14.94	11.26	10.59	10.28	9.47	9.94	0	nc	0.275	1
0.251188643	0.06	2380	5.08	-3.41	18.67	16.87	14.39	11.02	10.37	10.05	9.32	9.75	0	nc	0.275	1
0.251188643	0.07	2565	5.111	-3.25	17.34	15.78	13.53	10.66	10.02	9.71	9.09	9.43	0	nc	0.275	1
0.251188643	0.072	2598	5.114	-3.21	17.11	15.58	13.38	10.59	9.96	9.64	9.04	9.37	0	nc	0.275	1
0.251188643	0.075	2636	5.124	-3.18	16.85	15.36	13.21	10.52	9.89	9.58	9	9.31	0	nc	0.275	1
0.251188643	0.08	2705	5.129	-3.11	16.38	14.95	12.89	10.38	9.75	9.44	8.89	9.18	0	nc	0.275	1
0.251188643	0.09	2814	5.136	-3	15.65	14.32	12.4	10.13	9.52	9.21	8.71	8.96	0	nc	0.275	1
0.251188643	0.1	2899	5.139	-2.91	15.1	13.83	12.02	9.93	9.32	9.02	8.56	8.77	0	nc	0.275	1
0.251188643	0.11	2968	5.134	-2.82	14.65	13.43	11.7	9.74	9.14	8.84	8.4	8.6	0	nc	0.275	1
0.251188643	0.13	3070	5.12	-2.67	13.97	12.82	11.21	9.41	8.82	8.52	8.13	8.29	0	nc	0.275	1
0.251188643	0.15	3159	5.102	-2.54	13.4	12.3	10.79	9.12	8.54	8.25	7.88	8.03	0	nc	0.275	1
0.251188643	0.175	3237	5.079	-2.41	12.87	11.82	10.39	8.81	8.24	7.95	7.61	7.74	0	nc	0.275	1
0.251188643	0.2	3292	5.057	-2.3	12.48	11.46	10.08	8.56	7.98	7.71	7.38	7.51	0	nc	0.275	1
0.251188643	0.25	3374	5.019	-2.12	11.89	10.9	9.59	8.14	7.57	7.3	7	7.13	0	nc	0.275	1
0.251188643	0.3	3436	4.989	-1.98	11.43	10.47	9.2	7.8	7.24	6.98	6.7	6.82	0	nc	0.275	1
0.251188643	0.35	3482	4.96	-1.86	11.07	10.13	8.88	7.52	6.95	6.7	6.44	6.56	0	nc	0.275	1
0.251188643	0.4	3534	4.922	-1.74	10.69	9.77	8.56	7.23	6.66	6.42	6.17	6.29	0	nc	0.275	1
0.251188643	0.45	3599	4.875	-1.61	10.28	9.38	8.21	6.92	6.35	6.12	5.89	6.02	0	nc	0.275	1
0.251188643	0.5	3664	4.821	-1.48	9.88	9	7.87	6.62	6.03	5.82	5.61	5.75	0	nc	0.275	1
0.251188643	0.57	3808	4.749	-1.29	9.23	8.38	7.34	6.17	5.56	5.38	5.23	5.38	0	nc	0.275	1
0.251188643	0.6	3892	4.723	-1.2	8.92	8.09	7.11	5.97	5.35	5.19	5.07	5.23	0	nc	0.275	1
0.251188643	0.62	3956	4.708	-1.14	8.7	7.89	6.95	5.85	5.22	5.07	4.97	5.14	0	nc	0.275	1
0.251188643	0.7	4213	4.644	-0.92	7.85	7.09	6.33	5.36	4.74	4.63	4.59	4.78	0	nc	0.275	1
0.251188643	0.75	4419	4.616	-0.78	7.29	6.55	5.95	5.09	4.5	4.42	4.4	4.57	0	nc	0.275	1
0.251188643	0.8	4604	4.585	-0.64	6.8	6.12	5.61	4.82	4.29	4.22	4.2	4.36	0	nc	0.275	1
0.251188643	0.85	4774	4.549	-0.52	6.38	5.76	5.28	4.57	4.08	4.02	4.01	4.15	0	nc	0.275	1
0.251188643	0.9	4951	4.517	-0.4	5.98	5.42	4.98	4.32	3.88	3.82	3.81	3.95	0	nc	0.275	1
0.251188643	0.95	5125	4.484	-0.28	5.62	5.1	4.69	4.08	3.69	3.64	3.63	3.75	0	nc	0.275	1
0.251188643	1	5289	4.452	-0.17	5.29	4.81	4.42	3.87	3.5	3.46	3.46	3.57	0	nc	0.275	1
0.251188643	1.05	5440	4.416	-0.07	4.98	4.53	4.17	3.65	3.32	3.28	3.28	3.38	0	nc	0.275	1
0.251188643	1.1	5589	4.38	0.03	4.69	4.27	3.93	3.45	3.14	3.1	3.11	3.2	0	nc	0.275	1
0.251188643	1.15	5739	4.349	0.13	4.42	4.03	3.7	3.26	2.98	2.94	2.95	3.03	0	nc	0.275	1
0.251188643	1.2	5899	4.32	0.23	4.16	3.8	3.49	3.08	2.82	2.79	2.8	2.87	0	nc	0.275	1
0.316227766	0.04	1728	4.982	-4.05	23.65	20.38	17.39	12.62	11.83	11.63	10.25	10.83	0	nc	0.275	1
0.316227766	0.05	2029	5.068	-3.76	21.36	18.85	16.05	11.85	11.13	10.87	9.83	10.38	0	nc	0.275	1
0.316227766	0.055	2163	5.098	-3.63	20.35	18.14	15.44	11.54	10.85	10.57	9.66	10.17	0	nc	0.275	1
0.316227766	0.06	2284	5.122	-3.52	19.46	17.48	14.89	11.28	10.61	10.32	9.51	9.98	0	nc	0.275	1
0.316227766	0.07	2485	5.159	-3.35	17.99	16.32	13.97	10.89	10.25	9.94	9.27	9.65	0	nc	0.275	1
0.316227766	0.072	2523	5.163	-3.31	17.72	16.1	13.79	10.82	10.17	9.87	9.22	9.58	0	nc	0.275	1
0.316227766	0.075	2574	5.168	-3.27	17.36	15.8	13.56	10.71	10.08	9.77	9.15	9.49	0	nc	0.275	1
0.316227766	0.08	2645	5.177	-3.2	16.87	15.38	13.23	10.57	9.94	9.63	9.06	9.37	0	nc	0.275	1
0.316227766	0.09	2773	5.181	-3.07	16.01	14.63	12.65	10.3	9.68	9.37	8.86	9.12	0	nc	0.275	1
0.316227766	0.1	2869	5.181	-2.97	15.37	14.07	12.21	10.07	9.46	9.16	8.68	8.91	0	nc	0.275	1
0.316227766	0.11	2948	5.172	-2.87	14.85	13.61	11.85	9.86	9.25	8.95	8.51	8.71	0	nc	0.275	1
0.316227766	0.13	3062	5.145	-2.7	14.07	12.91	11.29	9.48	8.89	8.59	8.19	8.36	0	nc	0.275	1
0.316227766	0.15	3153	5.122	-2.57	13.47	12.37	10.85	9.17	8.59	8.3	7.93	8.08	0	nc	0.275	1
0.316227766	0.175	3235	5.093	-2.43	12.91	11.86	10.43	8.85	8.27	7.99	7.65	7.78	0	nc	0.275	1
0.316227766	0.2	3291	5.066	-2.31	12.51	11.49	10.1	8.58	8.01	7.73	7.41	7.54	0	nc	0.275	1
0.316227766	0.25	3373	5.025	-2.13	11.9	10.92	9.6	8.15	7.58	7.32	7.02	7.14	0	nc	0.275	1
0.316227766	0.3	3437	4.992	-1.99	11.44	10.48	9.21	7.81	7.25	6.99	6.71	6.83	0	nc	0.275	1
0.316227766	0.35	3480	4.959	-1.86	11.07	10.13	8.88	7.52	6.95	6.7	6.43	6.55	0	nc	0.275	1
0.316227766	0.4	3531	4.92	-1.74	10.7	9.77	8.56	7.23	6.66	6.42	6.17	6.29	0	nc	0.275	1
0.316227766	0.45	3594	4.873	-1.61	10.29	9.39	8.21	6.92	6.35	6.12	5.89	6.02	0	nc	0.275	1
0.316227766	0.5	3658	4.818	-1.48	9.89	9	7.87	6.61	6.03	5.82	5.61	5.74	0	nc	0.275	1
0.316227766	0.57	3804	4.748	-1.29	9.23	8.39	7.34	6.17	5.56	5.38	5.22	5.38	0	nc	0.275	1
0.316227766	0.6	3888	4.722	-1.2	8.93	8.1	7.11	5.97	5.35	5.19	5.07	5.23	0	nc	0.275	1
0.316227766	0.62	3950	4.705	-1.14	8.71	7.89	6.95	5.85	5.22	5.07	4.97	5.14	0	nc	0.275	1
0.316227766	0.7	4213	4.642	-0.91	7.85	7.08	6.33	5.36	4.74	4.63	4.59	4.77	0	nc	0.275	1
0.316227766	0.75	4419	4.615	-0.77	7.28	6.55	5.95	5.08	4.5	4.41	4.39	4.57	0	nc	0.275	1
0.316227766	0.8	4603	4.583	-0.64	6.8	6.12	5.6	4.82	4.29	4.21	4.2	4.36	0	nc	0.275	1
0.316227766	0.85	4774	4.548	-0.52	6.37	5.75	5.28	4.56	4.08	4.01	4	4.15	0	nc	0.275	1
0.316227766	0.9	4951	4.515	-0.4	5.98	5.41	4.97	4.32	3.88	3.82	3.81	3.94	0	nc	0.275	1
0.316227766	0.95	5127	4.483	-0.28	5.61	5.09	4.68	4.08	3.68	3.63	3.63	3.75	0	nc	0.275	1
0.316227766	1	5292	4.451	-0.17	5.28	4.8	4.42	3.86	3.5	3.46	3.46	3.56	0	nc	0.275	1
0.316227766	1.05	5443	4.414	-0.07	4.97	4.53	4.16	3.65	3.31	3.27	3.28	3.38	0	nc	0.275	1
0.316227766	1.1	5590	4.378	0.04	4.68	4.26	3.92	3.44	3.13	3.1	3.11	3.19	0	nc	0.275	1
0.316227766	1.15	5742	4.345	0.14	4.41	4.02	3.69	3.25	2.97	2.93	2.95	3.02	0	nc	0.275	1
0.316227766	1.2	5902	4.318	0.23	4.16	3.79	3.48	3.07	2.81	2.78	2.8	2.86	0	nc	0.275	1
0.398107171	0.05	1923	5.098	-3.88	22.21	19.44	16.57	12.16	11.42	11.2	10.04	10.6	0	nc	0.275	1
0.398107171	0.055	2050	5.135	-3.76	21.26	18.79	16	11.87	11.15	10.9	9.88	10.42	0	nc	0.275	1
0.398107171	0.06	2176	5.162	-3.65	20.32	18.12	15.43	11.58	10.89	10.63	9.72	10.22	0	nc	0.275	1
0.398107171	0.07	2396	5.202	-3.45	18.71	16.9	14.44	11.13	10.48	10.18	9.45	9.87	0	nc	0.275	1
0.398107171	0.072	2439	5.206	-3.41	18.39	16.65	14.24	11.05	10.39	10.1	9.4	9.8	0	nc	0.275	1
0.398107171	0.075	2500	5.212	-3.36	17.96	16.29	13.96	10.93	10.28	9.98	9.32	9.69	0	nc	0.275	1
0.398107171	0.08	2582	5.221	-3.29	17.39	15.81	13.58	10.76	10.13	9.83	9.21	9.55	0	nc	0.275	1
0.398107171	0.09	2730	5.221	-3.14	16.36	14.93	12.9	10.45	9.82	9.52	8.98	9.26	0	nc	0.275	1
0.398107171	0.1	2845	5.212	-3.01	15.58	14.25	12.37	10.17	9.56	9.26	8.77	9.01	0	nc	0.275	1
0.398107171	0.11	2934	5.195	-2.9	14.97	13.72	11.95	9.93	9.32	9.03	8.58	8.78	0	nc	0.275	1
0.398107171	0.13	3057	5.16	-2.72	14.13	12.97	11.34	9.53	8.93	8.64	8.23	8.41	0	nc	0.275	1
0.398107171	0.15	3150	5.13	-2.58	13.51	12.4	10.88	9.2	8.61	8.32	7.95	8.1	0	nc	0.275	1
0.398107171	0.175	3234	5.097	-2.43	12.93	11.87	10.44	8.86	8.29	8	7.66	7.79	0	nc	0.275	1
0.398107171	0.2	3290	5.07	-2.32	12.52	11.5	10.11	8.59	8.02	7.74	7.41	7.54	0	nc	0.275	1
0.398107171	0.25	3373	5.026	-2.13	11.91	10.92	9.61	8.16	7.59	7.32	7.02	7.14	0	nc	0.275	1
0.398107171	0.3	3437	4.993	-1.99	11.44	10.48	9.21	7.81	7.25	6.99	6.71	6.83	0	nc	0.275	1
0.398107171	0.35	3479	4.954	-1.86	11.06	10.12	8.88	7.51	6.94	6.69	6.42	6.54	0	nc	0.275	1
0.398107171	0.4	3529	4.916	-1.74	10.69	9.77	8.55	7.22	6.65	6.41	6.16	6.28	0	nc	0.275	1
0.398107171	0.45	3589	4.869	-1.61	10.3	9.39	8.21	6.92	6.35	6.11	5.88	6.01	0	nc	0.275	1
0.398107171	0.5	3656	4.817	-1.48	9.89	9.01	7.87	6.61	6.03	5.81	5.61	5.74	0	nc	0.275	1
0.398107171	0.57	3801	4.746	-1.29	9.24	8.39	7.34	6.17	5.56	5.37	5.22	5.37	0	nc	0.275	1
0.398107171	0.6	3886	4.72	-1.2	8.93	8.1	7.11	5.97	5.35	5.19	5.07	5.23	0	nc	0.275	1
0.398107171	0.62	3949	4.704	-1.14	8.71	7.89	6.95	5.85	5.21	5.06	4.97	5.13	0	nc	0.275	1
0.398107171	0.7	4213	4.641	-0.91	7.84	7.08	6.33	5.36	4.73	4.63	4.59	4.77	0	nc	0.275	1
0.398107171	0.75	4419	4.614	-0.77	7.28	6.55	5.95	5.08	4.5	4.41	4.39	4.57	0	nc	0.275	1
0.398107171	0.8	4602	4.582	-0.64	6.8	6.12	5.6	4.82	4.28	4.21	4.2	4.36	0	nc	0.275	1
0.398107171	0.85	4773	4.546	-0.52	6.37	5.75	5.28	4.56	4.07	4.01	4	4.15	0	nc	0.275	1
0.398107171	0.9	4951	4.514	-0.4	5.97	5.41	4.97	4.31	3.87	3.82	3.81	3.94	0	nc	0.275	1
0.398107171	0.95	5127	4.482	-0.28	5.61	5.09	4.68	4.08	3.68	3.63	3.63	3.74	0	nc	0.275	1
0.398107171	1	5293	4.448	-0.17	5.27	4.8	4.41	3.86	3.49	3.45	3.45	3.56	0	nc	0.275	1
0.398107171	1.05	5444	4.411	-0.06	4.96	4.52	4.15	3.64	3.31	3.27	3.27	3.37	0	nc	0.275	1
0.398107171	1.1	5591	4.376	0.04	4.68	4.26	3.91	3.44	3.13	3.09	3.1	3.19	0	nc	0.275	1
0.398107171	1.15	5744	4.343	0.14	4.4	4.01	3.69	3.24	2.96	2.93	2.94	3.02	0	nc	0.275	1
0.398107171	1.2	5905	4.314	0.23	4.14	3.78	3.47	3.06	2.8	2.77	2.79	2.86	0	nc	0.275	1
0.501187234	0.05	1805	5.127	-4.02	23.17	20.08	17.14	12.52	11.76	11.58	10.28	10.84	0	nc	0.275	1
0.501187234	0.055	1944	5.165	-3.89	22.11	19.38	16.52	12.18	11.44	11.23	10.09	10.64	0	nc	0.275	1
0.501187234	0.06	2072	5.196	-3.77	21.16	18.72	15.95	11.88	11.17	10.93	9.93	10.45	0	nc	0.275	1
0.501187234	0.07	2308	5.239	-3.56	19.42	17.45	14.89	11.37	10.69	10.42	9.62	10.08	0	nc	0.275	1
0.501187234	0.072	2355	5.244	-3.51	19.08	17.19	14.68	11.27	10.61	10.33	9.57	10	0	nc	0.275	1
0.501187234	0.075	2419	5.25	-3.46	18.6	16.81	14.38	11.14	10.49	10.2	9.48	9.89	0	nc	0.275	1
0.501187234	0.08	2522	5.257	-3.36	17.87	16.22	13.91	10.94	10.29	10	9.35	9.71	0	nc	0.275	1
0.501187234	0.09	2695	5.251	-3.19	16.64	15.18	13.09	10.57	9.94	9.64	9.08	9.37	0	nc	0.275	1
0.501187234	0.1	2828	5.231	-3.04	15.72	14.38	12.47	10.24	9.63	9.33	8.83	9.08	0	nc	0.275	1
0.501187234	0.11	2926	5.209	-2.92	15.05	13.79	12	9.97	9.37	9.07	8.61	8.83	0	nc	0.275	1
0.501187234	0.13	3055	5.167	-2.73	14.16	12.99	11.36	9.54	8.95	8.66	8.25	8.43	0	nc	0.275	1
0.501187234	0.15	3149	5.133	-2.58	13.52	12.41	10.89	9.21	8.62	8.33	7.96	8.11	0	nc	0.275	1
0.501187234	0.175	3234	5.099	-2.43	12.93	11.88	10.45	8.87	8.29	8.01	7.66	7.8	0	nc	0.275	1
0.501187234	0.2	3290	5.07	-2.32	12.52	11.5	10.12	8.6	8.02	7.74	7.42	7.55	0	nc	0.275	1
0.501187234	0.25	3373	5.026	-2.13	11.91	10.92	9.61	8.16	7.59	7.32	7.02	7.14	0	nc	0.275	1
0.501187234	0.3	3437	4.993	-1.99	11.44	10.48	9.21	7.81	7.25	6.99	6.71	6.83	0	nc	0.275	1
0.501187234	0.35	3478	4.95	-1.86	11.06	10.11	8.87	7.5	6.93	6.68	6.41	6.54	0	nc	0.275	1
0.501187234	0.4	3526	4.912	-1.74	10.69	9.76	8.55	7.21	6.64	6.4	6.15	6.27	0	nc	0.275	1
0.501187234	0.45	3587	4.866	-1.61	10.3	9.39	8.21	6.91	6.34	6.11	5.88	6	0	nc	0.275	1
0.501187234	0.5	3653	4.814	-1.48	9.89	9.01	7.87	6.61	6.03	5.81	5.6	5.74	0	nc	0.275	1
0.501187234	0.57	3799	4.745	-1.29	9.24	8.39	7.34	6.16	5.56	5.37	5.22	5.37	0	nc	0.275	1
0.501187234	0.6	3885	4.719	-1.2	8.93	8.1	7.11	5.97	5.35	5.18	5.06	5.23	0	nc	0.275	1
0.501187234	0.62	3948	4.703	-1.14	8.71	7.89	6.95	5.84	5.21	5.06	4.96	5.13	0	nc	0.275	1
0.501187234	0.7	4211	4.639	-0.91	7.84	7.08	6.33	5.35	4.73	4.62	4.58	4.77	0	nc	0.275	1
0.501187234	0.75	4418	4.613	-0.77	7.28	6.55	5.95	5.08	4.49	4.41	4.39	4.56	0	nc	0.275	1
0.501187234	0.8	4600	4.58	-0.64	6.8	6.12	5.6	4.81	4.28	4.21	4.19	4.35	0	nc	0.275	1
0.501187234	0.85	4773	4.545	-0.52	6.37	5.75	5.27	4.56	4.07	4.01	4	4.14	0	nc	0.275	1
0.501187234	0.9	4951	4.512	-0.39	5.97	5.4	4.97	4.31	3.87	3.81	3.8	3.93	0	nc	0.275	1
0.501187234	0.95	5130	4.48	-0.28	5.6	5.08	4.67	4.07	3.67	3.63	3.62	3.74	0	nc	0.275	1
0.501187234	1	5294	4.446	-0.17	5.27	4.79	4.4	3.85	3.49	3.44	3.44	3.55	0	nc	0.275	1
0.501187234	1.05	5446	4.409	-0.06	4.96	4.51	4.15	3.63	3.3	3.26	3.27	3.36	0	nc	0.275	1
0.501187234	1.1	5595	4.372	0.04	4.66	4.25	3.9	3.43	3.12	3.08	3.09	3.18	0	nc	0.275	1
0.501187234	1.15	5745	4.34	0.14	4.39	4	3.68	3.23	2.95	2.92	2.93	3.01	0	nc	0.275	1
0.501187234	1.2	5909	4.31	0.24	4.13	3.76	3.46	3.05	2.79	2.76	2.78	2.84	0	nc	0.275	1
0.630957344	0.055	1826	5.194	-4.02	23.07	20.02	17.09	12.53	11.78	11.61	10.33	10.88	0	nc	0.275	1
0.630957344	0.06	1956	5.229	-3.9	22.08	19.36	16.52	12.21	11.48	11.29	10.15	10.69	0	nc	0.275	1
0.630957344	0.07	2219	5.273	-3.66	20.13	17.98	15.34	11.61	10.92	10.68	9.8	10.28	0	nc	0.275	1
0.630957344	0.072	2266	5.279	-3.62	19.78	17.73	15.12	11.51	10.83	10.58	9.74	10.21	0	nc	0.275	1
0.630957344	0.075	2342	5.284	-3.55	19.23	17.3	14.78	11.35	10.68	10.41	9.63	10.08	0	nc	0.275	1
0.630957344	0.08	2461	5.287	-3.44	18.35	16.61	14.22	11.1	10.45	10.16	9.47	9.87	0	nc	0.275	1
0.630957344	0.09	2672	5.269	-3.22	16.84	15.34	13.23	10.64	10.01	9.71	9.14	9.45	0	nc	0.275	1
0.630957344	0.1	2818	5.243	-3.06	15.81	14.46	12.53	10.28	9.67	9.37	8.87	9.12	0	nc	0.275	1
0.630957344	0.11	2921	5.215	-2.93	15.09	13.82	12.03	9.99	9.39	9.09	8.63	8.85	0	nc	0.275	1
0.630957344	0.13	3054	5.169	-2.73	14.17	13	11.37	9.55	8.96	8.66	8.26	8.43	0	nc	0.275	1
0.630957344	0.15	3149	5.134	-2.58	13.52	12.41	10.89	9.21	8.62	8.34	7.96	8.11	0	nc	0.275	1
0.630957344	0.175	3234	5.099	-2.43	12.94	11.88	10.45	8.87	8.29	8.01	7.66	7.8	0	nc	0.275	1
0.630957344	0.2	3290	5.071	-2.32	12.52	11.5	10.12	8.6	8.02	7.74	7.42	7.55	0	nc	0.275	1
0.630957344	0.25	3373	5.026	-2.13	11.91	10.92	9.61	8.16	7.59	7.32	7.02	7.14	0	nc	0.275	1
0.630957344	0.3	3437	4.992	-1.99	11.44	10.48	9.21	7.81	7.25	6.99	6.71	6.83	0	nc	0.275	1
0.630957344	0.35	3477	4.946	-1.85	11.05	10.11	8.86	7.49	6.92	6.67	6.4	6.52	0	nc	0.275	1
0.630957344	0.4	3525	4.908	-1.73	10.69	9.76	8.54	7.2	6.63	6.39	6.14	6.26	0	nc	0.275	1
0.630957344	0.45	3585	4.864	-1.61	10.29	9.39	8.21	6.91	6.34	6.1	5.87	6	0	nc	0.275	1
0.630957344	0.5	3651	4.813	-1.48	9.9	9.01	7.87	6.61	6.02	5.81	5.6	5.73	0	nc	0.275	1
0.630957344	0.57	3798	4.743	-1.28	9.24	8.39	7.34	6.16	5.55	5.37	5.22	5.37	0	nc	0.275	1
0.630957344	0.6	3885	4.717	-1.2	8.92	8.1	7.1	5.97	5.34	5.18	5.06	5.22	0	nc	0.275	1
0.630957344	0.62	3949	4.701	-1.14	8.71	7.89	6.95	5.84	5.21	5.06	4.96	5.13	0	nc	0.275	1
0.630957344	0.7	4210	4.638	-0.91	7.84	7.08	6.32	5.35	4.73	4.62	4.58	4.76	0	nc	0.275	1
0.630957344	0.75	4417	4.611	-0.77	7.28	6.54	5.94	5.07	4.49	4.4	4.38	4.56	0	nc	0.275	1
0.630957344	0.8	4600	4.579	-0.64	6.79	6.11	5.59	4.81	4.28	4.2	4.19	4.35	0	nc	0.275	1
0.630957344	0.85	4774	4.543	-0.51	6.36	5.74	5.27	4.55	4.06	4	3.99	4.14	0	nc	0.275	1
0.630957344	0.9	4952	4.51	-0.39	5.96	5.4	4.96	4.3	3.86	3.81	3.8	3.93	0	nc	0.275	1
0.630957344	0.95	5131	4.478	-0.27	5.59	5.08	4.67	4.07	3.67	3.62	3.61	3.73	0	nc	0.275	1
0.630957344	1	5297	4.444	-0.16	5.26	4.78	4.4	3.84	3.48	3.44	3.44	3.54	0	nc	0.275	1
0.630957344	1.05	5448	4.406	-0.06	4.95	4.5	4.14	3.62	3.29	3.25	3.26	3.35	0	nc	0.275	1
0.630957344	1.1	5596	4.368	0.05	4.65	4.23	3.89	3.41	3.11	3.07	3.08	3.17	0	nc	0.275	1
0.630957344	1.15	5748	4.335	0.15	4.38	3.99	3.66	3.22	2.94	2.91	2.92	3	0	nc	0.275	1
0.630957344	1.2	5913	4.304	0.25	4.11	3.75	3.44	3.03	2.78	2.75	2.76	2.83	0	nc	0.275	1
0.794328235	0.055	1708	5.221	-4.17	24	20.63	17.65	12.9	12.15	12.01	10.58	11.11	0	nc	0.275	1
0.794328235	0.06	1848	5.256	-4.03	22.95	19.95	17.04	12.53	11.8	11.63	10.37	10.91	0	nc	0.275	1
0.794328235	0.07	2124	5.304	-3.77	20.88	18.53	15.8	11.87	11.17	10.95	9.98	10.49	0	nc	0.275	1
0.794328235	0.072	2184	5.308	-3.71	20.43	18.21	15.53	11.74	11.04	10.81	9.9	10.39	0	nc	0.275	1
0.794328235	0.075	2272	5.311	-3.63	19.78	17.73	15.13	11.54	10.86	10.61	9.77	10.24	0	nc	0.275	1
0.794328235	0.08	2414	5.308	-3.49	18.72	16.91	14.46	11.22	10.56	10.29	9.56	9.98	0	nc	0.275	1
0.794328235	0.09	2654	5.282	-3.25	16.98	15.47	13.33	10.7	10.06	9.77	9.19	9.5	0	nc	0.275	1
0.794328235	0.1	2813	5.249	-3.07	15.85	14.49	12.56	10.3	9.69	9.39	8.89	9.14	0	nc	0.275	1
0.794328235	0.11	2920	5.218	-2.93	15.1	13.84	12.04	10	9.39	9.1	8.64	8.85	0	nc	0.275	1
0.794328235	0.13	3054	5.17	-2.73	14.17	13.01	11.37	9.55	8.96	8.67	8.26	8.43	0	nc	0.275	1
0.794328235	0.15	3149	5.134	-2.58	13.52	12.41	10.89	9.21	8.62	8.34	7.96	8.11	0	nc	0.275	1
0.794328235	0.175	3234	5.099	-2.43	12.94	11.88	10.45	8.87	8.29	8.01	7.66	7.8	0	nc	0.275	1
0.794328235	0.2	3290	5.071	-2.32	12.52	11.5	10.12	8.6	8.02	7.74	7.42	7.55	0	nc	0.275	1
0.794328235	0.25	3373	5.026	-2.13	11.91	10.92	9.61	8.16	7.59	7.32	7.02	7.14	0	nc	0.275	1
0.794328235	0.3	3437	4.992	-1.99	11.44	10.48	9.21	7.81	7.24	6.99	6.7	6.83	0	nc	0.275	1
0.794328235	0.35	3481	4.958	-1.86	11.06	10.12	8.88	7.52	6.95	6.7	6.43	6.55	0	nc	0.275	1
0.794328235	0.4	3523	4.904	-1.73	10.68	9.76	8.53	7.2	6.63	6.38	6.13	6.25	0	nc	0.275	1
0.794328235	0.45	3583	4.862	-1.61	10.29	9.39	8.2	6.91	6.33	6.1	5.87	5.99	0	nc	0.275	1
0.794328235	0.5	3650	4.811	-1.48	9.89	9.01	7.86	6.6	6.02	5.8	5.59	5.73	0	nc	0.275	1
0.794328235	0.57	3798	4.742	-1.28	9.23	8.39	7.34	6.16	5.55	5.37	5.21	5.36	0	nc	0.275	1
0.794328235	0.6	3884	4.716	-1.2	8.92	8.09	7.1	5.96	5.34	5.18	5.06	5.22	0	nc	0.275	1
0.794328235	0.62	3947	4.7	-1.14	8.71	7.89	6.94	5.84	5.2	5.05	4.96	5.12	0	nc	0.275	1
0.794328235	0.7	4209	4.637	-0.91	7.84	7.08	6.32	5.35	4.72	4.62	4.58	4.76	0	nc	0.275	1
0.794328235	0.75	4417	4.609	-0.77	7.27	6.54	5.94	5.07	4.48	4.4	4.38	4.56	0	nc	0.275	1
0.794328235	0.8	4600	4.577	-0.64	6.79	6.11	5.59	4.81	4.27	4.2	4.18	4.35	0	nc	0.275	1
