SOURCE_KEY	NAME	DESIGNATION	RA	DEC	OPT_TYPE	OPTICAL_REFERENCE	NIR_TYPE	NIR_REFERENCE	LIT_SPT	GRAVITY_CLASS	LUMINOSITY_CLASS	METALLICITY_CLASS	NON_VLM	JMAG	JMAG_ERROR	HMAG	HMAG_ERROR	KMAG	KMAG_ERROR	DISCOVERY_REFERENCE	NOTE	CLUSTER	CLUSTER_REF	LIBRARY	BINARY	SBINARY	COMPANION	COMPANION_NAME
10567	DENIS J0823031-491201	J08230313-4912012	125.76305	-49.200333	L1.5	2008MNRAS.383..831P	L3	2012MNRAS.427.3280F	L1.5					13.547	0.026	12.636	0.021	12.062	0.023	2008MNRAS.383..831P				binary young				
10568	2MASS J08230838+6125208	J08230837+61252079	125.78487	61.422417	L2:	2008AJ....136.1290R			L2:					14.82	0.036	13.814	0.037	13.196	0.029	2008AJ....136.1290R								
10569	2MASS J08234818+2428577	J08234818+2428577	125.95074	24.482695	L3	2008AJ....136.1290R			L3					14.986	0.043	14.06	0.044	13.377	0.03	2008AJ....136.1290R								
10570	2MASSI J0825196+211552	J08251968+2115521	126.332	21.264473	L7.5	2000AJ....120..447K	L6 beta	BANYAN7	L7.5	IG				15.1	0.034	13.792	0.032	13.028	0.026	2000AJ....120..447K				young				
10571	SDSS J08264265+19392195	J08264262+1939224	126.67758	19.656221	L0	2008AJ....135..785W			L0					14.777	0.032	14.009	0.034	13.581	0.034	2008AJ....135..785W								
10572	SSSPM 0829-1309	J08283419-1309198	127.14246	-13.155499	L2	2005A&A...440.1061L			L2					12.803	0.03	11.851	0.021	11.297	0.021	SCZ02A								
10573	2MASSW J0829066+145622	J08290664+1456225	127.27767	14.939584	L2	2000AJ....120..447K			L2					14.75	0.03	13.801	0.036	13.166	0.033	2000AJ....120..447K								
10574	GJ 1111	J08294949+2646348	127.45621	26.776333	M6.5	2009ApJ...704..975J			M6.5					8.235	0.021	7.617	0.018	7.26	0.024	1976PASP...88..232L								
10575	2MASSW J0829570+265510	J08295706+26550990	127.48775	26.919416	L6.5	2000AJ....120..447K			L6.5					17.109	0.186	15.807	0.129	14.959	0.095	2000AJ....120..447K								
10576	SDSSp J083008.12+482847.4	J08300825+4828482	127.53438	48.480057	L8	2008ApJ...689.1295K	L9+/-1	2002ApJ...564..466G	L8					15.444	0.048	14.343	0.036	13.676	0.038	2002ApJ...564..466G								
10577	2MASS J08303256+0947150	J08303256+0947150	127.63567	9.7875004	M8				M8					11.89	0.022	11.165	0.021	10.756	0.023									
10578	SDSS J083048.80+012831.1	J08304878+0128311	127.70325	1.4753056			T4.5	2006ApJ...637.1067B	T4.5					16.289	0.111	16.14	0.213	16.358		2004AJ....127.3553K								
10579	LHS 2023	J08305161+3612577	127.71505	36.21603	esdM6.5	2005PASP..117..676R			esdM6.5			esd		14.907	0.036	14.536	0.051	14.338	0.059					subdwarf				
10580	2MASS J08315564+1025466	J08315564+1025466	127.98183	10.429611	M9	2008AJ....136.1290R			M9					13.621	0.029	12.963	0.024	12.45	0.028									
10581	2MASSW J0832045-012835	J08320451-0128360	128.0188	-1.4766667	L1.5	2000AJ....120..447K			L1.5					14.128	0.03	13.318	0.023	12.712	0.027	2000AJ....120..447K								
10582	WISE J083450.79+642526.1	J08345079+6425261	128.71162	64.423912			M8	2013PASP..125..809T	M8					15.63	0.07	15.12	0.1	14.58	0.09	2013PASP..125..809T								
10583	SDSS J083506.16+195304.4	J08350622+1953050	128.77591	19.884722			L4.5	2006AJ....131.2722C	L4.5					16.094	0.075	14.889	0.057	14.319	0.049	2006AJ....131.2722C								
10584	2MASS J08352366+1029318	J08352366+1029318	128.84857	10.492167	M7	2008AJ....136.1290R			M7					13.137	0.023	12.49	0.033	12.045	0.021	2008AJ....136.1290R								
10585	2MASSI J0835425-081923	J08354256-0819237	128.92732	-8.3232498	L5	2003AJ....126.2421C			L5					13.169	0.024	11.938	0.024	11.136	0.021	2003AJ....126.2421C								
10586	SDSS J08354533+2224308	J08354537+2224310	128.93904	22.408611	L0	2010AJ....139.1808S			L0					15.735	0.056	14.927	0.06	14.447	0.068	2010AJ....139.1808S								
10587	2MASS J08355829+0548308	J08355829+05483080	128.99287	5.8085556	L3	2009AJ....137....1F			L3					14.533	0.036	13.683	0.037	13.168	0.034	2008AJ....136.1290R								
10588	0836+4301	J0836+4301	129	43.016666										16.844	0.209	16.188	0.247	15.929	0.275									
10589	SDSS J08362199+4949315	J08362199+4949315	129.09163	49.825417	L0	2010AJ....139.1808S			L0					15.42	0.06	14.64	0.07	14.54	0.12	2010AJ....139.1808S								
10590	SDSS J08364634+0526426	J08364635+0526426	129.19313	5.4451666	L0	2010AJ....139.1808S			L0					14.576	0.037	13.905	0.037	13.287	0.034	2010AJ....139.1808S								
10591	SDSSp J083717.22-000018.3	J08371718-0000179	129.32158	-0.004972222	T0	2008ApJ...689.1295K	T1	2006ApJ...637.1067B	T1					17.101	0.214	15.988	0.173	15.674		LEG00A								
10592	2MASS J08391608+1253543	J08391608+1253543	129.817	12.898417	M9	BUD			M9					13.748	0.024	13.089	0.026	12.589	0.023	BUD								
10593	LHS 2034	J08402975+1824091	130.12396	18.402527	M6	2009ApJ...699..649S			M6					11.053	0.022	10.419	0.023	10.046	0.018	1965VA......8...89H								
10594	LHS 2307	J08405924-2327233	130.24684	-23.456472	M3.5				M3.5					7.934	0.027	7.321	0.071	7.028	0.02		Companion to LHS 2037?							
10595	SDSS J08410685+6035063	J08410685+6035063	130.27853	60.585083	L4	2010AJ....139.1808S			L4					15.94	0.09	15.03	0.1	14.69	0.09	2010AJ....139.1808S								
10596	SDSS J08430794+3141292	J08430794+3141292	130.78308	31.691444	L3	2010AJ....139.1808S			L3					15.99	0.1	15.22	0.12	14.65	0.11	2010AJ....139.1808S								
10597	SDSS J08433328+1024435	J08433328+1024435	130.88867	10.412083	L1	2010AJ....139.1808S			L1					14.87	0.04	14.09	0.04	13.67	0.04	2010AJ....139.1808S								
10598	0844+5532 Background Source	J0844+5532	131	55.533333																								
10599	SDSS J084403.46+043436.19	J08440346+04343619	131.01442	4.5766945	M8	2008AJ....135..785W			M8					13.46	0.02	12.83	0.03	12.41	0.03	2008AJ....135..785W								
10600	LSPM J0846+1421	J08465251+1421481	131.7188	14.363361			esdM4	BUR-NP	esdM4			esd		15.759	0.07	15.181	0.106	15.315	0.143					subdwarf				
10601	2MASSI J0847287-153237	J08472872-1532372	131.86967	-15.543667	L2	2003AJ....126.2421C			L2					13.513	0.026	12.629	0.027	12.061	0.023	2003AJ....126.2421C								
10602	SDSS J08475148+0138110	J08475148+0138110	131.96451	1.6363889	L3	2010AJ....139.1808S			L3					16.23	0.13	15.12	0.1	14.41	0.08	2010AJ....139.1808S								
10603	2MASS J08490052+0220155	J08490052+0220155	132.25217	2.3376389	M8	BUD			M8					12.933	0.024	12.299	0.021	11.906	0.026	BUD								
10604	NLTT20346A	J08501918+1056436	132.57993	10.945444	M5	2011AJ....141...71F			M5					11.282	0.023	10.675	0.022	10.407	0.02	LUY79A				companion				
10605	NLTT20346B	J08501918+1056436	132.57993	10.945444	M6	2011AJ....141...71F			M6					11.282	0.023	10.675	0.022	10.407	0.02	LUY79A				companion				
10606	2MASSs J0850359+105716	J08503593+1057156	132.6497	10.954333	L6	1999ApJ...519..802K			L6					16.465	0.113	15.221	0.093	14.473	0.066	1999ApJ...519..802K	binary: a=0.16 at 250 deg (2/1/2000) (Reid et al. 2001)			binary companion lstd				
10607	SDSS J085116.20+181730.0	J08511627+1817302	132.81779	18.291721			L4.5+/-1.5	2006AJ....131.2722C	L4.5+/-1.5					16.567	0.121	15.948	0.154	14.968	0.105	2006AJ....131.2722C								
10608	2MASS J08514509-0005360	J08514509-0005360	132.93788	-0.093333334	M7	2007ApJ...657..494B		BUR-NP	M7					15.991	0.088	15.292	0.078	15.431	0.234	2007ApJ...657..494B								
10609	WISE J08522436+5139255	J08522436+5139255	133.1015	51.657085			M7	2014ApJ...783..122K	M7					13.984	0.024	13.452	0.032	13.114	0.022	2014ApJ...783..122K								
10610	SDSS J085234.90+472035.0	J08523490+4720359	133.14542	47.343304			L9.5+/-1	2004AJ....127.3553K	L9.5+/-1					16.182	0.109	15.419	0.146	14.718	0.116	2004AJ....127.3553K								
10611	2MASS J08524613-0316138	J08524613-0316138	133.1922	-3.2704999										16.211	0.087	15.677	0.106	15.016	0.149									
10612	2MASS J08533434-0329432	J08533434-0329432	133.39308	-3.4953334	M9e				M9e					15.041	0.047	14.623	0.05	14.525	0.082		GJ 3517							
10613	LHS 255	J08550761+0132472	133.78172	1.5464444	M0	VYS56A			M0					7.191	0.027	6.523	0.018	6.352	0.026	VYS56A								
10614	2MASS J08555311-0259215	J08555311-0259215	133.97128	-2.9893055	M4.5				M4.5					9.389	0.023	8.489	0.034	8.017	0.02									
10615	2MASSI J0856479+223518	J08564793+2235182	134.19971	22.58839	L3:	2003AJ....126.2421C			L3:					15.679	0.065	14.58	0.053	13.951	0.046	2003AJ....126.2421C	binary?: a=0.098+/-0.009 @ 275+/-2.0 deg (Bouy et al. 2003)			binary				
10616	SDSSp J085758.45+570851.4	J08575849+5708514	134.4937	57.147614	L8	2008ApJ...689.1295K	L8+/-1	2002ApJ...564..466G	L8					15.038	0.04	13.79	0.042	12.962	0.03	2002ApJ...564..466G								
10617	SDSS J085834.42+325627.7	J08583467+3256275	134.64444	32.940971			T1	2006AJ....131.2722C	T1					16.453	0.115	15.382	0.101	14.756	0.095	2006AJ....131.2722C								
10618	SDSS J08583697+2710508	J08583697+2710508	134.65404	27.180777	L0	2010AJ....139.1808S			L0					15.05	0.05	14.23	0.05	13.66	0.05	2010AJ....139.1808S								
10619	2MASSI J0859254-194926	J08592522-1949279	134.85509	-19.824417	L6::	2003AJ....126.2421C	L8	2013PASP..125..809T	L6::					15.527	0.054	14.436	0.042	13.751	0.058	2003AJ....126.2421C								
10620	2MASS J08593854+6341355	J08593854+6341355	134.9106	63.693195	L0	2008AJ....136.1290R			L0					13.701	0.029	12.89	0.03	12.387	0.026	2008AJ....136.1290R								
10621	2MASS J08594029+1145325	J08594029+1145325	134.91788	11.759027	M8				M8					12.743	0.025	12.03	0.031	11.494	0.019									
10622	LHS 2090	J09002359+2150054	135.0983	21.834833	M6.5	2009ApJ...704..975J			M6.5					9.436	0.02	8.836	0.023	8.437	0.021	2001A&A...374L..12S								
10623	SDSS J09002368+2539343	J09002368+2539343	135.09866	25.659527	L7	2010AJ....139.1808S			L7					16.43	0.11	15.41	0.12	14.66	0.08	2010AJ....139.1808S								
10624	SDSS J090206.90+003319.36	J09020690+00331936	135.52876	0.55536115	M7	2008AJ....135..785W			M7					12.11	0.02	11.54	0.02	11.16	0.02	2008AJ....135..785W								
10625	SAO 98323	J09033209+1422517	135.88371	14.381028	M5 III				M5 III		III			5.636	0.03	4.812	0.034	4.483	0.017					giant				
10626	LSPM J0904+4638	J09042301+4638192	136.09587	46.638668			sdM5	BUR-NP	sdM5			sd		16.096	0.079	15.573	0.108	15.44	0.157					subdwarf				
10627	2MASS J09054654+5623117	J09054654+5623117	136.44391	56.386585	L5	2008AJ....136.1290R			L5					15.395	0.052	14.284	0.041	13.73	0.037	2008AJ....136.1290R								
10628	2MASS J09061061-1849005	J09061061-1849005	136.5442	-18.816807										14.371	0.032	13.676	0.03	13.172	0.034									
10629	2MASSI J0908380+503208	J09083803+5032088	137.15846	50.535778	L5	2003AJ....126.2421C	L9+/-1	2004AJ....127.3553K	L5					14.549	0.023	13.477	0.03	12.945	0.027	2003AJ....126.2421C				blue				
10630	SDSS J090900.73+652527.2	J09090085+6525275	137.25354	65.424301			T1.5	2006AJ....131.2722C	T1.5					16.034	0.086	15.214	0.097	15.171	0.151	2006AJ....131.2722C				sbinary				
10631	SDSS J09094813+1940439	J09094813+1940439	137.45053	19.67886	L1	2010AJ....139.1808S			L1					14.73	0.03	13.93	0.03	13.44	0.03	2010AJ....139.1808S								
10632	DENIS-P J0909-0658	J09095749-0658186	137.48953	-6.9718332	L0	2008ApJ...689.1295K			L0					13.89	0.024	13.09	0.021	12.539	0.026	1999A&AS..135...41D								
10633	Gl 337CD	J09121469+1459396	138.0612	14.994333	L8	2001AJ....122.1989W	T0	2006ApJ...637.1067B	L8					15.512	0.078	14.621	0.081	14.043	0.063	2001AJ....122.1989W	"Gl 337C is itself a binary (separation 0.53+/-0.03 at 291+/-8 deg, Burgasser, Kirkpatrick, & Lowrance 2005) located 43 from binary Gl 337AB (Wilson et al. 2001)"			binary companion				
10634	2MASS J09140317+5228504	J09140317+5228504	138.51321	52.480667										14.907	0.039	14.117	0.044	13.747	0.04									
10635	2MASS J09153413+0422045	J09153413+0422045	138.89221	4.3679166	L7	2008AJ....136.1290R			L7					14.548	0.03	13.531	0.032	13.011	0.041	2008AJ....136.1290R	binary: sep=0.73 at -155.0 deg (Reid et al. 2006)			binary				
10636	2MASS J09161504+2139512	J09161504+2139512	139.06267	21.664223	M9	BUD			M9					13.223	0.024	12.517	0.028	12.074	0.025	BUD								
10637	2MASS J09162684+0628393	J09162684+0628393	139.11183	6.4775834										16.253	0.139	16.286	0.255	15.711										
10638	WISE J09165718-1121047	J09165718-1121047	139.23825	-11.351306			M9	2014ApJ...783..122K	M9					14.095	0.026	13.469	0.027	13.004	0.024	2014ApJ...783..122K								
10639	2MASS J09171104-1650010	J09171104-1650010	139.29601	-16.833612	M7	2010ApJS..190..100K	M7	2010ApJS..190..100K	M7					14.984	0.052	14.403	0.028	14.11	0.061	2010ApJS..190..100K								
10640	2MASS J09175418+6028065	J09175418+6028065	139.47575	60.468472			L5	2011ApJ...732...56G	L5					17.2						2011ApJ...732...56G	NIR spectrum contains low g features			young				
10641	2MASSW J0918382+213406	J09183814+21340580	139.65892	21.568279	L2.5	1999ApJ...519..802K			L2.5					15.662	0.061	14.58		13.903	0.043	1999ApJ...519..802K								
10642	2MASSW J0920122+351742	J09201223+3517429	140.05095	35.29525	L6.5	2000AJ....120..447K	T0p	2006ApJ...637.1067B	L6.5					15.625	0.063	14.673	0.057	13.979	0.061	2000AJ....120..447K	binary: a=0.07 at 90 deg (2/9/2000) (Reid et al. 2001)			binary				
10643	WISE J092055.40+453856.3	J09205540+4538563	140.23082	45.648975			L9	2013ApJS..205....6M	L9					15.22	0.05	14.16	0.05	13.73	0.05	2013ApJS..205....6M	Best (13) reports possible spectral variable			sbinary				
10644	2MASS J09211410-2104446	J09211410-2104446	140.30876	-21.079056	L1.5	2008AJ....136.1290R	L4+/-1.5	2008ApJ...674..451B	L1.5					12.779	0.024	12.152	0.021	11.69	0.023	2008AJ....136.1290R				blue				
10645	2MASS J09212898-0339410	J09212898-0339410	140.37076	-3.6613889										16.464	0.131	16.534	0.294	15.9										
10646	2MASS J09230296-2300415	J09230296-2300415	140.76233	-23.011528										10.903	0.024	10.497	0.026	10.349	0.019									
10647	SDSS J09230870+2340137	J09230870+2340137	140.78625	23.670471	L1	2010AJ....139.1808S			L1					13.85	0.03	13.16	0.03	12.81	0.02	2010AJ....139.1808S								
10648	LSPM J0923+2654	J09234771+2654288	140.94879	26.907999			sd/esdM4	BUR-NP	sd/esdM4			sd		16.451	0.129	16.09	0.181	16.163						subdwarf				
10649	2MASS J09243114+2143536	J09243114+2143536	141.12975	21.731556			M7.5	2010ApJS..190..100K	M7.5					15.679	0.057	15.08	0.086	14.837	0.082	2010ApJS..190..100K								
10650	SDSSp J092615.38+584720.9	J09261537+5847212	141.56404	58.789223			T4.5	2006ApJ...637.1067B	T4.5					15.897	0.065	15.307	0.095	15.45	0.186	2002ApJ...564..466G	"binary: sep=0.070+/-0.006 at 132.9+/-1.9 deg on Feb 5, 2004 (Burgasser et al. 2006)"			binary sbinary				
10651	2MASS J09264992+5230435	J09264992+5230435	141.70799	52.512085			M8	2011ApJ...732...56G	M8					16.8						2011ApJ...732...56G								
10652	2MASSW J0928397-160312	J09283972-1603128	142.1655	-16.053555	L2	2000AJ....120..447K			L2					15.322	0.043	14.292	0.037	13.615	0.051	2000AJ....120..447K								
10653	2MASSW J0929336+342952	J09293364+3429527	142.39017	34.497971	L8	2000AJ....120..447K	L7.5	2004AJ....127.3553K	L8					16.601	0.125	15.44	0.103	14.644	0.104	2000AJ....120..447K								
10654	SDSS J093109.56+032732.5	J09310955+0327331	142.78979	3.4591944			L7.5+/-1.5	2004AJ....127.3553K	L7.5+/-1.5					16.615	0.138	16.273	0.243	15.738		2004AJ....127.3553K								
10655	SDSS J09311323+2802271	J09311323+2802271	142.80513	28.040861	L3	2010AJ....139.1808S			L3					14.98	0.03	14.26	0.04	13.73	0.04	2010AJ....139.1808S				sbinary				
10656	SDSS J093128.22+052821.93	J09312822+05282193	142.86758	5.4727502	M7	2008AJ....135..785W			M7					12.86	0.03	12.23	0.02	11.8	0.02	2008AJ....135..785W								
10657	SDSS J09323747+6725145	J09323747+6725145	143.15613	67.420692	L0	2010AJ....139.1808S			L0					15.91	0.09	15.37	0.13	14.99	0.12	2010AJ....139.1808S	low g features?			young				
10658	2MASS J09340617+0536234	J09340617+0536234	143.52571	5.6064997	M8 pec	2007ApJ...657..494B		BUR-NP	M8 pec					15.574	0.062	15.142	0.067	14.761	0.127	2007ApJ...657..494B								
10659	2MASS J09351549+0019103	J09351549+0019103	143.81454	0.31952778										16.466	0.15	16.268	0.198	16.613										
10660	2MASS J09352803-2934596	J09352802-29345959	143.86674	-29.583195	L0	2008AJ....136.1290R			L0					14.036	0.029	13.312	0.029	12.822	0.027	2008AJ....136.1290R								
10661	Gl357	J09360161-2139371	144.00671	-21.660305	M2.5	GRY06A	M3	SCV97A	M2.5					7.337	0.034	6.74	0.033	6.475	0.017	RUS56A								
10662	2MASSI J0937347+293142	J09373487+2931409	144.39529	29.528027	T7	2003ApJ...594..510B	T6p	2006ApJ...637.1067B	T6p					14.648	0.036	14.703	0.068	15.267	0.13	2002ApJ...564..421B								
10663	2MASS J09384022-2748184	J09384022-2748184	144.66759	-27.805111			M7.5	2010ApJS..190..100K	M7.5					12.992	0.022	12.326	0.021	11.878	0.021	2010ApJS..190..100K								
10664	SDSS J09385888+0443439	J09385888+0443439	144.74533	4.7288613	L0	2010AJ....139.1808S			L0					15.24	0.05	14.5	0.05	14	0.07	2010AJ....139.1808S								
10665	2MASS J09393548-2448279	J09393548-2448279	144.89783	-24.807749			T8	2006ApJ...637.1067B	T8					15.98	0.106	15.797	0.15	16.556		TIN05A				binary				
10666	2MASS J09395909-3817217	J09395909-3817217	144.9962	-38.28936			M7:	2010ApJS..190..100K	M7:					15.09	0.042	14.47	0.043	14.075	0.062	2010ApJS..190..100K								
10667	SDSS J09404788+2946530	J09404788+2946530	145.19951	29.781389	L1	2010AJ....139.1808S			L1					15.29	0.07	14.34	0.06	13.92	0.05	2010AJ....139.1808S								
10668	2MASS J0941115+425403	J09411157+4254031	145.2982	42.900864	M5	2007AJ....133..439C			M5					16.711	0.175	15.491	0.136	14.639		2007AJ....133..439C								
10669	SDSS J09413492+1009421	J09413492+1009421	145.39549	10.161695	L0	2010AJ....139.1808S			L0					14.58	0.02	13.78	0.03	13.37	0.04	2010AJ....139.1808S								
10670	2MASSW J0944027+313132	J09440279+3131328	146.01163	31.525778	L2	2000AJ....120..447K			L2					15.495	0.048	14.629	0.047	14.007	0.042	2000AJ....120..447K								
10671	2MASS 09474477+0224327	J09474477+0224327	146.93654	2.4090834	M8:	2008AJ....136.1290R			M8:					13.174	0.026	12.485	0.024	12.079	0.027	2008AJ....136.1290R								
10672	2MASS J09490860-1545485	J09490860-1545485	147.28583	-15.763473			T2	2006ApJ...637.1067B	T2					16.149	0.117	15.262	0.114	15.227	0.168	TIN05A				binary				
10673	LSPM J0949+1746	J09491734+1746558	147.32225	17.782166			sdM4	BUR-NP	sdM4			sd		15.26	0.056	14.728	0.079	14.579	0.087					subdwarf				
10674	LHS 2195	J09492223+0806450	147.34262	8.1125002	M8.5	2008AJ....136.1290R			M8.5					12.305	0.023	11.633	0.025	11.206	0.029	2008AJ....136.1290R								
10675	LSPM J0950+0540	J09500427+0540582	147.51779	5.6828332			esdM/wd?	BUR-NP	esdM/wd?					15.969	0.104	15.613	0.147	15.321	0.188					subdwarf				
10676	LP 261-75A	J09510459+3558098	147.76913	35.969391	M4.5	REI06B			M4.5					10.577	0.021	9.96	0.019	9.69	0.019					binary				
10677	LP 261-75B	J09510549+3558021	147.77287	35.967251	L6	2000AJ....120..447K			L6					17.225	0.209	15.895	0.138	15.138	0.134	2000AJ....120..447K	"likely a common proper motion companion to LP 261-75.  Separation=13.3. See. Burgasser, Kirkpatrick, & Lowrance (2005)."			binary companion				
10678	2MASS J09524622+0620410	J09524622+0620410	148.1926	6.3447223	M8	BUD			M8					12.453	0.024	11.832	0.022	11.458	0.024	BUD								
10679	WISE J095259.29+195508.1	J09525929+1955081	148.24704	19.918917			T6	2011ApJS..197...19K	T6					17.293	0.179	17.166		16.447		2011ApJS..197...19K								
10680	2MASS J09532126-1014205	J09532126-1014205	148.33858	-10.239028	L0	2007AJ....133..439C			L0					13.469	0.028	12.644	0.027	12.142	0.022	2007AJ....133..439C				young				
10681	NLTT 22851A	J09532422+0527009	148.35092	5.4502497	M4				M4					13.18	0.029	12.567	0.031	12.291	0.03	2005AJ....129.1483L				companion				
10682	NLTT 22851B	J09532455+0526583	148.35229	5.4495277	M9.5	2010MNRAS.404.1817Z			M9.5					15.666	0.089	14.96	0.065	14.386	0.081	2010MNRAS.404.1817Z				companion				
10683	LSPM J0956+1759	J09560397+1759447	149.01654	17.99575			sdM4	BUR-NP	sdM4			sd		15.46	0.056	14.939	0.081	14.751	0.102					subdwarf				
10684	GSC 05479-01188	J09563294-1001201	149.13724	-10.02225	M8 III				M8 III		III			7.241	0.023	6.399	0.042	5.749	0.2					giant				
10685	WISE J095729.41+462413.5	J09572941+462413.5	149.37253	46.403614			L5 pec (red)	2014ApJ...787..126L	L5 pec (red)					16.25	0.11	16.25	0.11	16.25	0.11	2014ApJ...787..126L				red				
10686	SDSS J100319.17-010508.15	J10031917-01050815	150.82988	-1.0855833	M7	2008AJ....135..785W			M7					12.33	0.02	11.67	0.02	11.24	0.02	2008AJ....135..785W								
10687	G 196-3B	J10042066+5022596	151.08609	50.383221	L3beta	2009AJ....137.3345C	L4 gamma	BANYAN7	L3beta	LG				14.831	0.046	13.648	0.043	12.778	0.034	1998Sci...282.1309R	located 16.2 at 210 deg from G 196-3 (1/25/1998) (Rebolo et al. 1998)			companion young				
10688	G 196-3A	J10042148+5023135	151.08951	50.387085	M3 Ve				M3 Ve					8.081	0.026	7.413	0.016	7.199	0.016					young				
10689	LHS 5166A	J10043879-3335113	151.16162	-33.586472	M4.5	SEI05A			M4.5					9.849	0.024	9.303	0.023	9.026	0.021	LUY79A				companion				
10690	LHS 5166B	J10043929-33351889	151.16371	-33.588554	L4	2002ApJ...575..484G			L4					14.48	0.035	13.49	0.036	12.924	0.024	2002ApJ...575..484G				companion				
10691	2MASS J1006406+215253	J1006406+215253	151.66917	21.88139			M5	BUR-NP	M5					15.997	0.077	15.84	0.156	15.503	0.166	BUR-NP								
