SOURCE_KEY	NAME	RA	DEC	SDSS_RA	SDSS_RA_E	SDSS_DEC	SDSS_DEC_E	SDSS_DESIGNATION	SDSS_EPOCH	SDSS_R	SDSS_R_UNC	SDSS_I	SDSS_I_UNC	SDSS_Z	SDSS_Z_UNC	2MASS_RA	2MASS_RA_E	2MASS_DEC	2MASS_DEC_E	2MASS_DESIGNATION	2MASS_EPOCH	2MASS_J	2MASS_J_UNC	2MASS_H	2MASS_H_UNC	2MASS_KS	2MASS_KS_UNC	WISE_RA	WISE_RA_E	WISE_DEC	WISE_DEC_E	WISE_DESIGNATION	WISE_EPOCH	WISE_W1	WISE_W1_UNC	WISE_W2	WISE_W2_UNC	UKIDSS_RA	UKIDSS_RA_E	UKIDSS_DEC	UKIDSS_DEC_E	UKIDSS_DESIGNATION	UKIDSS_EPOCH	UKIDSS_Y	UKIDSS_Y_UNC	UKIDSS_J	UKIDSS_J_UNC	UKIDSS_H	UKIDSS_H_UNC	UKIDSS_K	UKIDSS_K_UNC
11104	2MASS J1501069-053138	225.27875	-5.5272222																			13.588	0.026	12.391	0.021	11.498	0.021																								
11105	TVLM 513-46546	225.28374	22.833889																			11.866	0.022	11.181	0.03	10.706	0.024																								
11106	2MASS J15031961+2525196	225.83171	25.42211																			13.937	0.024	13.856	0.031	13.963	0.059																								
11107	WISE J150406.66-455223.9	226.02776	-45.873302																			16.56	0.11	15.43	0.08	14.83	0.1																								
11108	HIP 73786B	226.23862	5.6349998																			16.59	0.02	17.05	0.04	17.41	0.09																								
11109	PSO J226.2599-28.8959	226.25987	-28.895889																			15.83	0.07	15.24	0.08	15.06	0.13																								
11110	2MASS J15063706+2759544	226.65443	27.998446																			15.814	0.074	14.563	0.063	13.684	0.05																								
11111	2MASSW J1506544+132106	226.72672	13.351667																			13.365	0.023	12.38	0.021	11.741	0.019																								
11112	WISE J150711.06-344026.0	226.79608	-34.673889																			17.59		16.59	0.27	16.65																									
11113	2MASSW J1507476-162738	226.94872	-16.460724																			12.83	0.027	11.895	0.024	11.312	0.026																								
11114	2MASS J15101685-024107	227.57022	-2.6852779																			12.614	0.023	11.842	0.022	11.347	0.021																								
11115	SDSS J15102955+36194699	227.62312	36.329693																			14	0.02	13.26	0.03	12.82	0.03																								
11116	2MASS J15111091+4340363	227.79546	43.67675																			16.604	0.154	15.469	0.133	14.703	0.126																								
11117	SDSS J151114.66+060742.9	227.81108	6.1286392																			16.016	0.079	14.955	0.075	14.544	0.1																								
11118	SDSS J15124067+3403501	228.16945	34.063915																			15.04	0.038	14.046	0.038	13.413	0.037																								
11119	WISE J151314.61+401935.6	228.31087	40.326553																			17.17		16.09	0.21	15.09	0.16																								
11120	2MASS J15141384+1201451	228.55766	12.029194																			14.908	0.035	14.259	0.039	13.812	0.04																								
11121	2MASSW J1515008+484742	228.75346	48.794888																			14.111	0.029	13.099	0.031	12.5	0.024																								
11122	SDSS J151506.11+443648.3	228.7753	44.613415																			16.583	0.152	15.636	0.158	14.757	0.137																								
11123	SDSS J151603.03+025928.9	229.01263	2.9914443																			17.23	0.203	15.997	0.146	15.433	0.178																								
11124	SDSS J151643.01+305344.4	229.17941	30.895639																			16.848	0.154	15.868	0.161	15.081	0.091																								
11125	LSPM J1518+2238	229.5117	22.642611																			15.148	0.043	14.67	0.049	14.413	0.083																								
11126	2MASS J15200224-4422419A	230.00932	-44.378304																			13.55	0.04	12.73	0.03	12.27	0.03																								
11127	2MASS J15200224-4422419B	230.00932	-44.378304																			14.7	0.07	13.7	0.05	13.22	0.04																								
11128	2MASS J15201746-1755307	230.07275	-17.925194																			14.63	0.034	14.027	0.029	13.64	0.044																								
11129	LHS 3061	230.12283	14.577528																			15.518	0.056	15.006	0.083	14.9	0.11																								
11130	SDSS J152039.82+354619.8	230.16557	35.772499																			15.54	0.058	14.579	0.053	14	0.054																								
11131	SDSS J152103.24+013142.7	230.26363	1.5285																			16.399	0.102	15.576	0.099	15.347	0.171																								
11132	PM J15217-2713	230.44121	-27.219168																			11.8	0.02	11.34	0.02	11.08	0.03																								
11133	APMPM 1523-0245	230.74547	-2.7490833																			14.277	0.03	13.804	0.029	13.458	0.047																								
11134	APMPM 1523-0245	230.74716	-2.7480555																			14.277	0.03	13.804	0.029	13.458	0.047																								
11135	2MASS J15230657-2347526	230.77737	-23.797943																			14.203	0.033	13.42	0.033	12.903	0.032																								
11136	Gliese 584C	230.84428	30.248945																			16.056	0.099	14.928	0.081	14.348	0.067																								
11137	2MASS J15243203+0934386	231.13345	9.5773888																			15.047	0.057	14.261	0.062	14.302	0.094																								
11138	2MASSI J1526140+204341	231.55853	20.728167																			15.586	0.055	14.497	0.044	13.922	0.052																								
11139	LSPM J1528+2221	232.0829	22.354111																			15.677	0.077	15.469	0.122	15.01	0.129																								
11140	LEHPM 2-16	232.30899	-29.122972																			13.319	0.027	12.855	0.023	12.499	0.021																								
11141	WISE J152915.47-451348.2	232.31447	-45.230057																			14.65	0.03	14.06	0.05	14.04	0.06																								
11142	2MASS J15293306+6730215	232.38774	67.505974																			16.159	0.102	15.385	0.104	14.753	0.133																								
11143	SDSS J153012.87+514717.1	232.55363	51.788082																			15.05	0.04	14.31	0.05	13.74	0.05																								
11144	ULAS J153108.89+060111.1	232.78696	6.0197778																			16.049	0.095	15.06	0.064	14.4	0.105																								
11145	2MASS J1531134+164128	232.80583	16.691111																			15.582	0.056	14.54	0.052	13.803	0.049																								
11146	2MASS J15341068+0426410	233.54449	4.4447222																			16.9																													
11147	SDSS J153417.05+161546.1AB	233.57129	16.262861																			16.753	0.133	16.078	0.159	16.411																									
11148	2MASSI J1534498-295227	233.70767	-29.874277																			14.9	0.054	14.866	0.102	14.843	0.114																								
11149	SDSS J153453.33+121949.2	233.72188	12.330417																			15.332	0.046	14.303	0.037	13.827	0.042																								
11150	2MASS J15345700-1418480	233.73749	-14.313334																			11.39				10.31																									
11151	2MASS J15355199-2017025	233.96661	-20.284027																			15.891	0.067	15.354	0.084	14.917	0.108																								
11152	SDSS J15361914+33051510	234.07976	33.087528																			13.64	0.02	13.04	0.03	12.64	0.02																								
11153	2MASS J15382417-1953116	234.60071	-19.886555																			15.934	0.064	14.852	0.06	14.004	0.049																								
11154	LSPM J1538+2245	234.63005	22.763861																			15.781	0.064	15.338	0.096	15.12	0.176																								
11155	2MASS J15392137+6502364	234.83904	65.043442																			14.604	0.036	13.709	0.033	13.2	0.035																								
11156	DENIS-P J153941.96-052042.4	234.92453	-5.3452225																			13.922	0.029	13.06	0.026	12.575	0.029																								
11157	SDSS J154009.36+374230.3	235.03926	37.708778																			16.558	0.138	15.348	0.101	14.739	0.081																								
11158	WISE J154047.01-050658.4	235.19589	-5.1162219																			11.17	0.02	10.6	0.02	10.34	0.02																								
11159	2MASS J15412408+5425598	235.35034	54.433281																			15.933	0.083	15.67	0.168	15.354	0.172																								
11160	2MASS J15422494+5522451	235.60391	55.379192																			17.134		15.954	0.152	15.186																									
11161	2MASS J15423630-0045452	235.65125	-0.76255554																			16.7																													
11162	VHS J154352.78_043909.6	235.96991	-4.6526389																			16.51	0.13	15.98		16.34																									
11163	SDSS J154455.1+330145.2	236.22958	33.029221																			15.5				13.9																									
11164	SDSS J154508.93+355527.3	236.28754	35.924194																			16.834	0.167	15.997	0.19	15.427	0.158																								
11165	LEHPM 2-287	236.41626	-22.921305																			13.714	0.024	13.047	0.027	12.629	0.029																								
11166	LHS 407	236.41809	-20.604361																			12.82	0.026	12.336	0.023	12.087	0.023																								
11167	2MASS J15461461+4932114	236.56083	49.536472																			15.902	0.069	15.135	0.087	14.9																									
11168	1546+4932 Background Source	236.56087	49.536499																			15.902	0.069	15.135	0.087	14.9																									
11169	2MASS J15462718-3325111	236.61325	-33.41975																			15.631	0.051	15.446	0.092	15.485	0.181																								
11170	SDSS J154727.23+033636.3	236.86346	3.6100278																			16.077	0.072	15.07	0.062	14.27	0.072																								
11171	2MASS J15474719-2423493	236.94662	-24.397028																			13.97	0.029	13.271	0.034	12.742	0.025																								
11172	SDSS J154849.02+172235.4	237.20467	17.376638																			16.104	0.111	15.142	0.112	14.456	0.077																								
11173	2MASS J15485834-1636018	237.24309	-16.6005																			13.891	0.028	13.104	0.03	12.635	0.03																								
11174	2MASS J15500845+1455180A	237.5352	14.921667																			14.776	0.042	13.795	0.04	13.261	0.035																								
11175	2MASS J15500845+1455180AB	237.5352	14.921667																			14.776	0.042	13.795	0.04	13.261	0.035																								
11176	2MASS J15500845+1455180B	237.5352	14.921667																			14.776	0.042	13.795	0.04	13.261	0.035																								
11177	SDSS J15512086+4329303	237.83693	43.491749																			15.13	0.04	14.2	0.05	13.63	0.04																								
11178	2MASS J15513546+0151129	237.89775	1.8535833																			16.9																													
11179	2MASS J15515237+0941148	237.96822	9.6874447																			16.319	0.111	15.114	0.071	14.31	0.058																								
11180	HD 142093	238.00233	15.236																			6.158	0.03	5.91	0.017	5.824	0.021																								
11181	SDSS J15525232-0035019	238.218	-0.58386111																			15.992	0.094	15.403	0.119	15.013	0.132																								
11182	WISE J155254.84+503307.6	238.2285	50.552109																			17.13	0.24	15.9		15.46	0.16																								
11183	2MASSW J1552591+294849	238.24608	29.813471																			13.478	0.026	12.606	0.026	12.022	0.028																								
11184	2MASSI J1553022+153236	238.25949	15.543584																			15.825	0.071	15.939	0.163	15.507	0.182																								
11185	2MASS J15531611-0301133	238.31712	-3.0203612																			14.207	0.029	12.789	0.03	12.26	0.024																								
11186	2MASSW J1553214+210907	238.33925	21.151972																			16.703	0.163	15.337	0.11	14.678	0.114																								
11187	2MASSW J1555157-095605	238.81555	-9.9348612																			12.557	0.024	11.984	0.024	11.443	0.019																								
11188	SDSS J155526.50+095413.4A	238.86043	9.9037218																			12.521	0.022	12.023	0.03	11.793	0.028																								
11189	SDSS J155526.50+095413.4B	238.86043	9.9037218																			15.847	0.089	15.606	0.137	15.699																									
11190	2MASS J15561873+1300527	239.07805	13.014639																			15.91	0.082	15.779	0.16	14.846	0.107																								
11191	SDSS J15564435+1723089	239.1848	17.385805																			14.67	0.03	13.87	0.05	13.35	0.04																								
11192	2MASS J15573270+1752380	239.38626	17.877222																			13.54				12.45																									
11193	2MASS J15575011-2952431	239.4588	-29.878639																			16.267	0.103	15.47	0.12	15.01	0.117																								
11194	G 225-36B	239.48036	59.24036																			14.32	0.03	13.61	0.04	13.12	0.03																								
11195	2MASS J15590462-0356280	239.76926	-3.9411111																			15.972	0.082	15.723	0.157	15.388																									
11196	2MASSI J1600054+170832	240.02283	17.142445																			16.045	0.091	15.106	0.078	14.678	0.114																								
11197	2MASS J16002647-2456424	240.11029	-24.94511																			15.116	0.042	14.516	0.073	14.215	0.073																								
11198	LSPM J1602+3100	240.64989	31.016472																			16.026	0.083	15.779	0.144	15.499	0.16																								
11199	WISE J160357.51-044340.4	240.98962	-4.7278891																			12.74	0.03	12.23	0.02	11.94	0.03																								
11200	1605-2109	241.25002	-21.15																			16.365	0.099	15.77	0.113	15.348	0.158																								
11201	WISE J160603.47-014525.0	241.51445	-1.7569444																			12.21	0.02	11.67	0.02	11.48	0.03																								
