SOURCE_KEY	NAME	RA	DEC	SDSS_RA	SDSS_RA_E	SDSS_DEC	SDSS_DEC_E	SDSS_DESIGNATION	SDSS_EPOCH	SDSS_R	SDSS_R_UNC	SDSS_I	SDSS_I_UNC	SDSS_Z	SDSS_Z_UNC	2MASS_RA	2MASS_RA_E	2MASS_DEC	2MASS_DEC_E	2MASS_DESIGNATION	2MASS_EPOCH	2MASS_J	2MASS_J_UNC	2MASS_H	2MASS_H_UNC	2MASS_KS	2MASS_KS_UNC	WISE_RA	WISE_RA_E	WISE_DEC	WISE_DEC_E	WISE_DESIGNATION	WISE_EPOCH	WISE_W1	WISE_W1_UNC	WISE_W2	WISE_W2_UNC	UKIDSS_RA	UKIDSS_RA_E	UKIDSS_DEC	UKIDSS_DEC_E	UKIDSS_DESIGNATION	UKIDSS_EPOCH	UKIDSS_Y	UKIDSS_Y_UNC	UKIDSS_J	UKIDSS_J_UNC	UKIDSS_H	UKIDSS_H_UNC	UKIDSS_K	UKIDSS_K_UNC
10841	DENIS J115037.9-285013	177.65791	-28.836945																			14.213	0.03	13.481	0.03	13.032	0.028																								
10842	2MASS J11512807-3042298	177.86696	-30.708279																			12.47	0.04	12.02	0.05	11.52	0.04																								
10843	2MASS 11530357-2857301	178.26488	-28.958363																			16.417	0.148	16.741	0.353	16.753																									
10844	2MASS J11532172-4013045	178.34048	-40.217918																			12.33	0.03	11.78	0.03	11.46	0.02																								
10845	2MASS J11532691-3015414	178.36212	-30.261499																			12.31	0.03	11.75	0.03	11.42	0.03																								
10846	2MASS J11533966+5032092	178.41525	50.535889																			14.189	0.029	13.305	0.025	12.851	0.026																								
10847	GJ 3693	178.46945	6.9989171																			11.256	0.022	10.66	0.027	10.262	0.022																								
10848	2MASS J11544223-3400390	178.67595	-34.010834																			14.195	0.033	13.331	0.028	12.851	0.033																								
10849	2MASSW J1155395-372735	178.91463	-37.459694																			12.811	0.024	12.04	0.026	11.462	0.021																								
10850	LP 851-346	178.92859	-22.416277																			10.93	0.023	10.295	0.023	9.881	0.019																								
10851	SDSS J115553.86+055957.5	178.97455	5.9993615																			15.66	0.077	14.703	0.07	14.118	0.074																								
10852	2MASS J1156236+021341	179.09833	2.2280555																			15.333	0.064	15.103	0.104	14.535	0.104																								
10853	2MASS J11563426-4046530	179.14275	-40.781387																			12.97	0.03	12.43	0.03	12.06	0.03																								
10854	DENIS-P J1157480-484442	179.45036	-48.745224																			14.007	0.034	13.326	0.032	12.793	0.029																								
10855	2MASS J11582077+0435014	179.58653	4.5837226																			15.611	0.055	14.684	0.064	14.439	0.064																								
10856	DENIS-P J1159+0057	179.91042	0.95741665																			14.084	0.028	13.31	0.025	12.811	0.03																								
10857	SDSS J11594072+5409386	179.91968	54.160725																			15.22	0.04	14.34	0.04	13.76	0.04																								
10858	SDSSp J120358.19+001550.3	180.99213	0.2638889																			14.006	0.026	13.056	0.024	12.476	0.024																								
10859	TWA 38	180.99605	-38.361164																			13.77	0.03	13.12	0.03	12.69	0.03																								
10860	2MASSI J1204303+321259	181.1265	32.21653																			13.818	0.035	13.091	0.038	12.515	0.028																								
10861	LSPM J1205+1513	181.40233	15.223027																			16.049	0.073	15.52	0.101	15.37	0.135																								
10862	2MASS J12054302-3237178A	181.42924	-32.621609																			10.85	0.03	10.38	0.03	10.07	0.03																								
10863	2MASS J12054302-3237178B	181.42924	-32.621609																			12.65	0.05	12.15	0.03	11.81	0.03																								
10864	SDSS J120602.51+281328.7	181.51033	28.224806																			16.541	0.109	15.815	0.126	15.817																									
10865	SDSS J12061049+6242572	181.5437	62.715889																			15.65	0.07	14.75	0.07	13.95	0.07																								
10866	DENIS J1206501-393725	181.7088	-39.623917																			14.316	0.032	13.598	0.029	13.094	0.026																								
10867	2MASS J12070374-3151298	181.76558	-31.858278																			15.85	0.066	14.719	0.052	13.997	0.057																								
10868	TWA 31	181.79538	-32.514915																			13.048	0.022	12.49	0.024	12.115	0.021																								
10869	2MASSW J1207334-393254A	181.88959	-39.548443																			12.995	0.026	12.388	0.027	11.945	0.026																								
10870	2MASS J12073804-3909050	181.90846	-39.15139																			14.689	0.04	13.817	0.027	13.244	0.038																								
10871	SDSS J120747.17+024424.8	181.94653	2.7402501																			15.58	0.071	14.561	0.065	13.986	0.059																								
10872	1209-3041	182.2572	-30.69311																			9.751	0.026	9.385	0.022	9.294	0.021																								
10873	LSPM J1209+4330	182.4525	43.501499																			15.269	0.053	14.942	0.087	14.647	0.089																								
10874	2MASS J12095613-1004008	182.48387	-10.066889																			15.914	0.074	15.329	0.092	15.062	0.141																								
10875	2MASS J12095922-2608116AB	182.49675	-26.136555																			12.41	0.05	12.12	0.06	11.79	0.04																								
10876	2MASS J12114553-2821567	182.93971	-28.365751																			15.209	0.057	14.356	0.045	13.232	0.031																								
10877	2MASS J12121714-2253451	183.07141	-22.895861																			15.688	0.079	15.404	0.146	15.035	0.137																								
10878	2MASS J12123389+0206280	183.1412	2.1077776																			16.128	0.128	15.002	0.077	14.192	0.085																								
10879	2MASSI J1213033-043243	183.26396	-4.5454445																			14.683	0.035	13.648	0.025	13.014	0.03																								
10880	SDSS J121440.95+631643.4	183.67038	63.278721																			16.586	0.119	15.779	0.162	15.877	0.233																								
10881	2MASS J12154432-3420591	183.93466	-34.349751																			16.236	0.134	15.809	0.187	16.317																									
10882	2MASS J12154938-0036387	183.95575	-0.61075002																			14.878	0.033	14.209	0.043	13.928	0.062																								
10883	2MASS J12165763-3127516	184.24013	-31.464334																			12.47	0.03	9.96	0.03	9.65	0.03																								
10884	SDSS J121659.17+300306.3	184.24657	30.051498																			17.072	0.199	15.739	0.14	15.813	0.231																								
10885	DENIS J121702.6-341847	184.26083	-34.313053																			14.744	0.037	14.005	0.038	13.491	0.047																								
10886	2MASSI J1217110-031113	184.29625	-3.1869724																			15.86	0.061	15.748	0.119	15.887																									
10887	2MASS J12172372-0237369	184.34885	-2.6269169																			16.9																													
10888	2MASS J12174683-3804157	184.44513	-38.071026																			12.89				11.95																									
10889	LSPM J1218+1325	184.61717	13.418889																			15.84	0.073	15.431	0.118	15.094	0.146																								
10890	2MASS J12192675-2800225	184.86147	-28.00625																			12.66	0.03	12.08	0.03	11.72	0.03																								
10891	SDSS J121951.45+312849.4	184.96483	31.480473																			15.913	0.082	14.907	0.074	14.305	0.072																								
10892	2MASS J12212770+0257198	185.36542	2.9555001																			13.169	0.023	12.41	0.025	11.953	0.026																								
10893	2MASS J12214852-3652349B	185.45216	-36.876358																																																
10894	2MASS J12214852-3652349A	185.45216	-36.876358																																																
10895	2MASS J12214852-3652349AB	185.45216	-36.876358																			12.21				11.24																									
10896	WISE J122152.28-313600.8	185.46785	-31.600224																			16.38	0.13	16.06	0.18	15.63																									
10897	V* VX Crv	185.46867	-13.886167																			8.659	0.026	7.892	0.031	7.344	0.021																								
10898	2MASS J12223227-4002121	185.63446	-40.036694																			12.601	0.024	11.977	0.023	11.617	0.023																								
10899	LEHPM 2-9	185.98921	-27.964001																			11.977	0.022	11.401	0.021	11.069	0.023																								
10900	2MASS J12242308-2744379A	186.09616	-27.743862																			12.552	0.033	11.942	0.044	11.563	0.027																								
10901	2MASS J12242308-2744379B	186.09616	-27.743862																			12.552	0.033	11.942	0.044	11.563	0.027																								
10902	BRI 1222-1222	186.21758	-12.643111																			12.571	0.024	11.822	0.026	11.353	0.025																								
10903	2MASS J12255432-2739466	186.47633	-27.662945																			15.26	0.047	15.098	0.081	15.073	0.148																								
10904	WISE J122558.86-101345.0	186.49525	-10.229166																			16.43	0.1	16.3	0.22	15.87																									
10905	TWA 32AB	186.71396	-33.270111																			10.691	0.024	10.122	0.028	9.783	0.025																								
10906	2MASS J12265204-5236180	186.71684	-52.605																			16.113	0.105	14.494	0.06	13.572	0.039																								
10907	2MASS J1227050-0447207	186.77083	-4.7890835																			15.5	0.05	15.23	0.07	14.92	0.12																								
10908	LSPM J1227+2512	186.92538	25.216278																			14.792	0.035	14.259	0.054	14.116	0.055																								
10909	DENIS-P J1228.2-1547	187.06345	-15.792833																			14.378	0.03	13.347	0.032	12.767	0.03																								
10910	DENIS J122824.2-241559	187.10083	-24.266388																			14.75	0.05	14.03	0.05																										
10911	HD 108849	187.58759	4.416389																			0.544	0.186	-0.376	0.186	-0.73	0.214																								
10912	2MASS J12304562+2827583	187.69009	28.466196																			16.073	0.088	15.005	0.081	14.434	0.062																								
10913	2MASS J12304602+2827515	187.69174	28.464306																			16.073	0.088	15.005	0.081	14.434	0.062																								
10914	DENIS J123105.9-501800	187.77603	-50.300694																			14.83	0.03	14.19	0.06																										
10915	2MASS J12312141+4959234	187.8392	49.989807																			14.617	0.035	13.709	0.029	13.135	0.028																								
10916	2MASS J12314753+0847331	187.94803	8.7925282																			15.57	0.072	15.309	0.112	15.22	0.195																								
10917	2MASS J12321827-0951502	188.07614	-9.863945																			13.727	0.027	13.074	0.021	12.554	0.03																								
10918	LSPM J1234+2037	188.56575	20.618166																			13.746	0.025	13.252	0.036	13.044	0.029																								
10919	2MASS J12341814+0008359	188.57559	0.14330557																			17.105	0.217	16.159	0.165	15.382	0.205																								
10920	2MASS J12372934-4044510	189.37225	-40.747501																			16.412	0.104	15.663	0.096	15.009	0.124																								
10921	2MASS J12373441+3028596	189.39339	30.483223																			13.579	0.026	12.959	0.024	12.555	0.024																								
10922	2MASS J12373919+6526148	189.4133	65.437447																			16.053	0.086	15.739	0.145	16.058																									
10923	2MASSW J1239272+551537	189.86362	55.260307																			14.711	0.032	13.568	0.033	12.792	0.029																								
10924	DENIS J124025.0-242041	190.10555	-24.343224																			14.33	0.03	13.65	0.03																										
10925	2MASS J12414645-2238178	190.44354	-22.638277																			15.689	0.066	14.877	0.053	14.422	0.07																								
10926	2MASS J12425052+2357231	190.71049	23.956417																			15.11	0.045	14.349	0.04	13.854	0.045																								
10927	TWA 29	191.30899	-44.485474																			14.518	0.032	13.8	0.033	13.369	0.036																								
10928	SDSS J12455566+4902109	191.48192	49.036362																			15.95	0.07	15.36	0.09	15.2	0.14																								
10929	DENIS J124633.5-531417	191.6382	-53.23914																			15.01	0.04	14.39	0.04																										
10930	2MASSW J1246467+402715	191.69487	40.454166																			15.088	0.046	13.942	0.037	13.281	0.039																								
10931	2MASS J12471472-0525130	191.81134	-5.4202776																			10.126	0.027	9.62	0.026	9.291	0.021																								
10932	DENIS J124744.2-381646	191.93184	-38.279305																			14.79	0.03	14.1	0.04																										
10933	2MASS J12474944-1117551	191.95599	-11.298639																			15.991	0.072	15.104	0.091	14.725	0.096																								
10934	2MASS J1247504-015214	191.96001	-1.8705555																			16.424	0.123	15.488	0.132	15.318	0.177																								
10935	2MASS J12490476-3454014	192.26982	-34.900391																			16.367	0.189	15.055		14.287																									
10936	2MASS J12490872+4157286	192.28633	41.957947																			15.405	0.049	14.678	0.056	14.162	0.047																								
10937	SDSS J125128.43+624310.7	192.86847	62.719639																			15.485	0.058	14.858	0.056	14.357	0.071																								
10938	TWA 34	193.04126	-49.807972																			13.76	0.03	13.15	0.02	12.72	0.03																								
10939	2MASS J1252301-432155	193.12541	-43.365276																			15.949	0.105	15.332	0.137	15.602	0.247																								
10940	2MASS J12531161+2728145	193.29837	27.470695																			16.404	0.112	15.901	0.17	15.366	0.172																								
10941	DENIS J125409.1-534512	193.53313	-53.75172																			14.921	0.037	14.252	0.039	13.888	0.061																								
10942	DENIS J125409.1-534512	193.53824	-53.753723																			14.921	0.037	14.252	0.039	13.888	0.061																								
10943	2MASS J12542000+0009133	193.58333	0.15369445																			15.775	0.117	15.196	0.119	12.747																									
10944	WISE J125448.52-072828.4	193.70215	-7.4745555																			17.3	0.01	17.63	0.03																										
10945	SDSSp J125453.90-012247.4	193.7247	-1.3798333																			14.891	0.035	14.09	0.025	13.837	0.054																								
10946	SDSS J125637.16-022452.2	194.15485	-2.4145																			16.099	0.105	15.792	0.148	15.439																									
10947	2MASS J12565688+0146163	194.23701	1.7711945																			14.48	0.03	13.516	0.031	12.791	0.03																								
10948	1257-0204	194.25	-2.0666666																																																
10949	WISE J125715.90+400854.2	194.31624	40.148392																			17.23	0.09	16.96	0.13	17	0.19																								
10950	SDSSp J125737.26-011336.1	194.40524	-1.2266667																			15.941	0.084	14.722	0.057	14.123	0.07																								
10951	2MASSW J1300425+191235	195.17729	19.209833																			12.717	0.022	12.08	0.023	11.624	0.02																								
10952	2MASS J13015465-1510223	195.47766	-15.172833																			14.538	0.037	13.665	0.027	13.098	0.03																								
10953	HD 113285	195.65822	5.1856389																			14.276	0.03	14.002	0.043	13.794	0.039																								
10954	2MASS J13023811+5650212	195.6588	56.839222																			16.36	0.122	15.469	0.105	14.972	0.123																								
10955	2MASS J13032137+2351110	195.83904	23.853056																			10.408	0.023	9.83	0.024	9.716	0.019																								
10956	LSPM J1303+5115	195.9705	51.251778																			15.775	0.07	15.348	0.118	15.172	0.167																								
10957	Kelu-1	196.41745	-25.684971																			13.414	0.026	12.392	0.025	11.747	0.023																								
10958	GJ 499C	196.42108	20.777611																			15.201	0.053	14.04	0.042	13.368	0.039																								
10959	2MASS J13061727+3820296	196.57191	38.341553																			14.63	0.031	13.797	0.04	13.219	0.035																								
10960	WISE J130740.45-463035.1	196.91855	-46.50975																			17.17	0.22	16.03	0.18	15.4	0.18																								
10961	2MASS J13080147+3553169	197.00612	35.888031																			15.646	0.054	14.935	0.063	14.72	0.079																								
10962	2MASS J13081228+6103486	197.05116	61.063499																			16.7																													
10963	SDSS J131142.1+362923.9	197.92467	36.490196																			15.545	0.053	14.752	0.056	14.14	0.049																								
10964	2MASS J13120700+3937440	198.02916	39.628887																			14.14				12.89																									
10965	HD 114762B	198.08087	17.51775																			13.74	0.1	13.39	0.1	13.01	0.1																								
10966	DENIS J131220.3-532612	198.08458	-53.436668																			14.63	0.04	13.9	0.03																										
10967	1312+0051	198.09695	0.86369449																																																
10968	LSPM J1313+3322	198.37979	33.379665																			15.534	0.055	14.974	0.065	14.847	0.099																								
10969	2MASSI J1315309-264951	198.87892	-26.830917																			15.195	0.051	14.058	0.035	13.462	0.043																								
10970	SDSS J13154368+2334580	198.93201	23.582779																			15.81	0.07	15.04	0.08	14.77	0.09																								
10971	2MASS J13175884-1427007	199.49516	-14.450194																			16.107	0.113	16.145	0.21	15.343																									
10972	2MASS J13184794+1736117	199.69975	17.603251																			16.341	0.101	15.227	0.094	14.533	0.06																								
10973	2MASS J1319369-125728	199.90375	-12.957778																			15.374	0.064	14.736	0.061	14.828	0.134																								
10974	WISE J132004.16+603426.3	200.01733	60.573971																			16.789	0.188	16.806		15.622																									
10975	DENIS J132034.8-512243	200.14499	-51.378609																			14.89	0.03	14.19	0.03																										
10976	DENIS J132043.6-400947	200.18166	-40.163055																			14.87	0.03	14.17	0.04																										
10977	2MASS J13204427+0409045	200.18446	4.1512499																			15.246	0.046	14.302	0.029	13.621	0.046																								
10978	WISE J132233.64-234016.8	200.64017	-23.671333																			17.006	0.105	16.605	0.141	16.991	0.399																								
10979	DENIS-P J1323-1806	200.89987	-18.110529																			14.903	0.036	14.193	0.046	13.663	0.047																								
10980	PSO J201.0320+19.1072	201.03195	19.107195																			15.77	0.07	15.47	0.12	15.41	0.16																								
10981	2MASS J13243553+6358281	201.14804	63.974472																			15.596	0.067	14.576	0.056	14.058	0.059																								
10982	LEHPM 2-167	201.31738	-21.470001																			15.826	0.09	15.299	0.091	14.932	0.136																								
10983	2MASSW J1326201-272937	201.58371	-27.493612																			15.847	0.071	14.741	0.058	13.852	0.054																								
10984	SDSSp J132629.82-003831.5	201.62421	-0.64205557																			16.103	0.071	15.05	0.06	14.208	0.067																								
10985	2MASS J13265350-5022260	201.72292	-50.373886																			14.715	0.039	13.978	0.036	13.398	0.038																								
10986	SDSS J13271521+0759375	201.81337	7.9937501																			14.6	0.04	13.79	0.04	13.24	0.04																								
10987	2MASS J13272391+0946446	201.84962	9.7790556																			15.989	0.107	15.34	0.11	15.397	0.197																								
10988	2MASSW J1328550+211449	202.22929	21.246834																			16.192	0.105	15.002	0.081	14.265	0.083																								
10989	LHS 2746	202.86804	24.786499																			15.375	0.055	14.805	0.059	14.567	0.094																								
10990	2MASS J13313310+3407583	202.88791	34.132858																			14.168	0.026	13.333	0.027	12.868	0.026																								
10991	SDSS J133148.92-011651.4	202.95392	-1.2805555																			15.459	0.042	14.475	0.04	14.073	0.068																								
10992	SDSS J13331279+1509566	203.30328	15.165722																			15.84	0.07	15.28	0.09	15.09	0.14																								
10993	SDSS J13334536-0216002	203.439	-2.2667222																			15.38	0.04	14.37	0.04	13.85	0.05																								
10994	2MASS J13342806+5258199	203.61691	52.972195																			14.907	0.038	14.221	0.047	13.817	0.071																								
10995	DENIS J133603.9-494449	204.01625	-49.746944																			14.66	0.04	13.95	0.04																										
10996	2MASS J13364062+3743230	204.16925	37.723057																			14.412	0.029	13.63	0.028	13.099	0.024																								
10997	2MASS J13373116+4938367	204.37979	49.643528																			13.765	0.028	13.035	0.028	12.576	0.03																								
10998	DENIS J133754.2-492636 - BG	204.47583	-49.443333																																																
10999	DENIS J133754.2-492636	204.47583	-49.443333																			14.59	0.03	13.81	0.04																										
11000	2MASSW J1338261+414034	204.60892	41.676167																			14.221	0.025	13.311	0.024	12.771	0.024																								
11001	2MASS J13384944+0437315	204.70599	4.6254168																			14.157	0.032	13.249	0.032	12.737	0.033																								
11002	2MASS J13411160-3052505	205.29834	-30.880667																			14.607	0.033	13.725	0.033	13.081	0.026																								
11003	SDSS J134203.11+134022.2	205.51295	13.672833																			16.756	0.144	15.708	0.11	15.109	0.142																								
11004	WISE J134310.44-121628.8	205.79349	-12.274445																			16.27	0.1	15.46	0.09	15.23	0.17																								
11005	2MASSW J1343167+394508	205.81958	39.752419																			16.162	0.071	14.857	0.051	14.15	0.048																								
11006	SDSS J134525.57+521634.0	206.35675	52.276028																			16.945	0.178	16.257	0.243	15.348	0.142																								
11007	SDSSp J134646.45-003150.4	206.69308	-0.53058332																			16	0.102	15.459	0.118	15.772	0.274																								
11008	LHS 2803B	207.01038	-13.736667																			16.48	0.12	16.09	0.17	16.45																									
11009	LHS 2803B	207.01208	-13.735306																			16.48	0.12	16.09	0.17	16.45																									
11010	WISE J134806.99+660328.4	207.02913	66.057892																			16.943	0.191	15.909	0.155	15.259	0.152																								
11011	2MASS J13482400-4223374	207.10001	-42.393723																			16.315	0.102	15.803	0.156	15.594	0.195																								
11012	LSPM J1351+5506	207.86925	55.115971																			15.675	0.06	15.135	0.085	15.068	0.127																								
11013	WISE J135307.51-085712.0	208.28128	-8.9533329																			15.04	0.07	14.45	0.09	14.07	0.1																								
11014	2MASS J13544271+2150309	208.67795	21.841917																			15.318	0.049	14.583	0.05	14.208	0.049																								
11015	2MASS J13570485-3946356	209.2702	-39.776554																			16.499	0.137	14.97	0.074	14.038	0.061																								
11016	2MASS J13571237+1428398	209.30154	14.477722																			15.584	0.063	14.647	0.064	13.88	0.037																								
11017	SDSS J13571490-1438520	209.31209	-14.647778																			12.85				11.74																									
11018	LSPM J1358+3526	209.69836	35.448334																			16.489	0.124	15.926	0.14	15.831																									
11019	SDSS J135852.68+374711.9	209.71953	37.78714																			16.46	0.088	16.142	0.17	16.099																									
11020	2MASS J13593574+3031039	209.89893	30.51775																			15.87	0.077	15.606	0.122	15.271	0.159																								
11021	2MASS J13595510-4034582	209.97958	-40.582806																			13.645	0.026	13.034	0.028	12.566	0.029																								
11022	SDSS J140023.12+433822.3	210.09666	43.639503																			16.301	0.093	15.094	0.082	14.487	0.077																								
11023	WISE J140035.40-385013.5	210.14751	-38.837082																			16.04	0.1	15.82	0.17	16.07																									
11024	2MASS J14022235+0648479	210.59314	6.8133059																			13.719	0.026	13.012	0.023	12.508	0.027																								
11025	2MASS J14044495+4634297	211.1873	46.574917																			14.338	0.029	13.533	0.024	13.057	0.03																								
11026	2MASS J14044948-3159330	211.20616	-31.9925																			15.577	0.063	14.955	0.067	14.538	0.095																								
11027	SDSS J14060148+5249309	211.50616	52.825249																			15.56	0.05	14.97	0.08	14.56	0.1																								
11028	2MASS J14075361+1241099	211.97337	12.686084																			15.378	0.055	14.344	0.052	13.598	0.043																								
11029	2MASS J14090310-3357565	212.26291	-33.965694																			14.248	0.026	13.424	0.033	12.865	0.029																								
11030	2MASSW J1411175+393636	212.8223	39.610081																			14.64	0.034	13.772	0.042	13.239	0.035																								
11031	2MASS J14113696+2112471	212.90399	21.213083																			12.675	0.023	12.09	0.022	11.851	0.027																								
11032	WISE J141144.14-140301.1	212.93393	-14.050305																			14.92	0.04	14.41	0.05	13.97	0.07																								
11033	2MASS J14122270+2354100	213.09459	23.902777																			13.729	0.031	13.087	0.034	12.653	0.022																								
11034	2MASSW J1412244+163312	213.10204	16.553194																			13.888	0.029	13.15	0.036	12.521	0.029																								
11035	2MASS J14140586+0107102	213.52443	1.1195																			16.7																													
11036	SDSS J141530.05+572428.7	213.87512	57.408337																			16.734	0.156	15.821		15.544																									
11037	ULAS J141623.94+134836.3	214.09975	13.810083																			17.259	0.017	17.581	0.03	18.933	0.244																								
11038	2MASS J14162409+1348267	214.10037	13.807417																			13.148	0.025	12.456	0.028	12.114	0.023																								
11039	SDSS J141659.78+500626.4	214.24945	50.107166																			16.95	0.171	15.955	0.168	15.597	0.158																								
11040	2MASS J14171672-0407311	214.31967	-4.1253057																			15.952	0.082	15.367	0.084	15.489	0.218																								
11041	2MASS J14182962-3538060	214.62341	-35.635002																			15.165	0.051	14.253	0.038	13.691	0.049																								
11042	2MASS J14185890+6000194	214.74542	60.00539																			15.235	0.041	14.484	0.045	13.93	0.047																								
11043	2MASS J14192618+5919047	214.85907	59.31797																			16.411	0.117	15.757	0.163	15.024	0.147																								
11044	2MASS J1419376+224143	214.90666	22.695276																			15.997	0.105	15.732	0.177	15.371	0.222																								
11045	2MASS 14204983-1752519	215.20763	-17.881083																			16.486	0.13	16.508	0.254	15.962																									
11046	SDSS J14205830+2131566	215.2429	21.532389																			15.12	0.04	14.52	0.05	14.06	0.06																								
11047	2MASSW 1421314+182740	215.38104	18.461306																			13.231	0.021	12.428	0.021	11.943	0.02																								
11048	SDSS J142227.25+221557.1	215.61334	22.265972																			17.064	0.181	16.032	0.156	15.642	0.172																								
11049	SDSS J14225715+0827521	215.73813	8.4644718																			15.1	0.05	14.22	0.03	13.65	0.05																								
11050	LHS 2907B	215.83682	1.2772222																			18.71	0.05	19.14	0.02																										
11051	2MASS J14232186+6154005	215.84108	61.900139																			16.6		15.961	0.15	15.279	0.134																								
11052	GD 165B	216.16287	9.2862225																			15.687	0.078	14.781	0.07	14.169	0.095																								
11053	DENIS-P J142527.97-365023.4	216.36659	-36.839695																			13.747	0.028	12.575	0.021	11.805	0.027																								
11054	2MASS J14261286+3130394	216.55359	31.510944																			16.623	0.158	15.593	0.133	14.722	0.09																								
11055	2MASS J1426316+155701	216.63167	15.950277																			12.913	0.023	12.196	0.023	11.731	0.018																								
11056	NLTT 37409	216.77776	48.13789																			14.844	0.04	14.439	0.058	14.261	0.054																								
11057	2MASS J14283132+5923354	217.13049	59.393169																			14.781	0.037	13.875	0.038	13.265	0.028																								
11058	LHS 2924	217.18012	33.177528																			11.99	0.021	11.225	0.029	10.744	0.024																								
11059	2MASSI J1430435+291540	217.68159	29.26125																			14.273	0.028	13.439	0.027	12.771	0.025																								
11060	2MASS J14313097+1436539	217.87904	14.614973																			15.151	0.041	14.501	0.048	14.125	0.062																								
11061	LHS 375	217.90967	-25.425777																			12.15	0.022	11.674	0.022	11.507	0.022																								
11062	SDSS J14324210+3451427	218.17543	34.861858																			15.75	0.11	15.05	0.13	14.77	0.1																								
11063	BRI 1430-1042	218.24918	-10.934167																			6.502	0.019	5.643	0.04	4.959	0.021																								
11064	2MASS J14343616+2202463	218.65067	22.046194																			14.519	0.036	13.833	0.041	13.545	0.042																								
11065	2MASS J14351087-2333025	218.79529	-23.550694																			13.54	0.02	12.93	0.03	12.52	0.03																								
11066	2MASS J14352035-4255403	218.83478	-42.927864																			9.247	0.026	8.493	0.042	8.086	0.033																								
11067	SDSS J143535.72-004347.0	218.89882	-0.72974998																			16.488	0.116	15.664	0.116	15.025	0.137																								
11068	SDSS J143553.25+112948.6	218.97179	11.496806																			17.137	0.232	16.15		16.906																									
11069	2MASS J14370929-3512430	219.28871	-35.211945																			15.373	0.044	14.737	0.055	14.164	0.066																								
11070	1438+6408bs	219.52232	64.144661																			12.985	0.024	12.161	0.031	11.65	0.021																								
11071	SDSS J14380829+64083631	219.53455	64.143417																			12.98	0.02	12.16	0.03	11.65	0.02																								
11072	SDSS J143832.63+572216.9	219.6358	57.37133																			15.962	0.073	15.097	0.078	14.373	0.06																								
11073	2MASSW J1438549-130910	219.72908	-13.152833																			15.49	0.057	14.504	0.045	13.863	0.053																								
11074	LHS 377	219.75124	18.660694																			13.194	0.029	12.733	0.03	12.479	0.025																								
11075	2MASSW J1439284+192915	219.86815	19.487473																			12.759	0.019	12.041	0.019	11.546	0.022																								
11076	SDSS J143933.44+031759.2	219.88924	3.2997222																			15.994	0.101	15.673	0.152	14.813	0.134																								
11077	SDSS J143945.86+304220.6	219.94145	30.705889																			17.223	0.228	16.28		15.881																									
11078	2MASS J14402290+1339230	220.09541	13.656388																			12.395	0.022	11.71	0.02	11.337	0.02																								
11079	SDSS J14403025+12333391	220.12605	12.559417																			14.41	0.03	13.6	0.03	13.19	0.04																								
11080	2MASS J14403186-1303263	220.13275	-13.057305																			15.38	0.05	14.747	0.056	14.243	0.064																								
11081	2MASSI J1441045+271932	220.26904	27.32564																			12.994	0.022	12.368	0.021	11.977	0.019																								
11082	WISE J144127.49-515807.6	220.36455	-51.968777																			14.35	0.03	13.89	0.02	13.49	0.04																								
11083	G 124-62BC	220.40485	-9.7663889																			14.02	0.029	13.19	0.031	12.661	0.03																								
11084	G 239-25A	220.58983	66.055725																			7.306	0.024	6.733	0.026	6.491	0.024																								
11085	G 239-25B	220.59062	66.055504																			11.51	0.03	10.83	0.03	10.33	0.07																								
11086	SSSPM 1444-2019	221.08614	-20.322834																			12.546	0.026	12.142	0.026	11.933	0.026																								
11087	2MASS J14442946+0048530	221.12276	0.81472224																			15.945	0.086	15.409	0.113	15.182	0.163																								
11088	SDSSp J144600.60+002452.0	221.5025	0.41441667																			15.894	0.082	14.514	0.035	13.935	0.053																								
11089	2MASSW J1448256+103159	222.1068	10.533055																			14.556	0.034	13.433	0.033	12.683	0.031																								
11090	2MASSW J1449378+235537	222.40767	23.927166																			15.818	0.075	15.004	0.087	14.311	0.085																								
11091	SDSS J14505733+39204516	222.73888	39.34586																			14.45	0.03	13.72	0.04	13.35	0.04																								
11092	2MASS J14520183+1114590	223.00763	11.249722																			15.519	0.067	14.851	0.073	14.335	0.095																								
11093	SDSS J14525558+2723244	223.23158	27.390112																			14.92	0.04	14.36	0.04	14.08	0.06																								
11094	SDSS J14532589+1420418	223.35788	14.344944																			15.07	0.04	14.4	0.06	13.89	0.03																								
11095	WISE J14540783+0053306	223.53262	0.89183331																			15.108	0.055	14.427	0.041	14.235																									
11096	Gliese 569A	223.62083	16.101389																			6.633	0.023	5.99	0.021	5.77	0.018																								
11097	LEHPM 2-50	224.00717	-27.791332																			13.25	0.026	12.655	0.024	12.189	0.022																								
11098	LHS 3003	224.15959	-28.163055																			9.965	0.026	9.315	0.022	8.928	0.027																								
11099	LEHPM 2-498	224.239	-26.524027																			13.557	0.026	12.975	0.023	12.607	0.033																								
11100	Gliese 570D	224.31232	-21.363251																			15.324	0.048	15.268	0.089	15.242	0.156																								
11101	WISE J145715.03+581510.2	224.31262	58.252834																			17.137	0.261	17.636		17.32																									
11102	PSS 1458+2839	224.60208	28.666111																			13.083	0.019	12.309	0.021	11.849	0.024																								
11103	2MASS J15004572+4219448	225.19051	42.329109																			13.77				12.64																									
