SOURCE_KEY	NAME	DESIGNATION	RA	DEC	DISCOVERY_REFERENCE	OPT_TYPE	OPT_TYPE_REF	NIR_TYPE	NIR_TYPE_REF	LIT_TYPE	LIT_TYPE_REF	OBJECT_TYPE	J_2MASS	J_2MASS_E	H_2MASS	H_2MASS_E	KS_2MASS	KS_2MASS_E	JK_EXCESS	COLOR_EXTREMITY	LUMINOSITY_CLASS	METALLICITY_CLASS	GRAVITY_CLASS_OPTICAL	GRAVITY_CLASS_OPTICAL_REF	GRAVITY_CLASS_NIR	GRAVITY_CLASS_NIR_REF	CLUSTER	CLUSTER_REF	LIBRARY	BINARY	BINARY_REF	SBINARY	SBINARY_REF	COMPANION_NAME	COMPANION_REF	SIMBAD_OTYPE	SIMBAD_NAME	SIMBAD_SPT	SIMBAD_SPT_REF	SIMBAD_SEP	PARALLAX	PARALLAX_E	PARALLEX_REF	DISTANCE_PHOT	DISTANCE_PHOT_E	DISTANCE	DISTANCE_E	MU	MU_E	MU_RA	MU_DEC	MU_REF	VTAN	VTAN_E	RV	RV_E	RV_REF	VSINI	VSINI_E	VSINI_REF	NOTE
10070	HD 3651B	J0039191+211516	9.8295822	21.254444	MUG06A			T7.5	2007ApJ...654..570L	T7.5	2007ApJ...654..570L	VLM	16.16	0.03	16.68	0.04	16.87	0.05	0.02										companion					*54 Psc	2006MNRAS.373L..31M	brownD*	* 54 Psc B	T7.5	2009AJ....137....1F		90.03	0.72	2012ApJ...752...56F			11.107	0.089	591.76	0.99	-461.1	-370.9	2009AJ....137....1F	31.1556469	0.25455502							"this companion was independently discovered by Luhman et al. (2007), companion to planet-host HD 3651, sep=43.07+/-0.08 at 289.97+/-0.11deg in June 2006 (Mugrauer et al. 2006). Stated photometry on MKO system (Luhman et al. 2006). Burgasser (2006) has a near-IR spectral type of T8"
10071	WISE J004024.88+090054.8	J00402488+0900548	10.103666	9.0152225	2013ApJS..205....6M			T7	2013ApJS..205....6M	T7	2013ApJS..205....6M	VLM	16.5	0.12	16.54	0.27	15.74		0.4	RED																brownD*	2MASS J00402492+0900547	T7	2014yCat.5144....0M																						
10072	2MASS J00412179+3547133	J00412179+3547133	10.340792	35.787025	2004AJ....127.2856B	sdM9	2010ApJS..190..100K	sdL?	2004AJ....127.2856B	sdM9	2010ApJS..190..100K	VLM	15.935	0.086	15.728	0.155	15.166	0.123	-0.19			sd			FLD-G	SPL			subdwarf							brownD*	2MASS J00412179+3547133	sdL?	2004AJ....127.2856B									103.41	21.4	-102	-17	2008MNRAS.384.1399J									
10073	SDSS J004154.54+134135.5	J00415453+1341351	10.477208	13.693084	2002AJ....123.3409H	L0	2002AJ....123.3409H			L0	2002AJ....123.3409H	VLM	14.454	0.034	13.673	0.037	13.236	0.025	-0.1						INT-G	SPL			companion					LP 465-70	2015ApJ...802...37B	brownD*	2MASS J00415453+1341351	L0	2002AJ....123.3409H									222.08	43.27	-174	-138	2008MNRAS.384.1399J									companion to LP 465-70
10074	LHS 1135	J00433134+2054316	10.880583	20.908777		sdM6.5	2005PASP..117..676R			sdM6.5	2005PASP..117..676R	VLM	13.954	0.027	13.44	0.029	13.146	0.043	-0.03			sd			INT-G	SPL			subdwarf							PM*	LHS 1135	sdM6.5										663.16		631	-204	2005AJ....129.1483L									
10075	2MASS J00451330+1228538	J00451330+1228538	11.305416	12.48161	2010ApJS..190..100K			M8.5	2010ApJS..190..100K	M8.5	2010ApJS..190..100K	VLM	15.891	0.076	15.116	0.074	14.522	0.061	0.03						FLD-G	SPL										Star	2MASS J00451330+1228538	M8.5	2010ApJS..190..100K									510	259.98	62.15	-506.2	2010ApJS..190..100K									
10076	2MASSW J0045214+163445	J00452143+1634446	11.339292	16.579056	2003IAUS..211..197W	L2beta	2009AJ....137.3345C	L3.5	2003IAUS..211..197W	L2beta	2009AJ....137.3345C	VLM	13.059	0.022	12.059	0.035	11.366	0.021	-0.07				beta		INT-G	OTHER			young							brownD*	2MASS J00452143+1634446	L3.5	2009AJ....137....1F									385.88	20.81	385	-26	2008MNRAS.384.1399J			3.29	0.17	2010ApJ...723..684B	32.82	0.17	2010ApJ...723..684B	
10077	WISE J004542.56+361139.1	J00454256+3611391	11.427334	36.194195	2013ApJS..205....6M			T5	2013ApJS..205....6M	T5	2013ApJS..205....6M	VLM	16.15	0.08	16.04	0.15	15.8	0.2	0.14																	brownD*	2MASS J00454267+3611406	T5	2014yCat.5144....0M																						
10078	2MASS J00464841+0715177	J00464841+0715177	11.701708	7.2549167	2003IAUS..211..197W	L0::	2008AJ....136.1290R	L0 gamma	2015ApJS..219...33G	L0::	2008AJ....136.1290R	VLM	13.885	0.028	13.178	0.035	12.546	0.026	-0.03				gamma		LOW-G	OTHER	Beta Pic	2015ApJS..219...33G	young							brownD*	2MASS J00464841+0715177	M9	2009AJ....137....1F									110.48	24.17	98	-51	2008MNRAS.384.1399J									
10079	WISEP J004701.06+680352.1	J00470106+6803521	11.754417	68.064476	2012AJ....144...94G	L7 pec	2012AJ....144...94G	L7 beta	2015ApJS..219...33G	L7 pec	2012AJ....144...94G	VLM	15.6	0.07	13.97	0.04	13.05	0.03	0.77	RED			beta		INT-G	OTHER			young							brownD*	2MASS J00470038+6803543	L9pec	2013PASP..125..809T									425.44	14.14	370	-210	2013PASP..125..809T									
10080	WISE J004928.48+044059.9	J00492826+0440575	12.36775	4.6826386	2011ApJS..197...19K			L9	2011ApJS..197...19K	L9	2011ApJS..197...19K	VLM	15.854	0.067	14.674	0.068	14.17	0.066	0.09																	brownD*	EQ J0049+0441	L9	2011ApJS..197...19K									388.86	14.42	315	228	2011ApJS..197...19K									
10081	WISE J004945.61+215120.0	J00494561+2151200	12.440042	21.855556	2013ApJS..205....6M			T8.5	2013ApJS..205....6M	T8.5	2013ApJS..205....6M	VLM	16.72	0.16	16.51		15.86																			brownD*	WISE J004945.61+215120.0	T8.5	2014yCat.5144....0M																						
10082	2MASS J00501994-3322402	J00501994-3322402	12.583083	-33.377831	TIN05A			T7	2006ApJ...637.1067B	T7	2006ApJ...637.1067B	VLM	15.928	0.07	15.838	0.191	15.241	0.185	0.32	RED																brownD*	2MASS J00501994-3322402	T7	2006ApJ...637.1067B		94.6	2.4	2014ApJ...796...39T			10.571	0.268	1500	162.79	1200	900	2009AJ....137....1F	75.15856237	8.376526692							
10083	SIPS J0050-1538	J00502444-1538184	12.601833	-15.638444	2005A&A...435..363D	L1:	2007AJ....133..439C			L1:	2007AJ....133..439C	VLM	13.779	0.023	13.077	0.026	12.647	0.027	-0.22						FLD-G	SPL										brownD*	2MASSI J0050244-153818	L1	2009AJ....137....1F									673.7	41.77	-495	-457	2005A&A...435..363D									
10084	2MASSW J0051107-154417	J00511078-1544169	12.794916	-15.738028	2000AJ....120..447K	L3.5	2000AJ....120..447K			L3.5	2000AJ....120..447K	VLM	15.277	0.05	14.164	0.048	13.466	0.039	0.02						INT-G	SPL										brownD*	2MASSW J0051107-154417	L6	2014AJ....147...34S									76.11	31.24	76	-4	2008MNRAS.390.1517C									
10085	2MASS J00521232+0012172	J00521232+0012172	13.051333	0.20477778	2008ApJ...676.1281M			L5	2011ApJ...732...56G	L5	2011ApJ...732...56G	VLM	16.361	0.108	15.561	0.134	15.457	0.157	-0.48	BLUE					FLD-G	SPL										brownD*	2MASS J00521232+0012172	L2	2008ApJ...676.1281M																						suspected spectral binary
10086	NLTT 2914	J00524886+1712434	13.203584	17.212057				esdM5	2010ApJS..190..100K	esdM5	2010ApJS..190..100K	VLM	15.785	0.068	15.314	0.104	15.134	0.116				esd							subdwarf							PM*	LP 406-29	sdM5	2010ApJS..190..100K									452.55		-431	-138	2005AJ....129.1483L									
10087	2MASS J00531899-3631102	J00531899-3631102	13.329125	-36.519501	2008ApJ...689.1295K	L3.5	2008ApJ...689.1295K			L3.5	2008ApJ...689.1295K	VLM	14.445	0.026	13.48	0.031	12.937	0.029	-0.09						FLD-G	SPL										brownD*	2MASS J00531899-3631102	L4	2014AJ....147...34S									80.95	24.7	37	-72	2008MNRAS.390.1517C									
10088	SDSSp J005406.55-003101.8	J00540654-00310180	13.52725	-0.51716667	2002AJ....123..458S	L1	2002AJ....123.3409H			L1	2002AJ....123.3409H	VLM	15.731	0.053	14.891	0.053	14.38	0.074	0.05						FLD-G	SPL										brownD*	2MASS J00540655-0031018	L1	2002AJ....123.3409H									256.12	12.73	200	-160	2009AJ....137....1F									possible spectral binary
10089	2MASS J00550460-3052000	J00550460-3052000	13.769167	-30.866667		M8:				M8:		VLM	13.028	0.023	12.28	0.024	11.909	0.023	0						FLD-G	SPL										brownD*	2MASS J00550470-3052005	M8:										262.49	56.57	-80	-250	2003A&A...397..575P									
10090	2MASS J00550564+0134365	J00550564+0134365	13.7735	1.5768055	CRUZ-NP	L6:				L6:		VLM	16.436	0.114	15.27	0.075	14.438	0.069	0.17						VL-G	OTHER			young																																
10091	2MASS J00552554+4130184	J00552554+4130184	13.856417	41.505112	2004AJ....127.2856B			M8	2004AJ....127.2856B	M8	2004AJ....127.2856B	VLM	15.808	0.084	14.963	0.082	14.985	0.113	-0.01						FLD-G	SPL										brownD*	2MASS J00552554+4130184	M8Ve:	2004AJ....127.2856B																						
10092	2MASS J00554279+1301043	J00554279+1301043	13.928292	13.01786	2010ApJS..190..100K	M6	2010ApJS..190..100K	d/sdM7	2010ApJS..190..100K	M6	2010ApJS..190..100K	VLM	15.81	0.071	15.16	0.086	14.828	0.09	-0.06			d/sd			INT-G	SPL			subdwarf							Star	2MASS J00554279+1301043	dM7?	2010ApJS..190..100K									200	70.18	-131.21	-150.94	2010ApJS..190..100K									
10093	LHS 1166	J00554418+2506235	13.934084	25.106527		sdM6.5	2005PASP..117..676R			sdM6.5	2005PASP..117..676R	VLM	14.259	0.027	13.777	0.032	13.573	0.036				sd							subdwarf							PM*	LHS 1166	sdM6.5	2012A&A...542A.105L		12.5	1.2	1992AJ....103..638M			80	7.68	591.1	0.99	590.74	20.63	1992AJ....103..638M	224.1451512	21.52120953							
10094	SDSS J00570556-0846241	J00570556-0846241	14.273166	-8.7733612	2010AJ....139.1808S	L0	2010AJ....139.1808S			L0	2010AJ....139.1808S	VLM	15.7	0.06	14.92	0.07	14.36	0.08	-0.07						FLD-G	SPL										brownD*	2MASS J00570555-0846241	L0	2008AJ....135..785W																						
10095	WISE J005757.63+201304.2	J00575764+2013040	14.490167	20.217779	2014ApJ...783..122K	sdL7	2014ApJ...783..122K	sdL7	2014ApJ...783..122K	sdL7	2014ApJ...783..122K	VLM	16.317	0.095	15.449	0.088	14.974	0.134	0.12			sd							sbinary subdwarf			Y				PM*	WISE J005757.63+201304.2											884.1	18.44	845	-260	2014ApJ...781....4L									
10096	2MASS J00583814-1747311	J00583814-1747311	14.658916	-17.791971	2004AJ....127.2856B			M6	2004AJ....127.2856B	M6	2004AJ....127.2856B	VLM	15.942	0.094	15.742	0.167	15.473	0.224	-0.07																	brownD*	2MASS J00583814-1747311	M6V	2004AJ....127.2856B																						
10097	2MASSW J0058425-065123	J00584253-0651239	14.677208	-6.8566389	2000AJ....120..447K	L0	2000AJ....120..447K	L0 beta	2015ApJS..219...33G	L0	2000AJ....120..447K	VLM	14.311	0.026	13.444	0.03	12.904	0.033	0.16				beta		INT-G	OTHER	AB Doradus/Beta Pic	2015ApJS..219...33G	young							brownD*	SIPS J0058-0651	L0V	2000AJ....120..447K		33.8	4	2013AJ....146..161M			29.586	3.501	183.62	2.69	136.7	-122.6	2013AJ....146..161M	25.75077419	3.070701402							
10098	2MASS J0059106-003850	J0059106-003850	14.794168	-0.64722222	BURGASSER-NP			WD?	BURGASSER-NP	WD?	BURGASSER-NP	WD	15.695	0.07	15.594	0.119	15.187	0.164																		low-mass*	2MASS J00591061-0038506	M1V	2011AJ....141...97W									499.63	10.89	87	-492	2008AJ....135..785W			-101		2011AJ....141...97W				
10099	2MASS J01002474+171127	J01002474+171127	15.103083	17.190832				esdM5:	2010ApJS..190..100K	esdM5:	2010ApJS..190..100K	VLM	13.744	0.026	13.24	0.035	13.083	0.031				esd							subdwarf							PM*	LHS 1174	esdM3.0	1997AJ....113..806G		15.7	1.2	1992AJ....103..638M			63.694	4.868	915.2	0.57	767.55	-498.45	1992AJ....103..638M	276.3087713	21.11983314	-111.7		1997AJ....113..806G				
10100	LSPM J0101+3521	J01012732+3521529	15.363832	35.364693				sdM6	BURGASSER-NP	sdM6	BURGASSER-NP	VLM	15.594	0.06	15.222	0.095	14.877	0.115	-0.05			sd							subdwarf							PM*	2MASS J01012732+3521529											610.69		610	-29	2005AJ....129.1483L									
10101	LHS 132	J0102510-373743	15.712501	-37.628609		M8				M8		VLM	11.13	0.023	10.479	0.024	10.069	0.021	-0.07						INT-G	SPL										brownD*	LP 938-71	M8.0V	2014AJ....147...94D		81.95	2.73	2005AJ....130..337C			12.203	0.407	1478.22	4.24	1455	261	2005AJ....130..337C	85.50068882	2.858835603							
10102	2MASS J01030790+450929	J01030790+450929	15.782915	45.158058								VLM	13.687	0.021	12.944	0.029	12.435	0.025																		brownD*	2MASSI J0103079+450929	M9																							
10103	SDSS J010311.51-004417.0	J01031151-0044170	15.797957	-0.73805559	2010MNRAS.404.1817Z	M9.5	2010MNRAS.404.1817Z			M9.5	2010MNRAS.404.1817Z	VLM	14.29	0.04	13.62	0.04	13.17	0.04	0.04						FLD-G	SPL										brownD*	2MASS J01031145-0044170	M9V	2011AJ....141...97W									72.69	14.14	72	10	2010MNRAS.404.1817Z			17		2011AJ....141...97W				
10104	Wolf 47	J01031971+6221557	15.832125	62.365471	1952ApJ...115..582L	M5V	1991ApJS...77..417K			M5V	1991ApJS...77..417K	VLM	8.611	0.027	8.014	0.023	7.718	0.02	0.07																	Flare*	Wolf 47	M5V	2014AJ....147...20N		95.5	7.3	1995GCTP..C......0V			10.471	0.8	743.99		739	86	2005AJ....129.1483L	36.92669608		-4	5	2014AJ....147...20N				
10105	2MASSI J0103320+193536	J01033203+1935361	15.883457	19.593361	2000AJ....120..447K	L6	2000AJ....120..447K	L5 beta	2015ApJS..219...33G	L6	2000AJ....120..447K	VLM	16.288	0.08	14.897	0.056	14.149	0.059	0.28				beta		INT-G	OTHER			young							brownD*	2MASSI J0103320+193536	L6V	2000AJ....120..447K		46.9	7.6	2012ApJ...752...56F			21.322	3.455	307	22.02	305	35	2008MNRAS.384.1399J	31.02745671	5.498524807							
10106	2MASSI J0104075-005328	J01040750-0053283	16.03125	-0.89119446	2003IAUJD...8E..60B	L4.5	KIR-PC			L4.5	KIR-PC	VLM	16.531	0.13	15.638	0.135	15.327	0.175	-0.2						FLD-G	SPL										brownD*	2MASS J01040750-0053283	L5.0	2008ApJ...676.1281M									473.47	25.46	473	-21	2009AJ....137....1F									
10107	2MASS J01045111-3327380	J01045111-3327380	16.212959	-33.460556	2004AJ....127.2856B			M8	2004AJ....127.2856B	M8	2004AJ....127.2856B	VLM	15.955	0.1	15.769	0.162	14.825	0.128	0.02						INT-G	SPL										brownD*	2MASS J01045111-3327380	M8V	2004AJ....127.2856B																						
10108	0106+1448	J0106+1448	16.5	14.8				sd/esdM		sd/esdM		VLM										sd							subdwarf																																
10109	SDSS J010637.33+151855.0	J01063737+1518556	16.655708	15.315444	2010MNRAS.404.1817Z	M8.5	2010MNRAS.404.1817Z	M8 pec	2011ApJS..197...19K	M8.5	2010MNRAS.404.1817Z	VLM	14.36	0.03	13.82	0.03	13.43	0.05	-0.15						INT-G	SPL										brownD*	ULAS2MASS J0106+1518	M8pec	2011ApJS..197...19K									412.02	6.4	-349	-219	2011ApJS..197...19K									
10110	SDSS J01071600-1517570	J01071600-1517570	16.816668	-15.299167		M7				M7		VLM	13.337	0.022	12.709	0.022	12.277	0.023	-0.02						FLD-G	SPL										brownD*	2MASSI J0107160-151757	M7	2009AJ....137....1F									32.89	23.35	-31	11	2009AJ....137....1F									
10111	SDSSp J010752.33+004156.1	J01075242+0041563	16.968416	0.69897223	2002ApJ...564..466G	L8	2002AJ....123.3409H	L6 beta	2015ApJS..219...33G	L8	2002AJ....123.3409H	VLM	15.824	0.058	14.512	0.039	13.709	0.044	0.37	RED			beta		INT-G	OTHER			young							brownD*	2MASS J01075242+0041563	L8	2014AJ....147...34S		64.13	4.51	2012ApJ...752...56F			15.593	1.097	629.61	10.05	623	91	2007AJ....133.2258S	46.5360377	3.355929023							
10112	SDSS J01084048+1347392	J01084048+1347392	17.168667	13.794223	2010AJ....139.1808S	L0	2010AJ....139.1808S			L0	2010AJ....139.1808S	VLM	16.293	0.118	15.715	0.141	14.617		0.08						INT-G	SPL										brownD*	2MASS J01084048+1347390	M9V	2011AJ....141...97W									50.8	24.04	41	30	2010MNRAS.404.1817Z									
10113	2MASS J01090751+0625590	J01090751+0625590	17.281292	6.4330554	SKRYZPEK-NP	L1.5	SKRYZPEK-NP			L1.5	SKRYZPEK-NP	VLM	14.49						-0.02						INT-G	SPL																																			
10114	LP 647-13	J0109511-034326	17.462917	-3.7238889	2003AJ....126.2421C	M9	2003AJ....126.2421C			M9	2003AJ....126.2421C	VLM	11.694	0.021	10.931	0.026	10.428	0.025	0.19						FLD-G	SPL										brownD*	LP 647-13	M9Ve	2003AJ....126.3007R		104.23	2.29	2005AJ....130..337C			9.594	0.211	360.45	4.24	360	18	2005AJ....130..337C	16.39193772	0.408567731	-6.3	1.8	2012AJ....144...99D				
10115	2MASS J01151621+3130061	J01151621+3130061	18.817541	31.501694	2004AJ....127.2856B			d/sdM8	2004AJ....127.2856B	d/sdM8	2004AJ....127.2856B	VLM	15.95	0.11	15.66	0.18	15.02	0.17	-0.21			d/sd			FLD-G	SPL			subdwarf							brownD*	2MASS J01151621+3130061	M8.5Ve	2004AJ....127.2856B																						
10116	LSPM J0115+2110	J01154538+2110347	18.939083	21.176306				sdM4	BURGASSER-NP	sdM4	BURGASSER-NP	STAR	15.869	0.068	15.257	0.093	15.315	0.136				sd							subdwarf							PM*	2MASS J01154538+2110347											246.09		244	-32	2005AJ....129.1483L									
10117	2MASS J01165457-1357342	J01165457-1357342	19.227375	-13.959499	2008AJ....136.1290R	M9	2008AJ....136.1290R			M9	2008AJ....136.1290R	VLM	14.212	0.028	13.513	0.033	12.974	0.029	0.07						FLD-G	SPL										brownD*	2MASS J01165457-1357342	M9	2008AJ....136.1290R									113.03	31.11	-26	-110	2009AJ....137....1F									
10118	2MASS J01170586+1752568	J01170586+1752568	19.274416	17.882444	2010ApJS..190..100K	M9		M8	2010ApJS..190..100K	M9	2010ApJS..190..100K	VLM	14.136	0.03	13.424	0.037	12.932	0.028	0.06						FLD-G	SPL										brownD*	2MASS J01170586+1752568	M9	2008AJ....136.1290R									610	170.3	-74.34	-605.45	2010ApJS..190..100K									
10119	2MASSI J0117474-340325	J01174748-3403258	19.447832	-34.057167	2003AJ....126.2421C	L2:	2003AJ....126.2421C			L2:	2003AJ....126.2421C	VLM	15.178	0.036	14.209	0.039	13.489	0.037	0.17						INT-G	OTHER			young							brownD*	2MASS J01174748-3403258	L2	2003AJ....126.2421C									110.49	15.65	103	-40	2008MNRAS.390.1517C									
10120	SDSS J011912.22+240331.6	J01191207+2403317	19.800291	24.058805	2006AJ....131.2722C			T2	2006AJ....131.2722C	T2	2006AJ....131.2722C	VLM	17.017	0.184	15.953	0.155	17.042		0.05										sbinary			Y				brownD*	2MASS J01191207+2403317	T2	2006AJ....131.2722C																						
10121	SSSPM J0124-4240	J01235905-4240073	20.99604	-42.668697	2005A&A...440.1061L	M8	2008AJ....136.1290R	L2.5	2005A&A...440.1061L	M8	2008AJ....136.1290R	VLM	13.153	0.024	12.47	0.023	12.037	0.024	0						FLD-G	SPL										brownD*	SSSPM J0124-4240	L0.5	2005A&A...440.1061L									272.95	22.36	-130	-240	2003A&A...397..575P									
10122	LSR J01253-4545	J01251802-4545310	21.325083	-45.75861				WD	2010ApJS..190..100K	WD	2010ApJS..190..100K	WD	15.111	0.041	14.837	0.055	14.906	0.102																		WD*	WD 0123-460	WD	2010ApJS..190..100K									758.91	7.07	510	-562	2005AJ....130.1658S									
10123	2MASSI J0125369-343505	J01253689-3435049	21.403708	-34.584694	2003A&A...403..929K	L2	2003A&A...403..929K			L2	2003A&A...403..929K	VLM	15.522	0.055	14.474	0.051	13.898	0.054	0.13						INT-G	OTHER			young							brownD*	2MASS J01253689-3435049	L2	2009AJ....137....1F									120.7	47.85	120	-13	2008MNRAS.390.1517C									
10124	2MASS J01262109+1428057	J01262109+14280569	21.587875	14.468222	2008ApJ...676.1281M			L6	2011ApJ...732...56G	L6	2011ApJ...732...56G	VLM	17.108	0.214	16.172	0.219	15.278	0.146	0.5	RED					VL-G	OTHER			young							brownD*	2MASS J01262109+1428057	L2	2008ApJ...676.1281M																						
10125	2MASS J01273917+2805536	J01273917+2805536	21.91321	28.098223		M8.5				M8.5		VLM	14.04				12.86		0.05						FLD-G	SPL										brownD*	CTI 012657.5+280202	M8.5V	2011ApJS..197...19K		30.5	0.5	2002AJ....124.1170D			32.787	0.537	189.65	0.42	-133.4	-134.8	2009AJ....137....1F	29.47326133	0.487646313							
10126	SDSS J012743.51+135420.9	J01274352+1354210	21.931334	13.905833	2002AJ....123.3409H	L5	2002AJ....123.3409H	L6+/-1	2004AJ....127.3553K	L5	2002AJ....123.3409H	VLM	16.829	0.166	15.899	0.147	15.43	0.157	0						FLD-G	SPL										brownD*	2MASS J01274352+1354210	L5	2002AJ....123.3409H																						
10127	2MASSW J0129122+351758	J01291221+3517580	22.300875	35.299442	1999ApJ...519..802K	L4	1999ApJ...519..802K			L4	1999ApJ...519..802K	VLM	16.779	0.159	15.343	0.093	14.696	0.08	0.2						FLD-G	SPL	Field	2015ApJS..219...33G								brownD*	2MASSW J0129122+351758	L4	2011ApJS..197...19K																						
10128	2MASS J01303563-4445411A	J01303563-4445411	22.648458	-44.761417	2008AJ....136.1290R	M9	2008AJ....136.1290R			M9	2008AJ....136.1290R	VLM	14.065	0.029	13.39	0.031	12.869	0.032	0.1						INT-G	SPL			binary	Y																															
10129	2MASS J01303563-4445411B	J01303563-4445411	22.648458	-44.761417	2011AJ....141....7D			L6	2011AJ....141....7D	L6	2011AJ....141....7D	VLM	17.28	0.06	16.13	0.1	15.34	0.05	0.25						INT-G	SPL			binary	Y																															
10130	WISE J01303879+3007134	J01303879+3007134	22.661625	30.12039				M4.5-M5?	FAH-NP	M4.5-M5?	FAH-NP	VLM	16.164	0.097	15.338	0.113	15.061	0.114																																											
10131	LEHPM 1-1628	J01310412-5024543	22.767166	-50.415085	2004A&A...421..763P			esdM4	BURGASSER-NP	esdM4	BURGASSER-NP	STAR	14.136	0.029	13.709	0.034	13.459	0.038				esd							subdwarf																																
10132	2MASS J01311838+3801554	J01311838+3801554	22.826584	38.032055	2007AJ....133..439C	L4:	2007AJ....133..439C			L4:	2007AJ....133..439C	VLM	14.679	0.034	13.696	0.034	13.054	0.034	0.28						FLD-G	SPL										brownD*	2MUCD 13061	L4	2009AJ....137....1F									394.61	19.85	394	-22	2008MNRAS.390.1517C									
10133	2MASS J01330461-1355271	J01330461-1355271	23.269207	-13.924194	2010ApJS..190..100K			M8	2010ApJS..190..100K	M8	2010ApJS..190..100K	VLM	15.715	0.063	14.936	0.066	14.474	0.082	-0.05						FLD-G	SPL										Star	2MASS J01330461-1355271	M8	2010ApJS..190..100K									300	59.94	140.84	-264.88	2010ApJS..190..100K									
10134	2MASS J01335299+0033017	J01335299+0033017	23.470791	0.55047226	2010MNRAS.404.1817Z	M9:	2010MNRAS.404.1817Z			M9:	2010MNRAS.404.1817Z	VLM	15.844	0.07	15.199	0.071	14.635	0.096	0.04						FLD-G	SPL										brownD*	2MASS J01335299+0033017	M9	2010MNRAS.404.1817Z									155	33.42	-93	-124	2010MNRAS.404.1817Z									
10135	2MASS J01340281+0508125	J01340281+0508125	23.511707	5.1368055	2010ApJS..190..100K			L1	2010ApJS..190..100K	L1	2010ApJS..190..100K	VLM	16.024	0.084	15.376	0.106	14.459	0.076	0.08						FLD-G	SPL										brownD*	2MASS J01340281+0508125	L1	2014AJ....147...34S									1920	1499.97	-1662.77	-960	2010ApJS..190..100K									
10136	LHS 1265	J0134592-090442	23.746666	-9.0783329		sdM4.5				sdM4.5		VLM	15.247	0.057	14.81	0.072	14.755	0.127				sd							subdwarf							PM*	LHS 1265	M:										617.62	28.28	-129	-604	2003ApJ...582.1011S									
10137	WISE J013525.64+171503.4	J01352564+1715034	23.856833	17.250944	2013ApJS..205....6M			T6	2013ApJS..205....6M	T6	2013ApJS..205....6M	VLM							-0.35	BLUE																brownD*	WISE J013525.64+171503.4	T6	2014yCat.5144....0M																						
10138	2MASSW J0135358+120522	J01353586+1205216	23.899416	12.089333	2000AJ....120..447K	L1.5	2000AJ....120..447K			L1.5	2000AJ....120..447K	VLM	14.412	0.032	13.527	0.032	12.918	0.029	0.11						FLD-G	SPL										brownD*	2MASSW J0135358+120522	L1.5V	2000AJ....120..447K									444.28	20.52	-45	-442	2008MNRAS.390.1517C									spectral binary candidate?
10139	IPMS J013656.57+093347.3	J01365662+0933473	24.235916	9.563139	2006ApJ...651L..57A			T2.5	2006ApJ...651L..57A	T2.5	2006ApJ...651L..57A	VLM	13.455	0.03	12.771	0.032	12.562	0.024	-0.09																	brownD*	SIMP J013656.5+093347.3	T2.5	2009AJ....137....1F									1241.01	14.21	1241	-4	2009AJ....137....1F									This object was formally known as IBIS J013656.57+093347.3
10140	WISE J013836.58-032221.2	J01383658-0322212	24.652418	-3.3725557	2011ApJS..197...19K			T3	2011ApJS..197...19K	T3	2011ApJS..197...19K	VLM	16.389	0.096	15.801	0.147	15.198	0.129	0.45	RED																brownD*	EQ J0138-0322	T3	2011ApJS..197...19K									305.94	21.93	132	-276	2011ApJS..197...19K									
10141	2MASS J01405263+0453302	J01405263+0453302	25.219294	4.8917222	2010ApJS..190..100K			M5	2010ApJS..190..100K	M5	2010ApJS..190..100K	VLM	15.601	0.074	15.166	0.083	14.65	0.082	-0.04																	Star	2MASS J01405263+0453302	M5.5	2010ApJS..190..100K									3040	1870.39	-2984.15	-580.06	2010ApJS..190..100K									
