SOURCE_KEY	NAME	DESIGNATION	RA	DEC	DISCOVERY_REFERENCE	OPT_TYPE	OPT_TYPE_REF	NIR_TYPE	NIR_TYPE_REF	LIT_TYPE	LIT_TYPE_REF	OBJECT_TYPE	J_2MASS	J_2MASS_E	H_2MASS	H_2MASS_E	KS_2MASS	KS_2MASS_E	JK_EXCESS	COLOR_EXTREMITY	LUMINOSITY_CLASS	METALLICITY_CLASS	GRAVITY_CLASS_OPTICAL	GRAVITY_CLASS_OPTICAL_REF	GRAVITY_CLASS_NIR	GRAVITY_CLASS_NIR_REF	CLUSTER	CLUSTER_REF	LIBRARY	BINARY	BINARY_REF	SBINARY	SBINARY_REF	COMPANION_NAME	COMPANION_REF	SIMBAD_OTYPE	SIMBAD_NAME	SIMBAD_SPT	SIMBAD_SPT_REF	SIMBAD_SEP	PARALLAX	PARALLAX_E	PARALLEX_REF	DISTANCE_PHOT	DISTANCE_PHOT_E	DISTANCE	DISTANCE_E	MU	MU_E	MU_RA	MU_DEC	MU_REF	VTAN	VTAN_E	RV	RV_E	RV_REF	VSINI	VSINI_E	VSINI_REF	NOTE
11533	2MASS J21324898-1452544	J21324898-1452544	323.20407	-14.881778	2013AJ....146..161M			T4	2013AJ....146..161M	T4	2013AJ....146..161M	VLM	15.714		15.382		15.268		-0.29																	brownD*	2MASS J21324898-1452544	T4	2013AJ....146..161M																						
11534	SDSS J213307.94+232159	J21330794+232159	323.28305	23.366388	2008AJ....135..785W	M9.5	2008AJ....135..785W			M9.5	2008AJ....135..785W	VLM	13.737	0.028	13.021	0.03	12.557	0.026	0.04						FLD-G	SPL										brownD*	2MASS J21330794+2321590	M9.5	2008AJ....136.1290R																						
11535	SDSS J213352.72+101841.0	J21335274+1018410	323.46976	10.311389	2006AJ....131.2722C			L5+/-1	2006AJ....131.2722C	L5+/-1	2006AJ....131.2722C	VLM	16.878	0.171	15.833	0.174	15.236	0.171	-0.08						FLD-G	SPL										brownD*	2MASS J21335274+1018410	L3.5	2014AJ....147...34S									94.34	16.97	-8	-94	2009AJ....137....1F									
11536	SDSS J213435.61+240408	J21343561+240408	323.64838	24.06889	2008AJ....135..785W	M8	2008AJ....135..785W			M8	2008AJ....135..785W	VLM	13.574	0.026	12.837	0.032	12.4	0.022	0.1						FLD-G	SPL										brownD*	2MASS J21343561+2404086	M8	2008AJ....136.1290R																						
11537	J2135+4633 Background Source	J21351760+4633174	323.82333	46.554832								STAR	11.297	0.021	10.756	0.017	10.46	0.019																																											wrong target?
11538	LHS 6380	J21351760+4633174	323.82333	46.554832		WD				WD		WD	11.297	0.021	10.756	0.017	10.46	0.019																																											
11539	LHS 6379	J21351760+4633174	323.82333	46.554832		M4	2005PASP..117..676R			M4	2005PASP..117..676R	VLM	11.297	0.021	10.756	0.017	10.46	0.019																																											
11540	2MASS J21371044+1450475	J21371044+1450475	324.29349	14.846527	2008AJ....136.1290R	L2	2008AJ....136.1290R			L2	2008AJ....136.1290R	VLM	14.133	0.03	13.302	0.033	12.815	0.033	0.01						FLD-G	SPL										brownD*	2MASS J21371044+1450475	L2	2008AJ....136.1290R									712.34	28.32	705	102	2008MNRAS.384.1399J									
11541	2MASS J21373742+0808463	J21373742+0808463	324.40591	8.1461945	2008AJ....136.1290R	L5:	2008AJ....136.1290R			L5:	2008AJ....136.1290R	VLM	14.774	0.032	13.606	0.035	13.019	0.027	0						FLD-G	SPL										brownD*	2MASS J21373742+0808463	L4	2009AJ....137....1F									184.2	22.02	-138	-122	2008MNRAS.384.1399J									
11542	DENIS J21391360-3529500	J21391360-3529500	324.80667	-35.497223	2010A&A...517A..53M	L0	2010A&A...517A..53M			L0	2010A&A...517A..53M	VLM	14.47				13.36		0.03						FLD-G	SPL										Star	2MASS J21391365-3529507																								
11543	2MASS J21392676+0220226	J21392676+0220226	324.86148	2.3396111	2008AJ....136.1290R			T1.5	2006ApJ...637.1067B	T1.5	2006ApJ...637.1067B	VLM	15.264	0.049	14.165	0.053	13.582	0.045	0.37	RED									var							brownD*	CFBDS J213926+022023	T1.5	2006ApJ...637.1067B		101.5	2	2013MNRAS.433.2054S			9.852	0.194	501.67	3.36	485.9	124.8	2013MNRAS.433.2054S	23.42779126	0.487570751	-23.3	1.1	2013AJ....145...71K				
11544	2MASS J21395208+2148397	J21395208+2148397	324.96701	21.811028	CRUZ-NP	L3:				L3:		VLM	15.875	0.073	14.811	0.059	14.056	0.068	0						FLD-G	SPL										IR	2MASS J21395208+2148397	L2.0	2010ApJ...710.1142B																						
11545	J2140+1625 Background Source	J2140+1625	325.12208	16.421667								STAR	13.463	0.024	12.845	0.024	12.619	0.025				sd																																							wrong target?
11546	2MASSW J2140293+162518AB	J2140293+162518	325.12208	16.421667	2000AJ....120.1085G	M8.5	2000AJ....120.1085G	M8	2011ApJ...733..122D	M8.5	2000AJ....120.1085G	VLM	12.94	0.033	12.266	0.04	11.826	0.031	-0.02						FLD-G	SPL			binary	Y																															M8+M9.5
11547	2MASS J21403907+3655563	J21403907+3655563	325.16278	36.932308	2010ApJS..190..100K			M8 pec	2010ApJS..190..100K	M8 pec	2010ApJS..190..100K	VLM	15.61	0.068	15.071	0.077	14.675	0.107	0.24						INT-G	SPL										Star	2MASS J21403907+3655563	M8p	2010ApJS..190..100K									230	69.86	-210.12	-93.55	2010ApJS..190..100K									
11548	SDSS J214046.55+011259.7	J21404654+0112594	325.19391	1.2165	2002AJ....123.3409H	L3	2002AJ....123.3409H			L3	2002AJ....123.3409H	VLM	15.891	0.084	15.308	0.09	14.417	0.077	-0.37	BLUE					FLD-G	SPL										brownD*	2MASS J21404654+0112594	L3	2002AJ....123.3409H									181.6	29.73	-78	-164	2008MNRAS.384.1399J									young?
11549	LSPM J2142+2252	J21420390+2252290	325.51627	22.874722				WD	2010ApJS..190..100K	WD	2010ApJS..190..100K	WD	15.976	0.1	15.742	0.153	15.538												wd							WD*	2MASS J21420390+2252290	WD	2010ApJS..190..100K									186.17		118	-144	2005AJ....129.1483L									
11550	2MASS J21420580-3101162	J21420580-3101162	325.5242	-31.021166	2006PASP..118..659L	L3	2006PASP..118..659L			L3	2006PASP..118..659L	VLM	15.844	0.067	14.767	0.054	13.965	0.05	0.31	RED					FLD-G	SPL	Field	2015ApJS..219...33G								brownD*	2MASS J21420580-3101162	L2	2014AJ....147...34S									107.35	7.81	46	-97	2008MNRAS.390.1517C									
11551	J2142-3101 Background Source	J21420580-3101162	325.5242	-31.021166								STAR	15.844	0.067	14.767	0.054	13.965	0.05									Field	2015ApJS..219...33G								brownD*	2MASS J21420580-3101162	L2	2014AJ....147...34S									107.35	7.81	46	-97	2008MNRAS.390.1517C									wrong target?
11552	2MASS J2142398+312349	J2142398+312349	325.66583	31.396944	BURGASSER-NP			M5	BURGASSER-NP	M5	BURGASSER-NP	VLM	15.796	0.081	15.373	0.136	15.525	0.224	0.06																																										
11553	HN Peg B	J21442847+1446077	326.11862	14.768806	2007ApJ...654..570L			T2.5	2007ApJ...654..570L	T2.5	2007ApJ...654..570L	VLM	15.86	0.03	15.4	0.03	15.12	0.03	0.32	RED									companion					HN Peg A	2007ApJ...654..570L	brownD*	NAME HN Peg B	T2.5	2007ApJ...654..570L		54.37	0.85	2012ApJ...752...56F			18.392	0.288	255.38	5	230	-111	2009AJ....137....1F	22.26448917	0.557823106							"companion to HN Peg, separation=43.2+/-0.4 at 254.4+/-0.6 deg (Luhman et al. 2006)"
11554	SDSS J214527.82-073434.2	J21452782-0734342	326.36594	-7.5761666	2008AJ....135..785W	M9	2008AJ....135..785W			M9	2008AJ....135..785W	VLM	15.588	0.066	14.918	0.083	14.305	0.08	0.2						FLD-G	SPL										brownD*	2MASS J21452779-0734340	M9V	2011AJ....141...97W									199.14	63.83	192.6	-50.6	2010AJ....139.1808S									
11555	2MASS J21472764+0101040	J21472764+0101040	326.86514	1.0177778		M9				M9		VLM	14.566	0.035	13.931	0.048	13.468	0.041	-0.18						FLD-G	SPL										brownD*	2MASS J21472764+0101039	M9V	2011AJ....141...97W									65.31	14.14	64	13	2010MNRAS.404.1817Z			20		2011AJ....141...97W				
11556	2MASS J21481628+4003593	J21481633+4003594	327.06802	40.066498	2008ApJ...686..528L	L6	2008ApJ...686..528L	L6.5pec	2008ApJ...686..528L	L6	2008ApJ...686..528L	VLM	14.147	0.029	12.783	0.03	11.765	0.023	0.63	RED					INT-G	SPL										brownD*	2MASS J21481628+4003593	L7	2014AJ....147...34S									894.89	30	770	456	2009AJ....137....1F									
11557	2MASS J21483083+0020540	J21483083+0020540	327.12845	0.34833333		M9				M9		VLM	15.456	0.041	14.739	0.067	14.309	0.074	0.09						FLD-G	SPL										brownD*	2MASS J21483084+0020548	M9V	2011AJ....141...97W									180.16	19.8	117	-137	2010MNRAS.404.1817Z			-29		2011AJ....141...97W				
11558	SDSS J214956.55+060334	J21495655+060334	327.48566	6.0594444	2008AJ....135..785W	M9	2008AJ....135..785W			M9	2008AJ....135..785W	VLM	13.339	0.026	12.628	0.026	12.168	0.027	0.04						FLD-G	SPL										brownD*	2MASS J21495655+0603349	M9	2008AJ....136.1290R																						
11559	2MASS J21512543-2441000	J21512543-2441000	327.85599	-24.683332	2006PASP..118..659L	L3	2007AJ....133..439C	L4p	2015ApJS..219...33G	L3	2007AJ....133..439C	VLM	15.752	0.08	14.571	0.063	13.649	0.051	0.44	RED					FLD-G	SPL										brownD*	2MASSI J2151254-244100	L3	2014AJ....147...34S									278.79	20.52	278	-21	2009AJ....137....1F									
11560	SDSS J215125.90-000200.7	J21512590-0002007	327.85791	-0.03352778	2010AJ....139.1808S	L1	2010AJ....139.1808S			L1	2010AJ....139.1808S	VLM	15.75	0.073	15.089	0.093	14.856	0.119	0.09						FLD-G	SPL										brownD*	2MASS J21512592-0002004	M9.5	2010MNRAS.404.1817Z									128.63	24.04	-65	-111	2010MNRAS.404.1817Z									
11561	LEHPM 2-314	J21512889-3349439	327.87036	-33.828861	2004A&A...421..763P			esdM8	BURGASSER-NP	esdM8		VLM	16.445	0.099	16.274	0.161	15.828	0.223				esd							subdwarf																																
11562	2MASS J21513839-4853542	J21513839-4853542	327.90997	-48.898392	2005AJ....130.2347E			T4	2006ApJ...637.1067B	T4	2006ApJ...637.1067B	VLM	15.73	0.074	15.168	0.096	15.431	0.184	0																	brownD*	2MASS J21513839-4853542	T4	2006ApJ...637.1067B		50.4	6.7	2012ApJ...752...56F			19.841	2.638	461.15	5.7	414.7	-201.7	2013MNRAS.433.2054S	43.3700246	5.790335375							
11563	2MASS J21513979+3402444	J21513979+3402444	327.9158	34.045666	2010ApJS..190..100K			L7 pec	2010ApJS..190..100K	L7 pec	2010ApJS..190..100K	VLM	16.704	0.149	15.796	0.167	14.983	0.113	0.08						INT-G	SPL			blue							brownD*	2MASS J21513979+3402444	L6	2014AJ....147...34S									250	339.6	-241.48	64.71	2010ApJS..190..100K									
11564	2MASS J21522609+0937575	J21522609+0937575	328.10873	9.6326389	2008AJ....136.1290R	L6:	2008AJ....136.1290R			L6:	2008AJ....136.1290R	VLM	15.19	0.032	14.08	0.036	13.343	0.034	0.32	RED					INT-G	SPL			binary	Y						brownD*	2MASS J21522609+0937575	L6+L6	2010ApJ...711.1087K									339.61	25.5	294	170	2008MNRAS.384.1399J									binary: sep=0.25 at 105.5 deg (Reid et al. 2006)
11565	SDSS J215339.77+295005	J21533977+295005	328.41571	29.834723	2008AJ....135..785W	M9	2008AJ....135..785W			M9	2008AJ....135..785W	VLM	13.937	0.026	13.274	0.033	12.763	0.033	0.01						FLD-G	SPL										brownD*	2MASS J21533977+2950053	M9	2008AJ....136.1290R																						
11566	2MASS J21542494-1023022	J21542494-1023022	328.60391	-10.383945	2007AJ....134.1162L			T4.5	2007AJ....134.1162L	T4.5	2007AJ....134.1162L	VLM	16.425	0.116	16.454	0.276	17.045		0.06																	brownD*	2MASS J21542494-1023022	T4.5	2009AJ....137....1F		37.2	3.5	2013MNRAS.433.2054S			26.882	2.529	265.65	6.14	258	63.3	2013MNRAS.433.2054S	33.84918364	3.279424151							
11567	2MASS J21543318+5942187	J21543318+5942187	328.63824	59.705196	2007AJ....134.1162L			T5	2007AJ....134.1162L	T5	2007AJ....134.1162L	VLM	15.661	0.07	15.765	0.168	15.338		0.04																	brownD*	2MASS J21543318+5942187	T6	2009AJ....137....1F									480.78	19.24	-182	-445	2009AJ....137....1F									
11569	LHS 515	J21554787-1121421	328.94946	-11.361695		esdM5	2005PASP..117..676R			esdM5	2005PASP..117..676R	VLM	13.639	0.024	13.186	0.032	12.912	0.032				esd							subdwarf							PM*	LHS  515	esdM5	2012A&A...542A.105L		19.5	4	1995GCTP..C......0V			51.282	10.519	1111.34	7.07	957	-565	2003ApJ...582.1011S	270.1408238	55.44015295							
11570	2MASS J21555848+2345307	J21555848+2345307	328.99365	23.758528	2010ApJS..190..100K			L2	2010ApJS..190..100K	L2	2010ApJS..190..100K	VLM	15.833	0.067	15.05	0.082	14.268	0.069	-0.09						FLD-G	SPL										brownD*	2MASS J21555848+2345307	L2	2014AJ....147...34S									240	139.94	205.72	123.61	2010ApJS..190..100K									
11571	SV P 2312	J21570181-1406481	329.25757	-14.113361		M7 III				M7 III		GIANT	1.912	0.266	0.977	0.276	0.624	0.326	0.03		III				VL-G	SPL			giant							PulsV*	HD 208519	M7/8III	1988MSS...C04....0H									16.61	1.77	1.9	-16.5	2000A&A...355L..27H			-21.62	3.23	2013AJ....146..134K				
11572	2MASS J21580457-1550098	J21580457-1550098	329.51901	-15.836055	2008ApJ...689.1295K	L4:	2008ApJ...689.1295K			L4:	2008ApJ...689.1295K	VLM	15.04	0.04	13.867	0.033	13.185	0.036	0.285						INT-G	SPL										brownD*	2MASSI J2158045-155009	L4	2014AJ....147...34S					24.79	4.113	24.7964	4.1138	77.39	18.6	70	-33	2008MNRAS.384.1399J	9.096032127								
11573	DENIS-P J220002.05-303832.9A	J22000201-3038327	330.00839	-30.642416	2004A&A...416L..17K	L0	2008AJ....136.1290R	M9	2006AJ....131.1007B	L0	2008AJ....136.1290R	VLM	14.05	0.1	13.28	0.1	12.83	0.1	0.06						INT-G	SPL			companion					DENIS-P J220002.05-303832.9B	2004A&A...416L..17K	brownD*	2MASS J22000201-3038327	L0	2009AJ....137....1F									219.54	52.39	210	-64	2009AJ....137....1F									"companion to M9 dwarf DENIS-P J220002.05-303832.9B, sep=1.094+/-0.003+/-0.60 at 176.7+/-0.3+/-2.0 deg on 2004 Sep 7 (Burgasser and McElwain 2006). Photometry is based on unresolved 2MASS PSC and observed magnitude differences."
11574	DENIS-P J220002.05-303832.9B	J22000201-3038327	330.00839	-30.642416	2004A&A...416L..17K	L0	2008AJ....136.1290R	L0	2006AJ....131.1007B	L0	2008AJ....136.1290R	VLM	14.36	0.1	13.57	0.1	13.09	0.1	0.04						FLD-G	SPL			companion					DENIS-P J220002.05-303832.9A	2004A&A...416L..17K	brownD*	2MASS J22000201-3038327	L0	2009AJ....137....1F									219.54	52.39	210	-64	2009AJ....137....1F									"companion to L0 dwarf DENIS-P J220002.05-303832.9A, sep=1.094+/-0.003+/-0.60 at 176.7+/-0.3+/-2.0 deg on 2004 Sep 7 (Burgasser and McElwain 2006). Photometry is based on unresolved 2MASS PSC and observed magnitude differences."
11575	2MASS J2201236+213135	J2201236+213135	330.34833	21.526388	BURGASSER-NP			M5	BURGASSER-NP	M5	BURGASSER-NP	VLM	15.695	0.076	15.411	0.123	14.751		0.05																																										
11576	2MASS J22021302-0228558	J22021302-0228558	330.55423	-2.4821668	2010ApJS..190..100K			M8.5	2010ApJS..190..100K	M8.5	2010ApJS..190..100K	VLM	15.332	0.047	14.575	0.061	14.122	0.054	0.11						FLD-G	SPL										Star	2MASS J22021302-0228558	M8.5	2010ApJS..190..100K									240	90.08	93.78	-220.92	2010ApJS..190..100K									
11577	2MASS J22044198-0036510	J22044198-0036510	331.17493	-0.61416668		M9				M9		VLM	15.726	0.062	14.884	0.063	14.49	0.073	0.15						FLD-G	SPL										brownD*	2MASS J22044198-0036512	M8V	2011AJ....141...97W									128.47	24.04	128	-11	2010MNRAS.404.1817Z			-36		2011AJ....141...97W				
11578	2MASSW J2206450-421721	J22064498-4217208	331.68744	-42.289112	2000AJ....120..447K	L2	2000AJ....120..447K			L2	2000AJ....120..447K	VLM	15.555	0.066	14.447	0.061	13.609	0.055	0.18						INT-G	SPL	AB Doradus	2015ApJS..219...33G	young							brownD*	2MASSW J2206450-421721	L2V	2000AJ....120..447K									223.33	10.77	140	-174	2008MNRAS.390.1517C									
11579	2MASSW J2208136+292121	J22081363+2921215	332.05679	29.355972	2000AJ....120..447K	L3gamma	2009AJ....137.3345C	L3.5 gamma	2015ApJS..219...33G	L3gamma	2009AJ....137.3345C	VLM	15.797	0.085	14.793	0.071	14.148	0.073	0.12				gamma		LOW-G	OTHER			young							brownD*	2MASSW J2208136+292121	L2Vpec	2000AJ....120..447K									111.54	19.8	111	-11	2008MNRAS.384.1399J									
11580	2MASS J22092183-2711329	J22092183-2711329	332.34094	-27.192471	MAR13A			T2.5	MAR13A	T2.5	MAR13A	VLM	15.786		15.138		15.097		-0.15																	brownD*	2MASS J22092183-2711329	T2.5	2013AJ....146..161M		47.9	12.5	2013AJ....146..161M			20.877	5.448	133.73	12.79	-5.9	-133.6	2013AJ....146..161M	13.23342822	3.678068804							
11581	GRH 2208-2007	J2210499-195224	332.70789	-19.873333		M7.5				M7.5		VLM	14	0.033	13.498	0.033	13.151	0.038	-0.19						INT-G	SPL										PM*	SIPS J2210-1952	M8Ve	1998A&A...338.1066T		24.7	0.5	2002AJ....124.1170D			40.486	0.82	830.31	50.64	-124	-821	2005A&A...435..363D	159.3391083	10.23852655							
11582	LHS 3768	J22110521-1940059	332.7717	-19.668304		usdM3	1995AJ....109..797K			usdM3	1995AJ....109..797K	VLM	14.453	0.029	13.936	0.047	13.862	0.062				usd							subdwarf							PM*	LHS 3768	M:										597.68	7.07	-445	-399	2003ApJ...582.1011S									
11583	2MASS J22114470+6856262	J22114470+6856262	332.93625	68.940613	2010ApJS..190..100K			L2	2010ApJS..190..100K	L2	2010ApJS..190..100K	VLM	15.668	0.081	14.761	0.081	14.023	0.069	0.14						FLD-G	SPL										brownD*	2MASS J22114470+6856262	L2	2014AJ....147...34S									700	169.81	606.22	350	2010ApJS..190..100K									
11584	2MASS J22120345+1641093	J22120345+1641093	333.01437	16.685915		M5 V				M5 V		VLM	11.431	0.025	10.831	0.025	10.556	0.02	0.06																	brownD*	2MASS J22120345+1641093	M4.5	2004AJ....128..463R									471.33		465	-77	2005AJ....129.1483L									
11585	2MASS J22120703+3430351	J22120703+3430351	333.0293	34.50975	2008AJ....136.1290R	L5:	2008AJ....136.1290R	L6	2010ApJS..190..100K	L5:	2008AJ....136.1290R	VLM	16.316	0.097	15.182	0.067	14.37	0.069	0.09						INT-G	SPL										brownD*	2MASS J22120703+3430351	L6	2014AJ....147...34S									281.82	36.24	160	-232	2009AJ....137....1F									
11586	2MASS J22134491-2136079	J22134491-21360789	333.43713	-21.602167	2007AJ....133..439C	L0gamma	2009AJ....137.3345C	L0 vlg	2010ApJ...715..561A	L0gamma	2009AJ....137.3345C	VLM	15.376	0.035	14.404	0.056	13.756	0.039	0.25				gamma		LOW-G	OTHER			young							brownD*	2MASS J22134491-2136079	L0	2009ApJ...703..399L									87	20.25	60	-63	2008MNRAS.384.1399J									low gravity object (Cruz et al. 2009)
11587	WISE J221354.68+091139.4	J22135468+0911394	333.47784	9.1942778	2011ApJS..197...19K			T7	2011ApJS..197...19K	T7	2011ApJS..197...19K	VLM	17.044	0.219	16.046		16.092		0.22																	brownD*	EQ J2213+0911	T7	2011ApJS..197...19K									117.18	29.07	-109	-43	2011ApJS..197...19K									
11589	J2220+1214 Background Source	J22200057+1214417	335.00238	12.244917								STAR																																																	wrong target?
11590	LEHPM 1-4592	J22211039-1958053	335.2933	-19.96814	2004A&A...421..763P			sdM9.5	BURGASSER-NP	sdM9.5	BURGASSER-NP	VLM	14.193	0.031	13.742	0.035	13.484	0.043				sd			INT-G	SPL			subdwarf							PM*	2MASS J22211126-1958139											1065.08	36.06	880	-600	2003A&A...397..575P									
11591	SDSS J2221531+1158219	J22215313+1158222	335.47141	11.972833	SCHMIDT-NP	M8	2015AJ....149..158S			M8	2015AJ....149..158S	VLM	13.402	0.025	12.755	0.026	12.361	0.028	-0.06						INT-G	SPL										low-mass*	2MASS J22215313+1158222	M8V	2011AJ....141...97W									206.52	7.21	-68	-195	2008AJ....135..785W			-13		2011AJ....141...97W				companion to an M0 in 2008AJ....135..785W?
11592	WISE J222219.93+302601.4	J22221993+3026014	335.58307	30.433722	2013PASP..125..809T			L9	2013PASP..125..809T	L9	2013PASP..125..809T	VLM	16.55	0.11	15.6	0.1	15.18	0.14	-0.07																	brownD*	2MASS J22221989+3025583	L9	2013PASP..125..809T									263.06	28.28	40	260	2013PASP..125..809T									
11593	2MASS J22225588-4446197	J22225588-4446197	335.73282	-44.772141	2010ApJS..190..100K			M8	2010ApJS..190..100K	M8	2010ApJS..190..100K	VLM	14.545	0.033	13.913	0.041	13.43	0.042	0.02						INT-G	SPL										Star	2MASS J22225588-4446197	M8	2010ApJS..190..100K									220	69.64	-116.58	-186.57	2010ApJS..190..100K									
11594	SN2009ip	J22230843-2857082	335.78513	-28.952278		SN Type IIn				SN Type IIn		SN																																																	
11595	WISE J222409.64-185242.1	J22240964-1852421	336.04016	-18.878334	2014ApJ...781....4L			M8	2014ApJ...787..126L	M8	2014ApJ...787..126L	VLM	14.54	0.04	13.91	0.04	13.52	0.04	-0.08						INT-G	SPL										PM*	WISE J222409.64-185242.1											391.21	14.14	232	-315	2014ApJ...781....4L									
11596	2MASSW J2224438-015852	J22244381-0158521	336.18253	-1.9811389	2000AJ....120..447K	L4.5	2000AJ....120..447K	L3.5	2004AJ....127.3553K	L4.5	2000AJ....120..447K	VLM	14.073	0.027	12.818	0.026	12.022	0.023	0.48	RED					FLD-G	SPL										brownD*	2MASSW J2224438-015852	L4.5V	2000AJ....120..447K		88.1	1.1	2012ApJ...752...56F			11.351	0.142	969.96	199.82	485	-840	2007AJ....133.2258S	52.18634221	10.77067276	-37.55	0.09	2010ApJ...723..684B	25.49	0.41	2010ApJ...723..684B	
11597	LHS 3806	J22255673-0526000	336.48636	-5.4333334		M:				M:		VLM	13.926	0.031	13.406	0.03	13.193	0.033																		PM*	LHS 3806	M:										522.66	7.07	-105	-512	2003ApJ...582.1011S									
11598	WISE J222623.05+044004.0	J22262305+0440040	336.59604	4.6677775	2011ApJS..197...19K			T8.5	2011ApJS..197...19K	T8.5	2011ApJS..197...19K	VLM	17.02	0.08	17.3																					brownD*	EQ J2226+0440	T8	2011ApJS..197...19K									531.96	834.43	-56	-529	2011ApJS..197...19K									
11599	2MASS J22270083-1231482	J22270083-1231482	336.75348	-12.530055	2004AJ....127.2856B			M5.5	2004AJ....127.2856B	M5.5	2004AJ....127.2856B	VLM	15.68	0.06	15.19	0.08	15.32	0.17	-0.1																	brownD*	2MASS J22270083-1231482	M5.5V	2004AJ....127.2856B																						
11600	NLTT 53908	J22274034+1753215	336.91809	17.889305				WD	2010ApJS..190..100K	WD	2010ApJS..190..100K	WD	15.853	0.076	15.567	0.117	15.466	0.189											wd							WD*	WD 2225+176	DAZ	2014MNRAS.439L..90K									218.56		203	-81	2005AJ....129.1483L									
11601	2228+5746	J2228+5746	337	57.766666				galaxy	SPL	galaxy	SPL	GALAXY																																																	
11602	2MASS J22282889-4310262	J22282889-4310262	337.12036	-43.173946	2003AJ....126.2487B			T6	2006ApJ...637.1067B	T6	2006ApJ...637.1067B	VLM	15.662	0.073	15.363	0.117	15.296	0.206	0.42	RED																brownD*	2MASS J22282889-4310262	T6.5	2000ApJ...531L..57B		94	7	2012ApJ...752...56F			10.638	0.792	305.7	3.58	51.7	-301.3	2013MNRAS.433.2054S	15.41525748	1.162034443							
11603	LHS 523	J22285440-1325178	337.22668	-13.421612		M6.5				M6.5		VLM	10.768	0.023	10.217	0.025	9.843	0.021	0						INT-G	SPL										Flare*	LP 760-3	M6Ve	1991AJ....101..662B		90	4.9	2009ApJ...704..975J			11.111	0.605	1222.07	129.38	-594	-1068	2005A&A...435..363D	64.36245924	7.66203359							
11604	ULAS J222958.30+010217.2	J22295830+0102172	337.49292	1.0381111	2006AJ....131.2722C			T2.5	2006AJ....131.2722C	T2.5	2006AJ....131.2722C	VLM	17.88	0.02	17.58	0.02			0.39	RED																brownD*	ULAS J222958.30+010217.2	T3.0	2013MNRAS.430.1171D																						
11605	SDSS J22304238+0111501	J22304238+0111501	337.67657	1.19725	2010MNRAS.404.1817Z	M8.5::	2010MNRAS.404.1817Z			M8.5::	2010MNRAS.404.1817Z	VLM	15.654	0.058	14.956	0.078	14.417	0.071	0.08						INT-G	SPL										brownD*	2MASS J22304238+0111502	M9	2002AJ....123.3409H									51	31.14	45	24	2010MNRAS.404.1817Z									
11606	LEHPM 1-4807	J22314276-3451471	337.92816	-34.863083	2004A&A...421..763P			sdM7.5	BURGASSER-NP	sdM7.5	BURGASSER-NP	VLM	15.501	0.06	15.093	0.101	14.723	0.108				sd							subdwarf							PM*	2MASS J22314255-3451552											641.95	36.06	-200	-610	2003A&A...397..575P									
11607	2MASS J22341394+2359559	J22341394+2359559	338.55811	23.998861		M9.5 V				M9.5 V		VLM	13.145	0.022	12.354	0.023	11.837	0.019	0.14						FLD-G	SPL										brownD*	2MASS J22341394+2359559	M9.5V										950	170.29	925.65	-213.7	2010ApJS..190..100K									
11608	2MASPJ2234330+291850	J2234331+291849	338.63794	29.31361		M8:				M8:		VLM	14.041	0.024	13.359	0.024	12.961	0.028	-0.07						FLD-G	SPL																																			
11609	2MASS J22355013+1227370	J22355013+1227370	338.95889	12.460278		M9				M9		VLM	15.205	0.046	14.499	0.049	14.038	0.068	0.12						INT-G	SPL										brownD*	2MASS J22355013+1227377	M9	2008AJ....135..785W									113.65	31.21	3.3	-113.6	2010AJ....139.1808S									
11610	WISE J223617.59+510551.9	J22361759+5105519	339.0733	51.097748	2013ApJS..205....6M			T5.5	2013ApJS..205....6M	T5.5	2013ApJS..205....6M	VLM	14.58	0.04	14.49	0.05	14.45	0.09	0.19																	brownD*	2MASS J22361685+5105487	T5	2013ApJ...777...84B																						Best (13) reports possible spectral variable
11611	WISE J223729.52-061434.4	J22372952-0614344	339.37299	-6.2428885	2011ApJS..197...19K			T5	2011ApJS..197...19K	T5	2011ApJS..197...19K	VLM	17.182	0.191	16.009		17.054		-0.41	BLUE																brownD*	WISE J223729.52-061434.4	T5	2011ApJS..197...19K									163.45	31.83	139	86	2011ApJS..197...19K									
11612	G 216-7B	J2237325+392239	339.38541	39.377499	2001AJ....121.3235K	M9.5	2001AJ....121.3235K			M9.5	2001AJ....121.3235K	VLM	13.343	0.022	12.691	0.021	12.178	0.019	0.02						INT-G	SPL			companion					G 216-7A		brownD*	2MASS J22373255+3922398	M9.5	2007AJ....133.2258S									360.05	70.01	-6	-360	2007AJ....133.2258S			-61.2	3	2009ApJ...705.1416R				
11613	2MASSI J2238074+435317	J22380742+4353179	339.53091	43.888306	2003AJ....126.2421C	L1.5	2003AJ....126.2421C			L1.5	2003AJ....126.2421C	VLM	13.84	0.027	13.046	0.026	12.52	0.027	0.35	RED					FLD-G	SPL										brownD*	2MASS J22380742+4353179	L1.5	2009AJ....137....1F									349.86	20	324	-132	2009AJ....137....1F									
